IDENTIDADE;STATUS;UF;SEXO;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA;REGIAO;IDADE
LC_1432;admpl;SP;M;primario;solt;1800;empregado;F;44
LC_1433;admpl;SP;F;secundario;viuvo;2484;empregado;D;43
LC_1434;admpl;SP;F;secundario;solt;5631;empregado;B;50
LC_1435;admpl;SP;M;primario;solt;1072;empregado;E;67
LC_1436;admpl;SP;F;secundario;casado;8204;outros;D;45
LC_1437;admpl;SP;M;primario;solt;1541;autonomo;A;50
LC_1438;inad;MS;M;secundario;solt;6700;outros;B;47
LC_1439;admpl;SP;F;secundario;solt;7102;outros;D;37
LC_1440;inad;SP;F;primario;solt;927;empregado;E;43
LC_1441;inad;SP;M;secundario;solt;4428;empregado;C;49
LC_1442;admpl;SP;M;superior;solt;1250;empregado;E;41
LC_1443;inad;SP;F;superior;viuvo;5685;empregado;F;44
LC_1444;admpl;SP;F;secundario;solt;5512;empregado;B;65
LC_1445;admpl;SP;F;secundario;casado;6344;empregado;B;46
LC_1446;inad;SP;F;secundario;casado;6792;empregado;B;31
LC_1447;admpl;SP;M;secundario;solt;12210;empregado;B;54
LC_1448;admpl;SP;F;secundario;solt;3911;empregado;B;50
LC_1449;admpl;MG;F;primario;casado;256;autonomo;E;39
LC_1450;inad;SP;M;secundario;viuvo;548;outros;A;44
LC_1451;admpl;MG;M;secundario;solt;1005;empregado;B;54
LC_1452;admpl;SP;F;posgrad;casado;1299;outros;F;66
LC_1453;inad;SP;M;secundario;solt;965;outros;B;46
LC_1454;admpl;SP;M;secundario;solt;4924;empregado;C;50
LC_1455;inad;SP;M;superior;solt;177020;autonomo;B;61
LC_1456;admpl;SP;M;secundario;solt;4020;empregado;B;30
LC_1457;admpl;SP;M;secundario;solt;2680;empregado;B;43
LC_1458;inad;SP;M;superior;solt;1340;autonomo;D;34
LC_1459;inad;SP;M;secundario;solt;10050;autonomo;B;67
LC_1460;admpl;SP;F;secundario;solt;2069;empregado;D;47
LC_1461;admpl;SP;M;superior;solt;3963;empregado;D;40
LC_1462;admpl;SP;F;superior;casado;457;empregado;E;45
LC_1463;inad;SP;M;superior;solt;1710;empregado;B;31
LC_1464;admpl;SP;F;secundario;casado;804;outros;D;70
LC_1465;admpl;SP;F;secundario;solt;1608;empregado;A;70
LC_1466;inad;SP;M;secundario;casado;1072;outros;B;53
LC_1467;admpl;SP;M;primario;solt;13400;outros;B;63
LC_1468;inad;SP;M;superior;casado;6687;empregado;C;51
LC_1469;inad;SP;M;secundario;solt;1783;empregado;F;56
LC_1470;admpl;SP;M;secundario;solt;14070;outros;C;47
LC_1471;inad;SP;M;secundario;viuvo;16258;empregado;D;57
LC_1472;admpl;SP;F;posgrad;casado;1222;empregado;D;58
LC_1473;inad;SP;M;secundario;solt;13400;outros;C;69
LC_1474;admpl;SP;F;primario;casado;2010;empregado;A;46
LC_1475;inad;SP;M;superior;solt;1876;autonomo;A;62
LC_1476;inad;SP;M;secundario;solt;1681;autonomo;C;44
LC_1477;inad;SP;M;superior;solt;1751;empregado;B;64
LC_1478;admpl;SP;F;secundario;viuvo;5092;empregado;F;56
LC_1479;inad;SP;M;primario;casado;2144;outros;E;65
LC_1480;inad;SP;M;secundario;solt;26800;empregado;B;67
LC_1481;admpl;SP;M;primario;solt;709;empregado;F;61
LC_1482;admpl;SP;M;superior;casado;2868;empregado;F;36
LC_1483;admpl;SP;M;primario;solt;2278;empregado;B;44
LC_1484;admpl;SP;M;posgrad;solt;3778;empregado;B;47
LC_1485;inad;SP;M;superior;solt;373;empregado;E;52
LC_1486;admpl;SP;F;superior;solt;1437;empregado;B;32
LC_1487;inad;SP;F;secundario;divorciado;1283;empregado;B;53
LC_1488;inad;SP;M;superior;casado;2680;outros;F;47
LC_1489;inad;SP;M;secundario;casado;2023;outros;E;67
LC_1490;admpl;SP;M;secundario;solt;1656;empregado;B;38
LC_1491;inad;SP;M;secundario;solt;289;empregado;E;62
LC_1492;admpl;SP;F;primario;solt;3484;outros;D;61
LC_1493;admpl;SP;M;secundario;solt;3183;empregado;F;61
LC_1494;admpl;SP;M;primario;solt;1460;empregado;F;65
LC_1495;admpl;SP;F;secundario;casado;1595;empregado;D;49
LC_1496;admpl;SP;F;secundario;solt;2788;empregado;B;51
LC_1497;admpl;SP;M;superior;solt;938;empregado;F;51
LC_1498;inad;SP;F;secundario;solt;678;empregado;E;52
LC_1499;admpl;SP;F;superior;solt;1033;empregado;E;51
LC_1500;inad;SP;F;secundario;solt;4889;empregado;B;48
LC_1501;admpl;SP;M;superior;solt;4020;outros;E;60
LC_1502;inad;SP;M;secundario;solt;9602;empregado;C;53
LC_1503;inad;SP;M;secundario;solt;3519;empregado;B;42
LC_1504;inad;SP;M;secundario;solt;6700;empregado;F;63
LC_1505;admpl;SP;M;superior;solt;1192;empregado;B;61
LC_1506;admpl;SP;M;primario;casado;1095;empregado;C;30
LC_1507;admpl;SP;F;secundario;casado;2830;empregado;C;33
LC_1508;inad;SP;M;primario;solt;478;empregado;E;68
LC_1509;admpl;SP;F;posgrad;solt;1858;empregado;B;40
LC_1510;admpl;SP;M;primario;solt;1724;empregado;E;45
LC_1511;admpl;SP;F;secundario;solt;3864;empregado;B;33
LC_1512;inad;SP;F;secundario;solt;4020;autonomo;A;35
LC_1513;inad;SP;M;secundario;solt;12060;outros;D;57
LC_1514;inad;SP;M;primario;solt;6700;empregado;C;69
LC_1515;inad;SP;M;secundario;solt;3181;empregado;B;57
LC_1516;admpl;SP;F;secundario;casado;9067;empregado;C;34
LC_1517;inad;MG;M;secundario;solt;1381;empregado;F;57
LC_1518;inad;SP;M;superior;solt;10720;outros;C;50
LC_1519;inad;SP;M;secundario;solt;15338;outros;C;49
LC_1520;admpl;SP;M;secundario;solt;5455;empregado;B;41
LC_1521;inad;MG;M;secundario;solt;3082;empregado;B;66
LC_1522;inad;MG;M;secundario;solt;6700;outros;B;33
LC_1523;inad;MG;M;secundario;solt;259;autonomo;B;55
LC_1524;inad;MG;M;secundario;solt;1007;empregado;B;50
LC_1525;inad;SP;M;secundario;solt;7478;autonomo;E;54
LC_1526;inad;SP;F;primario;solt;952;autonomo;B;68
LC_1527;inad;SP;F;superior;divorciado;2631;empregado;D;50
LC_1528;admpl;SP;M;secundario;viuvo;22495;outros;B;47
LC_1529;admpl;SP;M;secundario;solt;4020;empregado;B;59
LC_1530;inad;SP;M;secundario;solt;8061;outros;B;40
LC_1531;admpl;SP;M;secundario;casado;5090;empregado;B;67
LC_1532;admpl;SP;M;secundario;casado;6037;empregado;D;60
LC_1533;inad;MG;M;superior;solt;26398;empregado;C;40
LC_1534;admpl;SP;M;secundario;solt;1608;empregado;A;69
LC_1535;admpl;SP;M;primario;solt;2308;outros;B;32
LC_1536;inad;SP;M;superior;casado;570;empregado;F;31
LC_1537;admpl;SP;M;posgrad;solt;4144;empregado;D;34
LC_1538;inad;MG;M;primario;solt;2498;empregado;F;50
LC_1539;inad;SP;F;superior;solt;6511;empregado;C;31
LC_1540;inad;SP;F;secundario;casado;250;autonomo;E;42
LC_1541;inad;MG;M;secundario;solt;36;empregado;F;32
LC_1542;admpl;SP;M;secundario;solt;291;empregado;B;33
LC_1543;admpl;SP;F;secundario;casado;4020;empregado;B;60
LC_1544;admpl;SP;M;secundario;solt;12051;empregado;C;50
LC_1545;inad;SP;F;secundario;divorciado;8040;outros;C;65
LC_1546;inad;SP;M;secundario;solt;26800;outros;B;39
LC_1547;inad;SP;F;secundario;solt;5710;empregado;D;58
LC_1548;inad;SP;M;secundario;solt;2680;outros;C;60
LC_1549;admpl;SP;M;superior;casado;875;empregado;D;51
LC_1550;admpl;SP;M;secundario;solt;1876;empregado;B;60
LC_1551;admpl;SP;F;secundario;solt;1608;empregado;B;69
LC_1552;inad;SP;M;secundario;solt;5543;empregado;C;44
LC_1553;admpl;SP;F;secundario;solt;2680;empregado;F;36
LC_1554;inad;MG;M;secundario;casado;4872;empregado;C;41
LC_1555;inad;MG;M;secundario;solt;6700;outros;A;30
LC_1556;admpl;SP;F;superior;casado;1273;empregado;D;66
LC_1557;inad;SP;M;secundario;solt;251;outros;C;35
LC_1558;inad;SP;M;secundario;solt;15980;outros;B;63
LC_1559;admpl;SP;F;secundario;solt;5268;empregado;B;58
LC_1560;admpl;SP;F;primario;viuvo;616;empregado;E;32
LC_1561;inad;SP;F;superior;solt;439;outros;E;57
LC_1562;admpl;SP;M;primario;solt;1005;empregado;E;55
LC_1563;admpl;SP;M;primario;casado;3350;empregado;D;47
LC_1564;inad;SP;M;superior;solt;981;empregado;E;49
LC_1565;inad;SP;M;secundario;viuvo;32193;empregado;C;41
LC_1566;inad;SP;M;secundario;solt;9155;empregado;B;45
LC_1567;inad;SP;M;superior;solt;68;empregado;E;65
LC_1568;inad;SP;M;secundario;solt;4547;autonomo;B;53
LC_1569;inad;MG;M;secundario;solt;4092;empregado;F;50
LC_1570;inad;SP;M;superior;solt;2479;empregado;A;50
LC_1571;inad;SP;M;primario;solt;2010;empregado;C;33
LC_1572;inad;MG;M;secundario;solt;6700;outros;B;46
LC_1573;inad;MG;M;secundario;solt;1058;autonomo;B;49
LC_1574;admpl;SP;F;primario;solt;469;empregado;E;41
LC_1575;inad;SP;M;primario;solt;2680;empregado;E;54
LC_1576;inad;SP;M;superior;casado;1165;outros;F;47
LC_1577;admpl;SP;M;secundario;solt;7804;empregado;D;55
LC_1578;admpl;SP;M;secundario;solt;4352;empregado;B;46
LC_1579;inad;SP;M;primario;casado;4020;empregado;F;34
LC_1580;admpl;SP;F;superior;casado;2948;outros;C;54
LC_1581;inad;SP;F;primario;viuvo;2010;autonomo;A;56
LC_1582;inad;SP;M;secundario;solt;1340;empregado;C;45
LC_1583;inad;SP;M;primario;solt;1340;empregado;C;54
LC_1584;inad;SP;F;superior;casado;1030;empregado;B;43
LC_1585;inad;SP;F;secundario;solt;1675;empregado;B;64
LC_1586;inad;SP;M;secundario;solt;9648;empregado;B;49
LC_1587;inad;SP;M;primario;solt;804;outros;F;36
LC_1588;inad;SP;F;secundario;solt;556;empregado;B;58
LC_1589;admpl;SP;F;superior;solt;1340;empregado;D;48
LC_1590;admpl;SP;F;superior;solt;1298;empregado;E;44
LC_1591;admpl;SP;F;superior;casado;719;empregado;F;61
LC_1592;inad;SP;M;secundario;solt;5483;empregado;B;59
LC_1593;inad;SP;M;secundario;solt;1563;empregado;F;62
LC_1594;admpl;SP;M;secundario;solt;1407;empregado;F;60
LC_1595;admpl;SP;M;primario;casado;3650;empregado;D;69
LC_1596;inad;SP;F;secundario;casado;6787;autonomo;F;32
LC_1597;inad;SP;F;primario;viuvo;8040;empregado;F;62
LC_1598;admpl;MG;M;superior;casado;592;empregado;F;38
LC_1599;admpl;MG;F;superior;casado;676;empregado;F;64
LC_1600;admpl;SP;F;superior;solt;1974;empregado;E;54
LC_1601;inad;SP;M;secundario;solt;16080;autonomo;A;63
LC_1602;admpl;SP;M;superior;solt;3039;empregado;C;62
LC_1603;admpl;SP;F;secundario;casado;2395;empregado;B;37
LC_1604;admpl;SP;M;primario;solt;1587;outros;F;55
LC_1605;admpl;SP;M;secundario;solt;3914;empregado;B;54
LC_1606;inad;SP;M;superior;solt;2010;autonomo;A;37
LC_1607;admpl;SP;M;secundario;casado;8246;empregado;B;40
LC_1608;admpl;SP;F;primario;solt;804;outros;E;34
LC_1609;admpl;SP;F;secundario;casado;8040;outros;B;48
LC_1610;admpl;SP;M;secundario;solt;6457;empregado;C;39
LC_1611;admpl;SP;M;secundario;solt;5321;empregado;B;34
LC_1612;admpl;SP;M;superior;casado;1019;empregado;F;42
LC_1613;inad;SP;M;secundario;solt;6105;empregado;C;47
LC_1614;inad;SP;M;secundario;divorciado;252063;empregado;C;54
LC_1615;inad;SP;M;secundario;solt;3401;empregado;B;65
LC_1616;inad;SP;F;secundario;solt;2632;empregado;B;63
LC_1617;admpl;SP;M;secundario;solt;5170;empregado;B;51
LC_1618;admpl;SP;F;secundario;casado;2709;outros;B;51
LC_1619;admpl;SP;M;secundario;solt;9872;empregado;C;61
LC_1620;admpl;MG;M;secundario;casado;3603;empregado;B;30
LC_1621;admpl;SP;F;secundario;solt;41;empregado;B;49
LC_1622;admpl;SP;M;secundario;solt;8630;empregado;B;32
LC_1623;admpl;SP;M;secundario;solt;6700;autonomo;C;44
LC_1624;admpl;SP;M;secundario;solt;6733;empregado;C;56
LC_1625;admpl;SP;M;secundario;solt;34202;empregado;C;59
LC_1626;admpl;SP;F;primario;casado;3215;empregado;B;66
LC_1627;admpl;SP;F;superior;casado;4097;empregado;D;32
LC_1628;inad;SP;M;superior;solt;1488;empregado;C;43
LC_1629;admpl;SP;M;superior;solt;2010;autonomo;E;51
LC_1630;admpl;SP;F;superior;solt;1781;empregado;D;50
LC_1631;admpl;SP;F;secundario;solt;2184;empregado;B;32
LC_1632;admpl;SP;M;primario;solt;514;empregado;E;35
LC_1633;inad;SP;M;superior;solt;3268;autonomo;C;37
LC_1634;admpl;SP;F;secundario;casado;1809;empregado;B;42
LC_1635;admpl;SP;F;secundario;casado;4422;outros;B;63
LC_1636;admpl;SP;F;secundario;casado;2220;empregado;B;63
LC_1637;inad;SP;F;secundario;solt;5360;autonomo;E;36
LC_1638;inad;SP;M;secundario;casado;5613;empregado;F;56
LC_1639;admpl;SP;M;superior;solt;3350;empregado;F;46
LC_1640;admpl;SP;M;superior;solt;2886;empregado;F;58
LC_1641;admpl;SP;F;posgrad;solt;1605;outros;C;36
LC_1642;admpl;SP;M;superior;solt;2327;empregado;C;50
LC_1643;inad;SP;M;secundario;solt;2336;empregado;C;47
LC_1644;inad;SP;M;secundario;solt;37273;empregado;C;65
LC_1645;inad;SP;M;primario;solt;1137;outros;B;68
LC_1646;admpl;SP;M;secundario;solt;3320;empregado;C;43
LC_1647;admpl;SP;F;secundario;solt;5742;empregado;B;47
LC_1648;admpl;SP;F;primario;casado;5450;empregado;D;43
LC_1649;admpl;SP;F;secundario;solt;8147;empregado;F;64
LC_1650;inad;SP;M;superior;casado;6407;empregado;D;48
LC_1651;inad;SP;M;primario;solt;1176;empregado;C;34
LC_1652;admpl;SP;F;secundario;divorciado;3350;empregado;B;43
LC_1653;inad;SP;M;secundario;solt;28116;empregado;C;66
LC_1654;admpl;SP;F;secundario;casado;3185;empregado;B;35
LC_1655;inad;SP;M;secundario;solt;13400;outros;E;38
LC_1656;admpl;SP;M;superior;viuvo;1340;outros;D;65
LC_1657;inad;SP;F;superior;solt;6700;outros;C;46
LC_1658;inad;SP;M;secundario;viuvo;6700;autonomo;A;49
LC_1659;inad;SP;M;primario;outros;5360;empregado;F;55
LC_1660;inad;SP;M;secundario;viuvo;1284;empregado;B;51
LC_1661;inad;SP;M;primario;solt;3886;empregado;E;70
LC_1662;admpl;SP;M;superior;solt;807;empregado;F;69
LC_1663;admpl;SP;M;primario;solt;1353;empregado;D;51
LC_1664;admpl;SP;F;secundario;solt;8040;empregado;F;35
LC_1665;admpl;SP;F;secundario;solt;2680;empregado;C;68
LC_1666;admpl;SP;F;posgrad;solt;2948;empregado;F;34
LC_1667;admpl;SP;M;superior;solt;566;empregado;C;69
LC_1668;inad;SP;F;secundario;solt;1340;empregado;B;38
LC_1669;admpl;SP;F;secundario;solt;8430;empregado;B;61
LC_1670;admpl;SP;F;secundario;solt;5108;empregado;B;38
LC_1671;admpl;SP;F;primario;solt;1081;empregado;D;62
LC_1672;inad;SP;M;secundario;solt;1222;empregado;C;41
LC_1673;admpl;SP;F;secundario;casado;3238;outros;D;63
LC_1674;inad;SP;F;secundario;solt;1017;empregado;B;39
LC_1675;admpl;SP;M;primario;solt;2680;outros;F;44
LC_1676;inad;SP;M;secundario;solt;8040;empregado;B;62
LC_1677;inad;SP;M;secundario;solt;20738;empregado;E;35
LC_1678;admpl;MG;F;secundario;casado;1072;empregado;B;33
LC_1679;inad;SP;F;secundario;casado;2412;outros;B;64
LC_1680;admpl;SP;F;secundario;viuvo;6164;outros;B;39
LC_1681;admpl;SP;F;secundario;casado;9486;empregado;C;66
LC_1682;admpl;SP;M;primario;casado;1139;empregado;D;44
LC_1683;admpl;SP;M;superior;solt;12379;empregado;D;68
LC_1684;inad;SP;F;posgrad;solt;2456;autonomo;A;55
LC_1685;admpl;SP;F;superior;viuvo;1474;empregado;D;39
LC_1686;inad;SP;M;primario;solt;2244;empregado;C;44
LC_1687;inad;SP;M;primario;solt;4351;empregado;C;31
LC_1688;admpl;SP;M;primario;solt;696;autonomo;F;48
LC_1689;admpl;SP;F;secundario;solt;3906;empregado;B;33
LC_1690;inad;SP;M;secundario;solt;25539;empregado;B;34
LC_1691;inad;SP;F;secundario;solt;463;empregado;B;40
LC_1692;inad;SP;M;superior;solt;2680;empregado;B;43
LC_1693;inad;SP;F;secundario;solt;2680;empregado;B;50
LC_1694;admpl;SP;F;secundario;solt;2851;empregado;B;31
LC_1695;admpl;SP;M;superior;solt;2868;empregado;D;49
LC_1696;admpl;SP;F;secundario;casado;3450;outros;B;48
LC_1697;admpl;SP;F;secundario;casado;65;empregado;B;62
LC_1698;admpl;SP;M;secundario;solt;9583;empregado;C;46
LC_1699;admpl;SP;F;secundario;casado;1640;empregado;B;39
LC_1700;inad;SP;F;primario;solt;1139;empregado;F;46
LC_1701;admpl;SP;F;secundario;solt;21898;empregado;C;61
LC_1702;admpl;SP;F;secundario;viuvo;2978;empregado;B;68
LC_1703;admpl;SP;F;secundario;viuvo;5360;outros;B;38
LC_1704;inad;SP;F;primario;casado;866;autonomo;F;61
LC_1705;inad;SP;F;secundario;viuvo;2568;empregado;C;63
LC_1706;admpl;SP;F;secundario;solt;2185;empregado;F;53
LC_1707;inad;SP;F;superior;casado;3283;empregado;B;56
LC_1708;inad;SP;F;secundario;casado;2010;outros;B;67
LC_1709;admpl;SP;F;secundario;casado;2010;empregado;D;55
LC_1710;admpl;SP;F;posgrad;solt;1169;empregado;E;34
LC_1711;admpl;SP;F;superior;solt;1340;outros;E;61
LC_1712;admpl;SP;M;posgrad;solt;20023;empregado;C;64
LC_1713;inad;SP;F;secundario;solt;17357;outros;C;70
LC_1714;admpl;SP;F;secundario;solt;9380;outros;B;54
LC_1715;inad;SP;M;secundario;solt;3337;empregado;C;53
LC_1716;admpl;SP;M;posgrad;solt;1112;outros;F;37
LC_1717;inad;SP;M;secundario;solt;6700;empregado;C;56
LC_1718;inad;SP;M;secundario;solt;13400;empregado;E;41
LC_1719;admpl;SP;F;primario;viuvo;1340;outros;D;56
LC_1720;inad;SP;M;primario;divorciado;126999;autonomo;E;42
LC_1721;inad;SP;F;secundario;solt;6700;outros;C;40
LC_1722;inad;SP;M;secundario;solt;2694;empregado;E;47
LC_1723;inad;SP;M;secundario;solt;2010;autonomo;B;30
LC_1724;inad;SP;F;superior;solt;1246;empregado;B;61
LC_1725;admpl;SP;F;superior;outros;1072;outros;D;33
LC_1726;inad;SP;F;secundario;solt;9850;empregado;B;56
LC_1727;admpl;SP;M;superior;solt;3499;empregado;E;70
LC_1728;inad;SP;F;secundario;solt;402;outros;F;65
LC_1729;inad;SP;F;posgrad;viuvo;1160;autonomo;A;58
LC_1730;inad;SP;M;secundario;solt;6030;autonomo;B;56
LC_1731;admpl;SP;M;secundario;solt;4340;outros;E;55
LC_1732;inad;SP;M;secundario;solt;10499;empregado;C;48
LC_1733;admpl;SP;F;secundario;solt;6383;outros;C;44
LC_1734;inad;SP;F;superior;solt;4020;empregado;D;60
LC_1735;admpl;SP;F;secundario;viuvo;8428;empregado;F;46
LC_1736;admpl;SP;F;secundario;solt;1109;outros;F;33
LC_1737;inad;SP;F;superior;solt;4020;outros;A;62
LC_1738;admpl;SP;M;superior;solt;1405;empregado;D;63
LC_1739;admpl;SP;F;secundario;divorciado;1634;outros;E;57
LC_1740;inad;SP;M;secundario;solt;2611;empregado;C;50
LC_1741;admpl;SP;M;secundario;solt;1137;empregado;E;68
LC_1742;inad;SP;F;primario;casado;6245;empregado;D;38
LC_1743;inad;SP;F;primario;solt;1168;outros;E;65
LC_1744;admpl;SP;M;primario;solt;1876;outros;F;47
LC_1745;admpl;SP;F;primario;solt;1045;autonomo;E;58
LC_1746;inad;SP;M;secundario;solt;1130;empregado;B;56
LC_1747;admpl;SP;M;secundario;casado;4739;empregado;C;63
LC_1748;inad;SP;M;posgrad;solt;2797;empregado;B;61
LC_1749;admpl;SP;M;superior;solt;1474;empregado;C;41
LC_1750;admpl;SP;M;secundario;solt;4241;empregado;B;31
LC_1751;inad;SP;M;primario;solt;854;empregado;E;64
LC_1752;admpl;SP;M;posgrad;solt;4777;empregado;F;39
LC_1753;admpl;SP;F;primario;viuvo;782;autonomo;F;58
LC_1754;inad;SP;M;superior;solt;1034;empregado;C;46
LC_1755;inad;SP;F;secundario;solt;871;outros;B;48
LC_1756;admpl;SP;F;secundario;solt;4143;empregado;D;43
LC_1757;inad;SP;F;posgrad;divorciado;70971;empregado;F;55
LC_1758;admpl;SP;F;secundario;solt;3160;empregado;B;52
LC_1759;inad;SP;M;primario;solt;2948;outros;F;43
LC_1760;admpl;SP;F;primario;viuvo;568;empregado;C;32
LC_1761;admpl;SP;F;secundario;solt;3486;empregado;F;65
LC_1762;inad;SP;F;superior;divorciado;2759;autonomo;A;43
LC_1763;admpl;SP;F;superior;solt;14554;empregado;C;61
LC_1764;admpl;SP;M;secundario;solt;2168;empregado;B;62
LC_1765;inad;SP;F;superior;casado;1162;empregado;E;45
LC_1766;admpl;SP;M;secundario;solt;1113;outros;B;33
LC_1767;admpl;SP;F;secundario;viuvo;1972;empregado;B;40
LC_1768;admpl;SP;M;posgrad;casado;1416;empregado;B;69
LC_1769;inad;SP;F;superior;viuvo;804;outros;B;57
LC_1770;admpl;SP;M;superior;solt;237;empregado;E;48
LC_1771;inad;SP;F;superior;solt;970;empregado;B;41
LC_1772;admpl;SP;M;secundario;casado;8710;outros;B;38
LC_1773;admpl;SP;M;secundario;solt;2680;empregado;F;42
LC_1774;inad;SP;F;secundario;solt;1340;empregado;B;67
LC_1775;admpl;SP;F;secundario;solt;2726;empregado;F;66
LC_1776;inad;SP;M;secundario;solt;3001;empregado;F;33
LC_1777;inad;SP;F;superior;solt;3082;empregado;B;66
LC_1778;admpl;SP;F;primario;casado;1172;empregado;D;34
LC_1779;admpl;SP;M;posgrad;solt;4509;empregado;E;33
LC_1780;admpl;SP;M;primario;solt;6555;empregado;F;51
LC_1781;admpl;SP;F;posgrad;casado;2217;empregado;E;64
LC_1782;inad;SP;M;secundario;casado;6038;empregado;B;45
LC_1783;inad;SP;M;secundario;solt;2144;empregado;F;49
LC_1784;admpl;SP;F;superior;casado;2625;empregado;F;67
LC_1785;admpl;SP;F;secundario;solt;865;empregado;D;50
LC_1786;inad;SP;M;superior;solt;16389;empregado;C;32
LC_1787;inad;SP;M;secundario;solt;19467;empregado;B;60
LC_1788;inad;SP;M;posgrad;solt;6090;empregado;D;65
LC_1789;admpl;MG;M;superior;casado;296;empregado;F;59
LC_1790;inad;SP;F;secundario;viuvo;2680;empregado;F;33
LC_1791;admpl;SP;M;secundario;solt;6700;outros;B;56
LC_1792;admpl;SP;M;superior;solt;3479;empregado;C;54
LC_1793;admpl;SP;F;secundario;solt;1983;empregado;B;63
LC_1794;admpl;SP;F;primario;solt;935;empregado;F;38
LC_1795;admpl;SP;M;primario;solt;2366;empregado;F;63
LC_1796;inad;SP;M;secundario;solt;14558;empregado;C;41
LC_1797;admpl;SP;F;secundario;solt;4124;outros;D;54
LC_1798;admpl;SP;F;secundario;casado;1460;empregado;B;31
LC_1799;inad;SP;M;secundario;divorciado;16701;empregado;B;52
LC_1800;admpl;SP;M;secundario;solt;20100;empregado;B;34
LC_1801;inad;MG;M;posgrad;solt;563;empregado;F;57
LC_1802;admpl;SP;F;secundario;casado;1256;empregado;B;34
LC_1803;inad;SP;M;superior;solt;1169;empregado;F;64
LC_1804;admpl;SP;F;superior;casado;2257;empregado;D;34
LC_1805;admpl;SP;F;superior;casado;1050;empregado;E;59
LC_1806;inad;SP;M;secundario;solt;4377;empregado;B;47
LC_1807;inad;SP;F;superior;casado;1968;empregado;E;53
LC_1808;inad;SP;F;secundario;casado;20930;empregado;B;62
LC_1809;admpl;SP;F;secundario;solt;1742;empregado;B;59
LC_1810;inad;SP;F;primario;divorciado;1417;autonomo;B;61
LC_1811;admpl;SP;M;posgrad;solt;670;outros;E;40
LC_1812;admpl;SP;F;superior;solt;1554;outros;C;70
LC_1813;admpl;SP;M;primario;solt;1206;empregado;D;30
LC_1814;admpl;SP;F;secundario;casado;4690;outros;C;63
LC_1815;inad;SP;M;primario;solt;3484;empregado;F;46
LC_1816;inad;SP;M;superior;solt;1695;empregado;F;33
LC_1817;inad;SP;M;secundario;solt;1255;empregado;B;30
LC_1818;admpl;SP;F;secundario;solt;8791;empregado;F;52
LC_1819;admpl;SP;F;secundario;viuvo;1360;empregado;E;51
LC_1820;admpl;SP;M;posgrad;solt;4444;empregado;C;57
LC_1821;admpl;SP;M;secundario;solt;3752;empregado;C;64
LC_1822;inad;SP;F;superior;divorciado;576;empregado;E;38
LC_1823;admpl;SP;M;primario;solt;1290;empregado;F;41
LC_1824;inad;SP;F;superior;casado;3223;empregado;B;68
