;IDENTIDADE;STATUS;SEXO;NATUREZA;IDADE;novaUF;novaESCOLARIDADE;novoESTCIV;novaREGIAO;lRENDA
333;LC_1334;admpl;M;outros;66;SP;primario;0.solt;F;3,0835026198302673
334;LC_1335;inad;M;empregado;55;SP;secundario;0.solt;BC;3,8260748027008264
335;LC_1336;inad;F;empregado;53;SP;superior;0.solt;DE;3,118595365223762
336;LC_1337;admpl;M;empregado;47;SP;primario;0.solt;DE;3,1852587652965854
337;LC_1338;inad;M;outros;41;SP;primario;0.solt;DE;3,1271047983648077
338;LC_1339;inad;M;empregado;48;NOSP;secundario;divorciado;BC;3,5491259267581112
339;LC_1340;inad;M;outros;46;SP;superior;0.solt;BC;2,905256048748451
340;LC_1341;admpl;F;empregado;66;SP;z.posgrad;0.solt;BC;3,239549720840473
341;LC_1342;admpl;F;empregado;45;SP;secundario;0.solt;F;3,6896639650157703
342;LC_1343;inad;F;empregado;36;SP;superior;casado;A;3,428134794028789
343;LC_1344;admpl;F;empregado;36;SP;secundario;0.solt;BC;3,428134794028789
344;LC_1345;admpl;M;empregado;39;SP;secundario;0.solt;BC;3,7937903846908188
345;LC_1346;inad;F;autonomo;43;SP;superior;0.solt;F;3,451939869365103
346;LC_1347;admpl;M;empregado;67;SP;superior;0.solt;DE;3,82795052830263
347;LC_1348;admpl;F;empregado;44;SP;superior;0.solt;DE;3,3585059114902354
348;LC_1349;admpl;M;empregado;65;SP;secundario;0.solt;BC;3,509336958017644
349;LC_1350;admpl;M;empregado;61;SP;secundario;casado;BC;3,4307198878632823
350;LC_1351;inad;M;empregado;51;SP;primario;0.solt;F;3,1405080430381798
351;LC_1352;admpl;F;empregado;34;SP;secundario;viuvo;BC;3,1878026387184195
352;LC_1353;inad;M;empregado;42;SP;secundario;0.solt;DE;4,387265215784176
353;LC_1354;admpl;M;empregado;68;SP;secundario;0.solt;BC;3,7234556720351857
354;LC_1355;inad;M;empregado;44;SP;secundario;0.solt;BC;2,4456042032735974
355;LC_1356;inad;M;autonomo;35;SP;secundario;0.solt;A;4,201861216277263
356;LC_1357;admpl;M;outros;56;SP;primario;0.solt;BC;3,5368108659915416
357;LC_1358;inad;F;empregado;58;SP;primario;0.solt;DE;2,9434945159061026
358;LC_1359;admpl;F;empregado;55;SP;superior;0.solt;DE;3,801472313521471
359;LC_1360;admpl;F;outros;37;SP;primario;viuvo;F;2,9542425094393248
360;LC_1361;admpl;M;empregado;69;SP;secundario;0.solt;BC;3,9012948171655673
361;LC_1362;admpl;F;empregado;50;SP;primario;casado;F;3,1439511164239633
362;LC_1363;admpl;M;outros;44;SP;secundario;0.solt;F;4,4222943008935625
364;LC_1365;admpl;F;empregado;68;SP;secundario;0.solt;BC;3,144262773761991
365;LC_1366;inad;M;empregado;33;SP;superior;casado;BC;2,6875289612146345
366;LC_1367;admpl;F;empregado;45;SP;superior;casado;DE;3,794906106516804
367;LC_1368;admpl;F;empregado;44;SP;superior;0.solt;BC;3,60422605308447
368;LC_1369;inad;M;empregado;56;SP;secundario;0.solt;BC;4,225464359207212
369;LC_1370;admpl;M;empregado;60;SP;superior;0.solt;DE;3,376211850282673
370;LC_1371;inad;M;empregado;62;SP;superior;0.solt;F;3,6344772701607315
371;LC_1372;admpl;M;empregado;66;SP;secundario;0.solt;BC;4,086537783753207
372;LC_1373;inad;F;autonomo;53;SP;primario;casado;A;3,3823773034681137
373;LC_1374;inad;F;empregado;65;SP;superior;0.solt;BC;3,4429498695778618
374;LC_1375;inad;F;empregado;62;SP;secundario;0.solt;BC;3,0842186867392387
375;LC_1376;inad;F;outros;35;SP;primario;divorciado;A;2,9722028383790646
376;LC_1377;admpl;F;empregado;57;SP;superior;casado;DE;3,4835872969688944
377;LC_1378;admpl;F;outros;42;SP;superior;casado;DE;3,780317312140151
378;LC_1379;admpl;F;outros;69;SP;superior;0.solt;F;3,244277120801843
379;LC_1380;admpl;F;empregado;68;SP;superior;divorciado;DE;3,537819095073274
380;LC_1381;inad;F;outros;47;SP;superior;divorciado;A;3,72916478969277
381;LC_1382;admpl;F;empregado;63;SP;secundario;viuvo;BC;3,1271047983648077
382;LC_1383;admpl;M;empregado;48;SP;secundario;0.solt;BC;3,836577274840649
383;LC_1384;admpl;F;empregado;60;SP;secundario;casado;DE;2,946452265013073
384;LC_1385;admpl;F;empregado;60;SP;z.posgrad;0.solt;DE;3,5073160400764136
385;LC_1386;admpl;M;empregado;40;SP;secundario;0.solt;F;4,004579293902212
386;LC_1387;admpl;M;empregado;67;SP;secundario;casado;BC;4,127104798364807
387;LC_1388;inad;M;empregado;33;SP;primario;0.solt;F;3,17376882313665
388;LC_1389;inad;M;autonomo;61;NOSP;superior;0.solt;F;3,1248301494138593
389;LC_1390;admpl;M;empregado;54;SP;superior;0.solt;DE;3,187238619831479
390;LC_1391;admpl;M;empregado;59;SP;secundario;0.solt;DE;3,4363217001397333
391;LC_1392;inad;M;empregado;66;SP;primario;0.solt;F;3,307709923404807
392;LC_1393;inad;M;autonomo;32;SP;primario;0.solt;BC;3,8260748027008264
393;LC_1394;admpl;M;empregado;65;SP;secundario;0.solt;BC;4,068408519778162
394;LC_1395;inad;M;empregado;31;SP;secundario;0.solt;F;4,007278247334244
395;LC_1396;admpl;F;empregado;59;SP;primario;viuvo;DE;3,1622656142980214
396;LC_1397;inad;F;outros;60;SP;primario;0.solt;DE;3,708250888591378
397;LC_1398;admpl;F;empregado;51;SP;secundario;viuvo;BC;3,700790221374347
398;LC_1399;admpl;M;empregado;51;SP;superior;casado;BC;3,6742179455767
399;LC_1400;admpl;F;empregado;31;SP;secundario;0.solt;BC;3,4686426683915115
400;LC_1401;admpl;F;empregado;69;SP;superior;casado;DE;3,216165902285993
401;LC_1402;admpl;F;outros;59;SP;superior;viuvo;BC;3,7636525705645303
402;LC_1403;inad;M;autonomo;51;SP;secundario;0.solt;A;3,905256048748451
403;LC_1404;admpl;M;empregado;61;SP;secundario;0.solt;BC;4,286613631657004
404;LC_1405;inad;F;empregado;61;SP;primario;divorciado;A;2,57978359661681
405;LC_1406;admpl;F;empregado;37;SP;superior;casado;DE;3,0060379549973173
406;LC_1407;admpl;M;outros;64;NOSP;superior;0.solt;BC;3,899546931090867
407;LC_1408;inad;M;outros;43;SP;superior;0.solt;F;2,8260748027008264
408;LC_1409;inad;F;outros;41;SP;superior;0.solt;A;3,963835030702148
409;LC_1410;admpl;M;autonomo;41;SP;secundario;0.solt;BC;3,615739688619155
410;LC_1411;admpl;F;empregado;44;SP;superior;casado;BC;3,2062860444124324
411;LC_1412;admpl;F;empregado;43;SP;primario;casado;DE;2,967547976218862
412;LC_1413;inad;F;outros;39;SP;secundario;casado;F;3,3298045221640695
413;LC_1414;inad;F;empregado;41;SP;superior;0.solt;BC;3,058426024457005
414;LC_1415;admpl;M;empregado;55;SP;primario;0.solt;DE;3,080987046910887
415;LC_1416;admpl;F;outros;43;SP;z.posgrad;0.solt;DE;3,3575537197430814
416;LC_1417;inad;M;empregado;44;SP;secundario;0.solt;F;1,7160033436347992
417;LC_1418;admpl;F;empregado;46;SP;secundario;viuvo;F;3,87285524470481
418;LC_1419;admpl;F;empregado;63;SP;secundario;0.solt;DE;3,780317312140151
419;LC_1420;admpl;F;empregado;35;SP;secundario;viuvo;BC;3,7334380270910614
420;LC_1421;admpl;M;empregado;39;SP;superior;0.solt;BC;3,6793370305207937
421;LC_1422;admpl;M;empregado;52;NOSP;superior;0.solt;BC;2,593286067020457
422;LC_1423;inad;F;empregado;56;SP;secundario;casado;BC;3,4437322414015967
423;LC_1424;inad;M;empregado;36;SP;secundario;0.solt;BC;3,823800153749878
424;LC_1425;admpl;F;empregado;50;SP;primario;0.solt;DE;2,9722028383790646
425;LC_1426;inad;F;empregado;46;SP;primario;viuvo;DE;2,846955325019824
426;LC_1427;admpl;M;empregado;65;NOSP;z.posgrad;casado;DE;3,5930644316587177
427;LC_1428;admpl;F;empregado;53;SP;superior;casado;BC;3,87633332908638
428;LC_1429;admpl;F;empregado;51;SP;secundario;casado;BC;3,7234556720351857
429;LC_1430;admpl;M;outros;65;SP;primario;0.solt;F;3,030194785356751
430;LC_1431;inad;M;outros;53;SP;secundario;0.solt;BC;3,525044807036845
431;LC_1432;admpl;M;empregado;44;SP;primario;0.solt;F;3,255272505103306
432;LC_1433;admpl;F;empregado;43;SP;secundario;viuvo;DE;3,3951515915045425
433;LC_1434;admpl;F;empregado;50;SP;secundario;0.solt;BC;3,7505855273410087
434;LC_1435;admpl;M;empregado;67;SP;primario;0.solt;DE;3,030194785356751
435;LC_1436;admpl;F;outros;45;SP;secundario;casado;DE;3,9140256516963285
436;LC_1437;admpl;M;autonomo;50;SP;primario;0.solt;A;3,1878026387184195
437;LC_1438;inad;M;outros;47;NOSP;secundario;0.solt;BC;3,8260748027008264
438;LC_1439;admpl;F;outros;37;SP;secundario;0.solt;DE;3,851380667965597
439;LC_1440;inad;F;empregado;43;SP;primario;0.solt;DE;2,967079734144497
440;LC_1441;inad;M;empregado;49;SP;secundario;0.solt;BC;3,6462076122066853
441;LC_1442;admpl;M;empregado;41;SP;superior;0.solt;DE;3,0969100130080562
442;LC_1443;inad;F;empregado;44;SP;superior;viuvo;F;3,7547304690237535
443;LC_1444;admpl;F;empregado;65;SP;secundario;0.solt;BC;3,7413092088995694
444;LC_1445;admpl;F;empregado;46;SP;secundario;casado;BC;3,8023631743095474
445;LC_1446;inad;F;empregado;31;SP;secundario;casado;BC;3,831997677235896
446;LC_1447;admpl;M;empregado;54;SP;secundario;0.solt;BC;4,086715663944883
447;LC_1448;admpl;F;empregado;50;SP;secundario;0.solt;BC;3,5922878159521305
448;LC_1449;admpl;F;autonomo;39;NOSP;primario;casado;DE;2,4082399653118496
449;LC_1450;inad;M;outros;44;SP;secundario;viuvo;A;2,738780558484369
450;LC_1451;admpl;M;empregado;54;NOSP;secundario;0.solt;BC;3,002166061756508
451;LC_1452;admpl;F;outros;66;SP;z.posgrad;casado;F;3,1136091510730277
452;LC_1453;inad;M;outros;46;SP;secundario;0.solt;BC;2,9845273133437926
453;LC_1454;admpl;M;empregado;50;SP;secundario;0.solt;BC;3,6923180442592787
455;LC_1456;admpl;M;empregado;30;SP;secundario;0.solt;BC;3,60422605308447
456;LC_1457;admpl;M;empregado;43;SP;secundario;0.solt;BC;3,428134794028789
457;LC_1458;inad;M;autonomo;34;SP;superior;0.solt;DE;3,1271047983648077
458;LC_1459;inad;M;autonomo;67;SP;secundario;0.solt;BC;4,002166061756507
459;LC_1460;admpl;F;empregado;47;SP;secundario;0.solt;DE;3,3157604906657347
460;LC_1461;admpl;M;empregado;40;SP;superior;0.solt;DE;3,59802407233419
461;LC_1462;admpl;F;empregado;45;SP;superior;casado;DE;2,6599162000698504
462;LC_1463;inad;M;empregado;31;SP;superior;0.solt;BC;3,2329961103921536
463;LC_1464;admpl;F;outros;70;SP;secundario;casado;DE;2,905256048748451
464;LC_1465;admpl;F;empregado;70;SP;secundario;0.solt;A;3,2062860444124324
465;LC_1466;inad;M;outros;53;SP;secundario;casado;BC;3,030194785356751
466;LC_1467;admpl;M;outros;63;SP;primario;0.solt;BC;4,127104798364807
467;LC_1468;inad;M;empregado;51;SP;superior;casado;BC;3,8252313231999002
468;LC_1469;inad;M;empregado;56;SP;secundario;0.solt;F;3,2511513431753545
469;LC_1470;admpl;M;outros;47;SP;secundario;0.solt;BC;4,1482940974347455
470;LC_1471;inad;M;empregado;57;SP;secundario;viuvo;DE;4,211067119217032
471;LC_1472;admpl;F;empregado;58;SP;z.posgrad;casado;DE;3,0870712059065353
472;LC_1473;inad;M;outros;69;SP;secundario;0.solt;BC;4,127104798364807
473;LC_1474;admpl;F;empregado;46;SP;primario;casado;A;3,3031960574204886
474;LC_1475;inad;M;autonomo;62;SP;superior;0.solt;A;3,2732328340430454
475;LC_1476;inad;M;autonomo;44;SP;secundario;0.solt;BC;3,225567713439471
476;LC_1477;inad;M;empregado;64;SP;superior;0.solt;BC;3,243286146083446
477;LC_1478;admpl;F;empregado;56;SP;secundario;viuvo;F;3,706888394981618
478;LC_1479;inad;M;outros;65;SP;primario;casado;DE;3,3312247810207323
479;LC_1480;inad;M;empregado;67;SP;secundario;0.solt;BC;4,4281347940287885
480;LC_1481;admpl;M;empregado;61;SP;primario;0.solt;F;2,8506462351830666
481;LC_1482;admpl;M;empregado;36;SP;superior;casado;F;3,4575791469957626
482;LC_1483;admpl;M;empregado;44;SP;primario;0.solt;BC;3,3575537197430814
483;LC_1484;admpl;M;empregado;47;SP;z.posgrad;0.solt;BC;3,577261953585815
484;LC_1485;inad;M;empregado;52;SP;superior;0.solt;DE;2,571708831808688
485;LC_1486;admpl;F;empregado;32;SP;superior;0.solt;BC;3,157456768134226
486;LC_1487;inad;F;empregado;53;SP;secundario;divorciado;BC;3,1082266563749283
487;LC_1488;inad;M;outros;47;SP;superior;casado;F;3,428134794028789
488;LC_1489;inad;M;outros;67;SP;secundario;casado;DE;3,3059958827708047
489;LC_1490;admpl;M;empregado;38;SP;secundario;0.solt;BC;3,219060332448861
490;LC_1491;inad;M;empregado;62;SP;secundario;0.solt;DE;2,4608978427565478
491;LC_1492;admpl;F;outros;61;SP;primario;0.solt;DE;3,5420781463356255
492;LC_1493;admpl;M;empregado;61;SP;secundario;0.solt;F;3,502836638621003
493;LC_1494;admpl;M;empregado;65;SP;primario;0.solt;F;3,164352855784437
494;LC_1495;admpl;F;empregado;49;SP;secundario;casado;DE;3,2027606873931997
495;LC_1496;admpl;F;empregado;51;SP;secundario;0.solt;BC;3,4452927694259716
496;LC_1497;admpl;M;empregado;51;SP;superior;0.solt;F;2,9722028383790646
497;LC_1498;inad;F;empregado;52;SP;secundario;0.solt;DE;2,8312296938670634
498;LC_1499;admpl;F;empregado;51;SP;superior;0.solt;DE;3,0141003215196207
499;LC_1500;inad;F;empregado;48;SP;secundario;0.solt;BC;3,6892200372638357
500;LC_1501;admpl;M;outros;60;SP;superior;0.solt;DE;3,60422605308447
501;LC_1502;inad;M;empregado;53;SP;secundario;0.solt;BC;3,9823617016331467
502;LC_1503;inad;M;empregado;42;SP;secundario;0.solt;BC;3,5464192668351915
503;LC_1504;inad;M;empregado;63;SP;secundario;0.solt;F;3,8260748027008264
504;LC_1505;admpl;M;empregado;61;SP;superior;0.solt;BC;3,076276255404218
505;LC_1506;admpl;M;empregado;30;SP;primario;casado;BC;3,0394141191761372
506;LC_1507;admpl;F;empregado;33;SP;secundario;casado;BC;3,45178643552429
507;LC_1508;inad;M;empregado;68;SP;primario;0.solt;DE;2,6794278966121188
508;LC_1509;admpl;F;empregado;40;SP;z.posgrad;0.solt;BC;3,269045709657623
509;LC_1510;admpl;M;empregado;45;SP;primario;0.solt;DE;3,236537261488694
510;LC_1511;admpl;F;empregado;33;SP;secundario;0.solt;BC;3,5870371177434555
511;LC_1512;inad;F;autonomo;35;SP;secundario;0.solt;A;3,60422605308447
512;LC_1513;inad;M;outros;57;SP;secundario;0.solt;DE;4,0813473078041325
513;LC_1514;inad;M;empregado;69;SP;primario;0.solt;BC;3,8260748027008264
514;LC_1515;inad;M;empregado;57;SP;secundario;0.solt;BC;3,502563669107363
515;LC_1516;admpl;F;empregado;34;SP;secundario;casado;BC;3,957463615729931
516;LC_1517;inad;M;empregado;57;NOSP;secundario;0.solt;F;3,1401936785786315
517;LC_1518;inad;M;outros;50;SP;superior;0.solt;BC;4,030194785356751
518;LC_1519;inad;M;outros;49;SP;secundario;0.solt;BC;4,185768733433613
519;LC_1520;admpl;M;empregado;41;SP;secundario;0.solt;BC;3,7367947549243605
520;LC_1521;inad;M;empregado;66;NOSP;secundario;0.solt;BC;3,4888326343824003
521;LC_1522;inad;M;outros;33;NOSP;secundario;0.solt;BC;3,8260748027008264
522;LC_1523;inad;M;autonomo;55;NOSP;secundario;0.solt;BC;2,413299764081252
523;LC_1524;inad;M;empregado;50;NOSP;secundario;0.solt;BC;3,003029470553618
524;LC_1525;inad;M;autonomo;54;SP;secundario;0.solt;DE;3,8737854608182007
525;LC_1526;inad;F;autonomo;68;SP;primario;0.solt;BC;2,9786369483844743
526;LC_1527;inad;F;empregado;50;SP;superior;divorciado;DE;3,420120848085703
527;LC_1528;admpl;M;outros;47;SP;secundario;viuvo;BC;4,352085997501586
528;LC_1529;admpl;M;empregado;59;SP;secundario;0.solt;BC;3,60422605308447
529;LC_1530;inad;M;outros;40;SP;secundario;0.solt;BC;3,906388921152831
530;LC_1531;admpl;M;empregado;67;SP;secundario;casado;BC;3,7067177823367587
531;LC_1532;admpl;M;empregado;60;SP;secundario;casado;DE;3,780821175853473
532;LC_1533;inad;M;empregado;40;NOSP;superior;0.solt;BC;4,421571024526401
533;LC_1534;admpl;M;empregado;69;SP;secundario;0.solt;A;3,2062860444124324
534;LC_1535;admpl;M;outros;32;SP;primario;0.solt;BC;3,363235804483694
535;LC_1536;inad;M;empregado;31;SP;superior;casado;F;2,7558748556724915
536;LC_1537;admpl;M;empregado;34;SP;z.posgrad;0.solt;DE;3,6174197467371765
537;LC_1538;inad;M;empregado;50;NOSP;primario;0.solt;F;3,3975924340381165
538;LC_1539;inad;F;empregado;31;SP;superior;0.solt;BC;3,8136476953468965
539;LC_1540;inad;F;autonomo;42;SP;secundario;casado;DE;2,3979400086720375
540;LC_1541;inad;M;empregado;32;NOSP;secundario;0.solt;F;1,5563025007672873
541;LC_1542;admpl;M;empregado;33;SP;secundario;0.solt;BC;2,4638929889859074
542;LC_1543;admpl;F;empregado;60;SP;secundario;casado;BC;3,60422605308447
543;LC_1544;admpl;M;empregado;50;SP;secundario;0.solt;BC;4,081023086451334
544;LC_1545;inad;F;outros;65;SP;secundario;divorciado;BC;3,905256048748451
545;LC_1546;inad;M;outros;39;SP;secundario;0.solt;BC;4,4281347940287885
546;LC_1547;inad;F;empregado;58;SP;secundario;0.solt;DE;3,756636108245848
547;LC_1548;inad;M;outros;60;SP;secundario;0.solt;BC;3,428134794028789
548;LC_1549;admpl;M;empregado;51;SP;superior;casado;DE;2,942008053022313
549;LC_1550;admpl;M;empregado;60;SP;secundario;0.solt;BC;3,2732328340430454
550;LC_1551;admpl;F;empregado;69;SP;secundario;0.solt;BC;3,2062860444124324
551;LC_1552;inad;M;empregado;44;SP;secundario;0.solt;BC;3,7437448785924614
552;LC_1553;admpl;F;empregado;36;SP;secundario;0.solt;F;3,428134794028789
553;LC_1554;inad;M;empregado;41;NOSP;secundario;casado;BC;3,687707279624819
554;LC_1555;inad;M;outros;30;NOSP;secundario;0.solt;A;3,8260748027008264
555;LC_1556;admpl;F;empregado;66;SP;superior;casado;DE;3,1048284036536553
556;LC_1557;inad;M;outros;35;SP;secundario;0.solt;BC;2,399673721481038
557;LC_1558;inad;M;outros;63;SP;secundario;0.solt;BC;4,203576774977972
558;LC_1559;admpl;F;empregado;58;SP;secundario;0.solt;BC;3,721645766289746
559;LC_1560;admpl;F;empregado;32;SP;primario;viuvo;DE;2,7895807121644256
560;LC_1561;inad;F;outros;57;SP;superior;0.solt;DE;2,6424645202421213
561;LC_1562;admpl;M;empregado;55;SP;primario;0.solt;DE;3,002166061756508
562;LC_1563;admpl;M;empregado;47;SP;primario;casado;DE;3,525044807036845
563;LC_1564;inad;M;empregado;49;SP;superior;0.solt;DE;2,9916690073799486
564;LC_1565;inad;M;empregado;41;SP;secundario;viuvo;BC;4,507761449588294
565;LC_1566;inad;M;empregado;45;SP;secundario;0.solt;BC;3,9616583486377155
566;LC_1567;inad;M;empregado;65;SP;superior;0.solt;DE;1,8325089127062364
567;LC_1568;inad;M;autonomo;53;SP;secundario;0.solt;BC;3,6577249542051082
568;LC_1569;inad;M;empregado;50;NOSP;secundario;0.solt;F;3,6119356250401227
569;LC_1570;inad;M;empregado;50;SP;superior;0.solt;A;3,3942765267678214
570;LC_1571;inad;M;empregado;33;SP;primario;0.solt;BC;3,3031960574204886
571;LC_1572;inad;M;outros;46;NOSP;secundario;0.solt;BC;3,8260748027008264
572;LC_1573;inad;M;autonomo;49;NOSP;secundario;0.solt;BC;3,024485667699167
573;LC_1574;admpl;F;empregado;41;SP;primario;0.solt;DE;2,6711728427150834
574;LC_1575;inad;M;empregado;54;SP;primario;0.solt;DE;3,428134794028789
575;LC_1576;inad;M;outros;47;SP;superior;casado;F;3,0663259253620376
576;LC_1577;admpl;M;empregado;55;SP;secundario;0.solt;DE;3,8923172607224803
577;LC_1578;admpl;M;empregado;46;SP;secundario;0.solt;BC;3,6386888866901237
578;LC_1579;inad;M;empregado;34;SP;primario;casado;F;3,60422605308447
579;LC_1580;admpl;F;outros;54;SP;superior;casado;BC;3,469527479187014
580;LC_1581;inad;F;autonomo;56;SP;primario;viuvo;A;3,3031960574204886
581;LC_1582;inad;M;empregado;45;SP;secundario;0.solt;BC;3,1271047983648077
582;LC_1583;inad;M;empregado;54;SP;primario;0.solt;BC;3,1271047983648077
583;LC_1584;inad;F;empregado;43;SP;superior;casado;BC;3,012837224705172
584;LC_1585;inad;F;empregado;64;SP;secundario;0.solt;BC;3,224014811372864
585;LC_1586;inad;M;empregado;49;SP;secundario;0.solt;BC;3,9844372947960762
586;LC_1587;inad;M;outros;36;SP;primario;0.solt;F;2,905256048748451
587;LC_1588;inad;F;empregado;58;SP;secundario;0.solt;BC;2,7450747915820575
588;LC_1589;admpl;F;empregado;48;SP;superior;0.solt;DE;3,1271047983648077
589;LC_1590;admpl;F;empregado;44;SP;superior;0.solt;DE;3,1132746924643504
590;LC_1591;admpl;F;empregado;61;SP;superior;casado;F;2,8567288903828825
591;LC_1592;inad;M;empregado;59;SP;secundario;0.solt;BC;3,739018245883481
592;LC_1593;inad;M;empregado;62;SP;secundario;0.solt;F;3,193958978019187
593;LC_1594;admpl;M;empregado;60;SP;secundario;0.solt;F;3,1482940974347455
594;LC_1595;admpl;M;empregado;69;SP;primario;casado;DE;3,5622928644564746
595;LC_1596;inad;F;autonomo;32;SP;secundario;casado;F;3,8316778491914665
596;LC_1597;inad;F;empregado;62;SP;primario;viuvo;F;3,905256048748451
597;LC_1598;admpl;M;empregado;38;NOSP;superior;casado;F;2,77232170672292
598;LC_1599;admpl;F;empregado;64;NOSP;superior;casado;F;2,829946695941636
599;LC_1600;admpl;F;empregado;54;SP;superior;0.solt;DE;3,295347148333618
600;LC_1601;inad;M;autonomo;63;SP;secundario;0.solt;A;4,206286044412432
601;LC_1602;admpl;M;empregado;62;SP;superior;0.solt;BC;3,482730700079943
602;LC_1603;admpl;F;empregado;37;SP;secundario;casado;BC;3,379305517750582
603;LC_1604;admpl;M;outros;55;SP;primario;0.solt;F;3,2005769267548483
604;LC_1605;admpl;M;empregado;54;SP;secundario;0.solt;BC;3,592620821321982
605;LC_1606;inad;M;autonomo;37;SP;superior;0.solt;A;3,3031960574204886
606;LC_1607;admpl;M;empregado;40;SP;secundario;casado;BC;3,9162433304653397
607;LC_1608;admpl;F;outros;34;SP;primario;0.solt;DE;2,905256048748451
608;LC_1609;admpl;F;outros;48;SP;secundario;casado;BC;3,905256048748451
609;LC_1610;admpl;M;empregado;39;SP;secundario;0.solt;BC;3,8100307864058394
610;LC_1611;admpl;M;empregado;34;SP;secundario;0.solt;BC;3,7259932589247224
611;LC_1612;admpl;M;empregado;42;SP;superior;casado;F;3,0081741840064264
612;LC_1613;inad;M;empregado;47;SP;secundario;0.solt;BC;3,7856856682809013
614;LC_1615;inad;M;empregado;65;SP;secundario;0.solt;BC;3,531606631932722
615;LC_1616;inad;F;empregado;63;SP;secundario;0.solt;BC;3,4202858849419178
616;LC_1617;admpl;M;empregado;51;SP;secundario;0.solt;BC;3,7134905430939424
617;LC_1618;admpl;F;outros;51;SP;secundario;casado;BC;3,4328090050331683
618;LC_1619;admpl;M;empregado;61;SP;secundario;0.solt;BC;3,9944051466891666
619;LC_1620;admpl;M;empregado;30;NOSP;secundario;casado;BC;3,5566642621225686
620;LC_1621;admpl;F;empregado;49;SP;secundario;0.solt;BC;1,6127838567197355
621;LC_1622;admpl;M;empregado;32;SP;secundario;0.solt;BC;3,9360107957152097
