FULLNAME;CODE;BBG_TICKER;NAME;INDUSTRY_SECTOR;INDUSTRY_SECTOR_NUM;GICS_SECTOR_NAME;GICS_SECTOR;CUR_MKT_CAP;EQY_FLOAT;EQY_FREE_FLOAT_PCT;FUND_ASSET_CLASS_FOCUS;SECTOR
PARANAPANEMA ON;PMAM3;PMAM3 BS Equity;PARANAPANEMA S.A.;Basic Materials;10002;Materials;15;839.435.357;178,68;55,98;#N/A N/A;Metalurgia do Cobre e Suas Ligas
DIMED ON;PNVL3;PNVL3 BS Equity;DIMED SA DISTRIBUIDORA DE ME;Consumer, Cyclical;10004;Health Care;35;934.834.525;1,61;39,17;#N/A N/A;Comercio Atacadista e Varejista de Medicamentos e Produtos de Perfumaria e Toucador
DIMED PN;PNVL4;PNVL4 BS Equity;DIMED SA DISTRIBUIDORA DE-PR;Consumer, Cyclical;10004;Health Care;35;934.834.525;0,41;91,64;#N/A N/A;Comercio Atacadista e Varejista de Medicamentos e Produtos de Perfumaria e Toucador
MARCOPOLO ON;POMO3;POMO3 BS Equity;MARCOPOLO SA;Consumer, Cyclical;10004;Industrials;20;3.726.831.378;53,05;15,53;#N/A N/A;#N/A N/A
MARCOPOLO PN;POMO4;POMO4 BS Equity;MARCOPOLO SA-PREF;Consumer, Cyclical;10004;Industrials;20;3.726.831.378;406,07;73,13;#N/A N/A;#N/A N/A
FII POLO CRI CI;PORD11;PORD11 BS Equity;FII POLO CRI;Financial;10008;#N/A N/A;#N/A N/A;104.900.002;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
POSITIVO INF ON;POSI3;POSI3 BS Equity;POSITIVO INFORMATICA SA;Technology;10013;Information Technology;45;240.572.000;24,06;27,4;#N/A N/A;Fabricação de Computadores.
FII D PEDRO CI;PQDP11;PQDP11 BS Equity;FI IMOBIL PAR DOM PED SHP CT;Financial;10008;#N/A N/A;#N/A N/A;307.635.315;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
PARANA PN;PRBC4;PRBC4 BS Equity;PARANA BANCO SA;Financial;10008;Financials;40;1.020.718.650;12,49;40,23;#N/A N/A;Banco Multiplo com Carteira de Crédito. Financiamento e Investimentos.
PRUMO ON;PRML3;PRML3 BS Equity;PRUMO LOGISTICA SA;Industrial;10011;Industrials;20;1.499.836.344;1.302,40;46,89;#N/A N/A;Atuação no Setor de Logísitica Portuária.
FII P VARGAS CI;PRSV11;PRSV11 BS Equity;FI IMOB PRESIDENTE VARGAS;Financial;10008;#N/A N/A;#N/A N/A;136.500.000;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
PROVIDENCIA ON;PRVI3;PRVI3 BS Equity;COMPANHIA PROVIDENCIA;Industrial;10011;Consumer Discretionary;25;682.750.856;23,01;28,75;#N/A N/A;Fabricação e Comercialização de Tecido Nãotecido. Resultante da Transformação de Polipropileno.
PORTO SEGURO ON;PSSA3;PSSA3 BS Equity;PORTO SEGURO SA;Financial;10008;Financials;40;10.057.646.163;94,34;29,18;#N/A N/A;Gestão de Participações Societárias (holding)
PORTOBELLO ON;PTBL3;PTBL3 BS Equity;PORTOBELLO SA;Industrial;10011;Industrials;20;752.820.456;69,42;43,8;#N/A N/A;Industrialização e Comercialização de Revestimentos Cerâmicos
PETTENATI ON;PTNT3;PTNT3 BS Equity;PETTENATI SA INDUSTRIA TEXTI;Consumer, Cyclical;10004;Consumer Discretionary;25;67.265.083;0,39;2,41;#N/A N/A;Fabricação de Tecidos Acabados em Malha Circular. Fabricação de Confecções do Vestuário
PETTENATI PN;PTNT4;PTNT4 BS Equity;PETTENATI SA INDUSTRIA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;67.265.083;16,3;50,88;#N/A N/A;Fabricação de Tecidos Acabados em Malha Circular. Fabricação de Confecções do Vestuário
EVORA PN;PTPA4;PTPA4 BS Equity;EVORA SA-PREF;Diversified;10006;Materials;15;838.917.278;2,12;17,79;#N/A N/A;Empresa de Administração e Participação em Negócios de Embalagens Metálicas e Plásticas. Nãotecidos de Polipropileno e Florestamento.
QUALCOMM DRN;QCOM34;QCOM34 BS Equity;QUALCOMM INC-BDR;Technology;10013;Information Technology;45;309.142.547.671;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
QGEP PART ON;QGEP3;QGEP3 BS Equity;QGEP PARTICIPACOES SA;Energy;10007;Energy;10;2.126.455.240;90,4;34,01;#N/A N/A;Participação em Sociedades que Se Dediquem À Exploração. Produção Ecomercialização de Petróleo. Gás Natural e Seus Derivados. Seja como Sócio Ouacionista ou Outras Formas de Associações.
QUALICORP ON;QUAL3;QUAL3 BS Equity;QUALICORP SA;Consumer, Non-cyclical;10005;Health Care;35;7.600.174.946;255,41;93,42;#N/A N/A;Prestação de Serviços e Gestão de Benefícios de Assistência À Saúde.
RAIADROGASIL ON;RADL3;RADL3 BS Equity;RAIA DROGASIL SA;Consumer, Cyclical;10004;Consumer Staples;30;8.061.418.400;194,29;58,81;#N/A N/A;Comércio de Produtos Farmacêuticos. Perfumarias e Afins
CELUL IRANI ON;RANI3;RANI3 BS Equity;CELULOSE IRANI SA;Basic Materials;10002;Materials;15;535.171.954;15,39;10;#N/A N/A;Fabricação de Papel para Embalagem. Embalagens de Papelão Ondulado e Resinas.
CELUL IRANI PN;RANI4;RANI4 BS Equity;CELULOSE IRANI S.A.-PREF;Basic Materials;10002;Materials;15;535.171.954;1,88;14,64;#N/A N/A;Fabricação de Papel para Embalagem. Embalagens de Papelão Ondulado e Resinas.
RANDON PART ON;RAPT3;RAPT3 BS Equity;RANDON SA IMPLEMENTOS E PART;Consumer, Cyclical;10004;Industrials;20;1.674.414.062;11,62;11,35;#N/A N/A;"Indústria e Comércio de Veíc. Automotores e Rebocados para A Movimentação e o de Transporte de Materiais; de Implem para o Transp Rodoviário e Ferroviário e de Aparelhos Mecânicos. Peças"
RANDON PART PN;RAPT4;RAPT4 BS Equity;RANDON PARTICIPACOES SA-PREF;Consumer, Cyclical;10004;Industrials;20;1.674.414.062;145,79;72,04;#N/A N/A;"Indústria e Comércio de Veíc. Automotores e Rebocados para A Movimentação e o de Transporte de Materiais; de Implem para o Transp Rodoviário e Ferroviário e de Aparelhos Mecânicos. Peças"
FII JHSF FBV CI;RBBV11;RBBV11 BS Equity;FII JHSF FBV;Financial;10008;#N/A N/A;#N/A N/A;79.639.412;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RIOBRCIB CI;RBCB11;RBCB11 BS Equity;RIO BRAVO CREDITO IMOB I FI;Financial;10008;#N/A N/A;#N/A N/A;37.701.530;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RBRESID2 CI;RBDS11;RBDS11 BS Equity;RB CAPITAL DESENV RESID II;Financial;10008;#N/A N/A;#N/A N/A;145.121.887;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RB GSB I CI;RBGS11;RBGS11 BS Equity;RB CAPITAL GENERAL SHOPPING;Financial;10008;#N/A N/A;#N/A N/A;66.264.664;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RBPRIME2 CI;RBPD11;RBPD11 BS Equity;RB CAPITAL PRIME REALTY II-S;Financial;10008;#N/A N/A;#N/A N/A;28.400.000;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RBPRIME1 CI;RBPR11;RBPR11 BS Equity;RB CAPITAL PRIME REALTY I;Financial;10008;#N/A N/A;#N/A N/A;16.000.000;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RB II CI;RBRD11;RBRD11 BS Equity;RB CAPITAL RENDA II FUNDO;Financial;10008;#N/A N/A;#N/A N/A;120.384.613;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII RIOBCRI2 CI;RBVO11;RBVO11 BS Equity;RIO BRAVO CRED IMOB II FII;Financial;10008;#N/A N/A;#N/A N/A;44.747.730;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII REP 1 CI;RCCS11;RCCS11 BS Equity;REP 1 CCS-FI IMOBILIARIO;Financial;10008;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
RECRUSUL ON;RCSL3;RCSL3 BS Equity;RECRUSUL SA;Industrial;10011;Industrials;20;9.332.152;10,97;14,03;#N/A N/A;Produção e Comercialização de Equipamentos para Refrigeração Industrial e Unidades de Transportes.
RECRUSUL PN;RCSL4;RCSL4 BS Equity;RECRUSUL SA-PREF;Industrial;10011;Industrials;20;9.332.152;144,19;92,95;#N/A N/A;Produção e Comercialização de Equipamentos para Refrigeração Industrial e Unidades de Transportes.
FII RD ESCRI CI;RDES11;RDES11 BS Equity;RENDA DE ESCRITORIOS FII;Financial;10008;#N/A N/A;#N/A N/A;57.148.838;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
RODOBENSIMOB ON;RDNI3;RDNI3 BS Equity;RODOBENS NEG IMOB SA;Financial;10008;Consumer Discretionary;25;510.039.600;25,34;52,17;#N/A N/A;"(i) A Compra e Venda de Imóveis; (ii) o Desmembramento ou Loteamento de Terrenos; (iii) A Incorporação Imobiliária ou Construção de Imóveis Destinados À Venda; (iv) A Prestação de Serviços A Terceiros"
REDENTOR ON;RDTR3;RDTR3 BS Equity;REDENTOR ENERGIA SA;Utilities;10014;Utilities;55;564.100.306;3,46;3,19;#N/A N/A;Companhia Holding com Atuação no Setor Elétrico
REDE ENERGIA ON;REDE3;REDE3 BS Equity;REDE ENERGIA SA;Utilities;10014;Utilities;55;1.261.353.545;894,97;75,7;#N/A N/A;Participação em Outras Empresas (a Rede Energia É Uma Holding)
REDE ENERGIA PN;REDE4;REDE4 BS Equity;REDE EMPRESAS DE ENER-PREF;Utilities;10014;Utilities;55;1.261.353.545;396,06;74,37;#N/A N/A;Participação em Outras Empresas (a Rede Energia É Uma Holding)
LOCALIZA ON;RENT3;RENT3 BS Equity;LOCALIZA RENT A CAR;Consumer, Non-cyclical;10005;Industrials;20;7.412.769.000;149,44;70,56;#N/A N/A;Aluguel de Carros e Gestão de Frotas
RJCP EQUITY ON;RJCP3;RJCP3 BS Equity;RCJP EQUITY SA;Financial;10008;Financials;40;14.124.841;1.155,23;81,79;#N/A N/A;Administração de Participações Societárias.
COSAN LOG ON;RLOG3;RLOG3 BS Equity;COSAN LOGISTICA SA;Industrial;10011;Industrials;20;1.408.323.145;152,16;37,49;#N/A N/A;Administração. Direta ou Indireta. de Participações Societárias em Empresas do Setor de Infraestrutura.
RENAR ON;RNAR3;RNAR3 BS Equity;RENAR MACAS SA;Consumer, Non-cyclical;10005;Consumer Staples;30;29.008.125;2,93;38,63;#N/A N/A;Pomicultura Produção. Comercialização e Exportação
FII BB R PAP CI;RNDP11;RNDP11 BS Equity;BB RENDA DE PAPEIS IMOB FII;Financial;10008;#N/A N/A;#N/A N/A;97.807.709;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
RENOVA UNT;RNEW11;RNEW11 BS Equity;RENOVA ENERGIA SA-UNITS;Energy;10007;Utilities;55;4.035.239.865;106,22;100;#N/A N/A;Geração de Energia por Meio de Fontes Renováveis.
RENOVA ON;RNEW3;RNEW3 BS Equity;RENOVA ENERGIA SA;Energy;10007;Utilities;55;#N/A N/A;30,72;12,97;#N/A N/A;Geração de Energia por Meio de Fontes Renováveis.
RENOVA PN;RNEW4;RNEW4 BS Equity;RENOVA ENERGIA SA;Energy;10007;Utilities;55;#N/A N/A;39,15;47,86;#N/A N/A;Geração de Energia por Meio de Fontes Renováveis.
FII RIONEGRO CI;RNGO11;RNGO11 BS Equity;FII RIO NEGRO;Financial;10008;#N/A N/A;#N/A N/A;215.953.186;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
INDS ROMI ON;ROMI3;ROMI3 BS Equity;INDUSTRIAS ROMI SA;Industrial;10011;Industrials;20;231.777.200;23,34;32,53;#N/A N/A;Indústria e Comércio de Máquinas-Ferramenta
ALFA HOLDING ON;RPAD3;RPAD3 BS Equity;ALFA HOLDINGS SA;Financial;10008;Financials;40;273.098.421;2,82;6,12;#N/A N/A;Participar como Sócio ou Acionista de Sociedades. na Qualidade de Cotista. Acionista. ou de Outra Forma Legalmente Adminssivel
ALFA HOLDING PNA;RPAD5;RPAD5 BS Equity;ALFA HOLDINGS SA-PREF A;Financial;10008;Financials;40;273.098.421;3,37;23,51;#N/A N/A;Participar como Sócio ou Acionista de Sociedades. na Qualidade de Cotista. Acionista. ou de Outra Forma Legalmente Adminssivel
ALFA HOLDING PNB;RPAD6;RPAD6 BS Equity;ALFA HOLDINGS SA-PREF B;Financial;10008;Financials;40;273.098.421;12,6;51,73;#N/A N/A;Participar como Sócio ou Acionista de Sociedades. na Qualidade de Cotista. Acionista. ou de Outra Forma Legalmente Adminssivel
PET MANGUINH ON;RPMG3;RPMG3 BS Equity;REFINARIA DE PETROLEOS MANGU;Energy;10007;Energy;10;342.638.953;403,01;38,04;#N/A N/A;Fabricação de Produtos de Refino de Petróleo.
PET MANGUINH PN;RPMG4;RPMG4 BS Equity;REFINARIA DE PETROLEOS-PREF;Energy;10007;Energy;10;342.638.953;81,54;98,62;#N/A N/A;Fabricação de Produtos de Refino de Petróleo.
ROSSI RESID ON;RSID3;RSID3 BS Equity;ROSSI RESIDENCIAL SA;Consumer, Cyclical;10004;Consumer Discretionary;25;329.344.067;77,97;90,9;#N/A N/A;O Objeto Social É A Compra e Venda de Imóveis. Desmembramento e Loteamento de Terrenos. Incorporação Imobiliária e Construção de Imóveis Destinados À Venda.
RIOSULENSE PN;RSUL4;RSUL4 BS Equity;METALURGICA RIOSULENSE SA-PR;Basic Materials;10002;Industrials;20;11.660.000;0,05;19,39;#N/A N/A;Industria Mecâno Metalúrgica
FII SANT AGE CI;SAAG11;SAAG11 BS Equity;SANTANDER AGENCIAS FII;Financial;10008;#N/A N/A;#N/A N/A;484.310.028;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
SANTANDER BR UNT;SANB11;SANB11 BS Equity;BANCO SANTANDER  BRASIL-UNIT;Financial;10008;Financials;40;56.292.223.905;950,87;25,02;#N/A N/A;Banco Múltiplo com Carteira Comercial
SANTANDER BR ON;SANB3;SANB3 BS Equity;BANCO SANTANDER (BRASIL) SA;Financial;10008;Financials;40;56.292.223.905;237,08;6,13;#N/A N/A;Banco Múltiplo com Carteira Comercial
SANTANDER BR PN;SANB4;SANB4 BS Equity;BANCO SANTANDER (BRASIL-PREF;Financial;10008;Financials;40;56.292.223.905;261,17;7;#N/A N/A;Banco Múltiplo com Carteira Comercial
SANEPAR ON;SAPR3;SAPR3 BS Equity;CIA DE SANEAMENTO DO PARANA;Utilities;10014;Utilities;55;3.050.369.318;0,84;0,36;#N/A N/A;Captação. Tratamento e Distribuição de Água e Coleta e Tratamento de Esgoto
SANEPAR PN;SAPR4;SAPR4 BS Equity;CIA SANEAMENTO DO PARANA-PRF;Utilities;10014;Utilities;55;3.050.369.318;89,15;36,44;#N/A N/A;Captação. Tratamento e Distribuição de Água e Coleta e Tratamento de Esgoto
SABESP ON;SBSP3;SBSP3 BS Equity;CIA SANEAMENTO BASICO DE SP;Utilities;10014;Utilities;55;13.130.224.583;339,98;49,74;#N/A N/A;Abastecimento de Água. Esgotamento Sanitário. Drenagem e Manejo de Águas Pluviais Urbanas. Limpeza Urbana. Manejo de Resíduos Sólidos e Energia.
STARBUCKS DRN;SBUB34;SBUB34 BS Equity;STARBUCKS CORP-BDR;Consumer, Cyclical;10004;Consumer Discretionary;25;158.840.800.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
SAO CARLOS ON;SCAR3;SCAR3 BS Equity;SAO CARLOS EMPREENDIMENTOS;Financial;10008;Financials;40;1.760.988.159;16,48;28,55;#N/A N/A;"Compra e Venda de Imóveis Prontos ou A Construir; Locação de Bens Imóveis; Administração de Empreendimentos Imobiliários Próprios ou de Terceiros; Exercício de Outras Atividades Correlatas; e Outros"
FII SDI LOG CI;SDIL11;SDIL11 BS Equity;SDI LOGISTICA RIO FII;Financial;10008;#N/A N/A;#N/A N/A;114.403.206;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
SER EDUCA ON;SEER3;SEER3 BS Equity;SER EDUCACIONAL SA;Consumer, Non-cyclical;10005;Consumer Discretionary;25;3.499.710.170;25,36;20,25;#N/A N/A;"Desenvolvimento e A Administração de Atividades e Instituições no Setor de Educação e Outrasáreas Associadas; Administração de Bens e Negócios Próprios; e Participação em Outrassociedades."
SOFISA PN;SFSA4;SFSA4 BS Equity;BANCO SOFISA S.A.;Financial;10008;Financials;40;385.692.779;14,02;34,52;#N/A N/A;Banco Múltiplo com Carteiras Comercial. Crédito. Financiamento e Investimento. Câmbio e Arrendamento Mercantil.
WLM IND COM ON;SGAS3;SGAS3 BS Equity;WLM INDUSTRIA E COMERCIO SA;Diversified;10006;Industrials;20;547.482.711;0,19;5,61;#N/A N/A;Gestão de Participações Societárias - Holding Não Financeira
WLM IND COM PN;SGAS4;SGAS4 BS Equity;WLM INDUSTRIA E COMERCIO SA;Diversified;10006;Industrials;20;547.482.711;1,04;26,25;#N/A N/A;Gestão de Participações Societárias - Holding Não Financeira
SPRINGS ON;SGPS3;SGPS3 BS Equity;SPRINGS GLOBAL PARTICIPACOES;Consumer, Cyclical;10004;Consumer Discretionary;25;136.000.000;94,18;47,09;#N/A N/A;#N/A N/A
TIME FOR FUN ON;SHOW3;SHOW3 BS Equity;T4F ENTRETENIMENTO SA;Consumer, Cyclical;10004;Consumer Discretionary;25;232.405.578;31,57;45,24;#N/A N/A;Atuação no Setor de Entretenimento ao Vivo. Através da Operação de Casas de Espetáculos e de Bilheterias. da Comercialização de Alimentos. Bebidas e Produtos Promocionais e da Negociação de Patrocínio
FII HIGIENOP CI;SHPH11;SHPH11 BS Equity;SHOPPING PATIO HIGIENOPOLIS;Financial;10008;#N/A N/A;#N/A N/A;351.060.272;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
SCHULZ PN;SHUL4;SHUL4 BS Equity;SCHULZ SA-PREF;Industrial;10011;Industrials;20;382.263.381;19,97;54,64;#N/A N/A;Indústria Metalúrgica
SCHLUMBERGER DRN;SLBG34;SLBG34 BS Equity;SCHLUMBERGER - BDR;Energy;10007;Energy;10;322.470.552.593;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
SLC AGRICOLA ON;SLCE3;SLCE3 BS Equity;SLC AGRICOLA SA;Consumer, Non-cyclical;10005;Consumer Staples;30;1.469.616.850;41,92;42,39;#N/A N/A;Produção e Comercialização de Algodão. Soja. Milho. Café. entre Outros.
SARAIVA LIVR ON;SLED3;SLED3 BS Equity;SARAIVA SA-LIVREIROS EDITORE;Communications;10003;Consumer Discretionary;25;297.195.900;1,52;15,75;#N/A N/A;Edição. Indústria e Comércio de Livros e Publicações em Geral.
SARAIVA LIVR PN;SLED4;SLED4 BS Equity;SARAIVA SA LIVREIROS-PREF;Communications;10003;Consumer Discretionary;25;297.195.900;17,81;93,84;#N/A N/A;Edição. Indústria e Comércio de Livros e Publicações em Geral.
ISHARES SMAL CI;SMAL11;SMAL11 BS Equity;ISHARES BM&FBOVESPA SM CAP;Funds;10009;#N/A N/A;#N/A N/A;34.368.000;#N/A N/A;#N/A N/A;Equity;#N/A N/A
SMILES ON;SMLE3;SMLE3 BS Equity;SMILES SA;Communications;10003;Consumer Discretionary;25;5.755.969.398;55,92;45,66;#N/A N/A;"Programa de Milhagem para Fidelizar os Clientes. Próprio ou de Terceiros. Acúmulo de Milhas pela Compra de Passagens Aéreas; Uso de Cartão de Crédito. Hotéis. Locadoras de Veículos e Restaurantes."
SAO MARTINHO ON;SMTO3;SMTO3 BS Equity;SAO MARTINHO SA;Consumer, Non-cyclical;10005;Consumer Staples;30;4.520.000.000;48,58;42,99;#N/A N/A;Fabricação e Comércio de Açúcar. Álcool e Derivados.
SENIOR SOL ON;SNSL3;SNSL3 BS Equity;SENIOR SOLUTION SA;Technology;10013;Information Technology;45;102.430.794;6,51;55,26;#N/A N/A;"Produção. Desenvolvimento. Licenciamento. Sublicenciamento e Distribuição de Programas de Computador (""software"") e Outras Atividades. Conforme Descritas no Estatuto Social da Companhia."
SANSUY ON;SNSY3;SNSY3 BS Equity;SANSUY SA INDUSTRIA DE PLAST;Industrial;10011;Materials;15;19.784.538;1,73;26,06;#N/A N/A;Indústria e Comércio de Artefatos Plásticos
SANSUY PNA;SNSY5;SNSY5 BS Equity;SANSUY SA INDUSTRIA-PREF A;Industrial;10011;Materials;15;19.784.538;12,62;100;#N/A N/A;Indústria e Comércio de Artefatos Plásticos
SONDOTECNICA ON;SOND3;SOND3 BS Equity;SONDOTECNICA ENGENHARIA SOLO;Industrial;10011;Industrials;20;83.955.540;0,04;4,09;#N/A N/A;Consultoria Técnica e Econômica na Área de Engenharia e Arquitetura
SONDOTECNICA PNA;SOND5;SOND5 BS Equity;SONDOTECNICA ENGENHARIA-PR A;Industrial;10011;Industrials;20;83.955.540;0,55;69,86;#N/A N/A;Consultoria Técnica e Econômica na Área de Engenharia e Arquitetura
SONDOTECNICA PNB;SOND6;SOND6 BS Equity;SONDOTECNICA ENGENHARIA-PR B;Industrial;10011;Industrials;20;83.955.540;0,82;100;#N/A N/A;Consultoria Técnica e Econômica na Área de Engenharia e Arquitetura
SPRINGER ON;SPRI3;SPRI3 BS Equity;SPRINGER SA;Consumer, Cyclical;10004;Consumer Discretionary;25;38.837.891;8,16;8,64;#N/A N/A;Indústria e Comércio. Importação e Exportação de Eletrodomésticos
SPRINGER PNA;SPRI5;SPRI5 BS Equity;SPRINGER SA-PREF A;Consumer, Cyclical;10004;Consumer Discretionary;25;38.837.891;25,62;100;#N/A N/A;Indústria e Comércio. Importação e Exportação de Eletrodomésticos
SPRINGER PNB;SPRI6;SPRI6 BS Equity;SPRINGER SA-PREF B;Consumer, Cyclical;10004;Consumer Discretionary;25;38.837.891;2,12;33,08;#N/A N/A;Indústria e Comércio. Importação e Exportação de Eletrodomésticos
FII SP DOWNT CI;SPTW11;SPTW11 BS Equity;SP DOWNTOWN FII;Financial;10008;#N/A N/A;#N/A N/A;128.377.197;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
SIERRABRASIL ON;SSBR3;SSBR3 BS Equity;SONAE SIERRA BRASIL SA;Financial;10008;Financials;40;1.448.231.597;25,49;33,35;#N/A N/A;Planejamento. Desenvolvimento. Implantação e Investimentos na Área Imobiliária. Nomeadamente em Shopping Centers e A Participação em Outras Sociedades E/ou em Fundos de Investimento Imobiliário.
SANTOS BRP UNT;STBP11;STBP11 BS Equity;SANTOS BRASIL PARTICIPA-UNIT;Consumer, Non-cyclical;10005;Industrials;20;2.224.729.090;133,22;100;#N/A N/A;A Companhia Tem por Objeto A Exploração Comercial de Instalação Portuária Através de Operações com Contêineres. Carga Geral ou Afins e A Participação em Outras Sociedades.
FII SANT 001 CI;STFI11;STFI11 BS Equity;SANTANDER RECEBIVEIS IMOB;Financial;10008;#N/A N/A;#N/A N/A;11.500.000;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
SUL AMERICA UNT;SULA11;SULA11 BS Equity;SUL AMERICA SA - UNITS;Financial;10008;Financials;40;4.327.336.587;314,69;92,36;#N/A N/A;A Sul América S.A. É Uma Sociedade de Participação e Suas Controladas Atuam Nos Setores de Seguros. Previdência Complementar. Administração de Recursos. Capitalização e Assistência À Saúde.
SULTEPA ON;SULT3;SULT3 BS Equity;CONSTRUTORA SULTEPA SA;Industrial;10011;Industrials;20;8.768.897;0,79;10,56;#N/A N/A;Administração e Execução de Obras Públicas e Privadas Como: Portos. Aeroportos. Viadutos. Estradas.
SULTEPA PN;SULT4;SULT4 BS Equity;CONSTRUTORA SULTEPA SA-PREF;Industrial;10011;Industrials;20;8.768.897;2,32;45,32;#N/A N/A;Administração e Execução de Obras Públicas e Privadas Como: Portos. Aeroportos. Viadutos. Estradas.
SUZANO PAPEL PNA;SUZB5;SUZB5 BS Equity;SUZANO PAPEL E CELULO-PREF A;Basic Materials;10002;Materials;15;12.052.196.806;418,37;56,95;#N/A N/A;Indústria e Comércio de Papel e Celulose
SUZANO PAPEL PNB;SUZB6;SUZB6 BS Equity;SUZANO PAPEL E CELULO-PREF B;Basic Materials;10002;Materials;15;12.052.196.806;0,01;0,69;#N/A N/A;Indústria e Comércio de Papel e Celulose
TAESA UNT;TAEE11;TAEE11 BS Equity;TRANSMISSORA ALIANCA DE-UNIT;Utilities;10014;Utilities;55;6.717.728.726;68,03;19,75;#N/A N/A;Transmissão de Energia Elétrica.
TAESA ON;TAEE3;TAEE3 BS Equity;TRANSMISSORA ALIANCA DE - ON;Utilities;10014;Utilities;55;#N/A N/A;100,83;14,58;#N/A N/A;Transmissão de Energia Elétrica.
TRACTEBEL ON;TBLE3;TBLE3 BS Equity;TRACTEBEL ENERGIA SA;Utilities;10014;Utilities;55;22.630.571.797;204,24;31,29;#N/A N/A;Geração e Comercialização de Energia Elétrica
FII TBOFFICE CI;TBOF11;TBOF11 BS Equity;FII TB OFFICE;Financial;10008;#N/A N/A;#N/A N/A;618.075.012;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
TECNOSOLO ON;TCNO3;TCNO3 BS Equity;TECNOSOLO ENGENHARIA SA;Basic Materials;10002;Industrials;20;10.989.661;35,31;100;#N/A N/A;#N/A N/A
TECNOSOLO PN;TCNO4;TCNO4 BS Equity;TECNOSOLO ENGENHARIA SA-PREF;Basic Materials;10002;Industrials;20;10.989.661;41,04;64,13;#N/A N/A;#N/A N/A
TECNISA ON;TCSA3;TCSA3 BS Equity;TECNISA SA;Consumer, Cyclical;10004;Consumer Discretionary;25;869.400.000;76,23;42,35;#N/A N/A;Incorporação. Compra e Venda de Imóveis Prontos e A Construir A Locação e Administração de Bens Imóveis. Construção de Imóveis e A Prestação de Serviço de Consultoria Imobiliaria.
TECHNOS ON;TECN3;TECN3 BS Equity;TECHNOS SA;Consumer, Non-cyclical;10005;Consumer Discretionary;25;720.687.054;59,07;75,24;#N/A N/A;A Companhia Tem por Objeto Social A Participação em Outras Sociedades. como Sócia ou Acionista. no País ou no Exterior.
TEKA ON;TEKA3;TEKA3 BS Equity;TEKA-TECELAGEM KUEHNRICH SA;Consumer, Cyclical;10004;Consumer Discretionary;25;15.769.859;1,64;9,79;#N/A N/A;Fabricação de Artigos de Cama. Mesa e Banho
TEKA PN;TEKA4;TEKA4 BS Equity;TEKA-TECELAGEM KUEHNRICH-PRF;Consumer, Cyclical;10004;Consumer Discretionary;25;15.769.859;23,77;70,89;#N/A N/A;Fabricação de Artigos de Cama. Mesa e Banho
TELEBRAS ON;TELB3;TELB3 BS Equity;TELECOMUNIC BRASILEIRAS S.A.;Communications;10003;Telecommunication Services;50;240.882.845;8,98;9,22;#N/A N/A;Consecução dos Objetivos Previstos no Programa Nacional de Banda Larga - (Dec. 7.175 de 12/05/2010)
TELEBRAS PN;TELB4;TELB4 BS Equity;TELECOMUN BRASILEIRAS SA-PRF;Communications;10003;Telecommunication Services;50;240.882.845;12,3;58,54;#N/A N/A;Consecução dos Objetivos Previstos no Programa Nacional de Banda Larga - (Dec. 7.175 de 12/05/2010)
TEMPO PART ON;TEMP3;TEMP3 BS Equity;TEMPO PARTICIPACOES SA;Financial;10008;Health Care;35;810.274.154;105,45;66,37;#N/A N/A;Soluções Médicas. Planos Médicos e Odontológicos e Assitências 24 Horas.
TEC BLUMENAU PNA;TENE5;TENE5 BS Equity;TECBLU TECELAGEM BLUMEN-PR A;Consumer, Cyclical;10004;Consumer Discretionary;25;832.684;0,07;25,43;#N/A N/A;Constitui Objeto Principal da Sociedade A Industria e o Comercio de Produtos Texteis
