no_contrato;status_contrato;data_inicio;idade;num_dependentes;renda_mensal_reais;fracao_mes;prazo_emprestimo;fracao_a_vista;socio1_empregado0;educ_2ograu_maximo;educ_pos_maximo;sexo_m1_f0;cheques_pre_datados;geladeira;maquina_lavaroupa;regiao;filial;atraso;tipo_atraso;tipo_registro
B2200582;encerrado;09/04/2001;53;4;9492,3;1;1;0,69;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200587;encerrado;19/01/2002;38;3;7309,8;1;1,5;0,7;0;0;0;1;1;0;1;RJ;Rio;0;0;treino
B2200588;encerrado;14/05/2001;52;0;30150;0,03;1;0,47;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2200615;encerrado;10/05/2001;23;0;4500;1;1;0,43;0;1;0;1;1;0;1;RJ;Rio;0;0;treino
B2200635;encerrado;25/10/2001;52;0;13500;1;1,5;0,23;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2200636;encerrado;17/08/2001;27;0;18000;1;1;0,49;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2200644;encerrado;25/06/2002;55;2;9720;1;1,5;0,32;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2200645;encerrado;17/08/2001;32;2;9000;1;1;0,45;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2200648;encerrado;12/08/2002;38;0;9000;0,33;2;0,24;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2200656;encerrado;23/02/2002;26;0;8000,1;1;2;0,31;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2200659;encerrado;18/09/2001;35;0;27000;1;1;0,32;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200667;encerrado;08/04/2001;32;0;12600;1;1,25;0,73;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2200699;encerrado;07/08/2001;35;2;3808,8;1;1;0,45;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2200708;encerrado;31/05/2003;43;0;8843,4;0,17;2,25;0,05;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2200713;exec_garantia;17/07/2001;54;4;17033,4;1;1,5;0,27;0;1;0;0;0;1;0;RJ;Rio;0;0;treino
B2200716;exec_garantia;18/10/2001;49;2;11098,8;1;2,25;0,07;0;0;0;0;0;1;0;RJ;Rio;0;0;treino
B2200717;encerrado;08/05/2001;24;0;5175;1;1;0,39;0;0;0;1;0;1;0;RJ;Rio;0;0;treino
B2200732;encerrado;28/09/2001;31;2;5260,878;1;1;0,25;0;1;0;1;1;1;0;RJ;Rio;0;0;treino
B2200743;exec_garantia;02/08/2001;26;2;4729,5;1;2;0,48;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200748;encerrado;24/01/2003;54;3;5000,4;1;2;0,54;0;1;0;0;1;1;1;RJ;Rio;0;0;treino
B2200749;exec_garantia;01/01/2002;24;0;24162,3;1;1,5;0,38;0;0;0;1;0;1;0;RJ;Rio;0;0;treino
B2200756;encerrado;13/03/2002;40;1;3600;1;2;0,27;0;1;0;0;0;1;0;RJ;Rio;0;0;treino
B2200760;encerrado;01/01/2003;49;2;5400;1;2,25;0,04;0;0;1;0;1;1;1;RJ;Rio;0;0;treino
B2200764;encerrado;28/09/2001;44;4;13875,003;1;1;0,39;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2200767;encerrado;09/10/2001;48;4;5850;1;1,25;0,63;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2200776;encerrado;27/10/2001;40;2;16206,3;1;1;0,37;0;1;0;0;1;0;0;RJ;Rio;0;0;treino
B2200779;encerrado;03/04/2002;44;3;5850;1;1,5;0,23;0;1;0;1;1;1;0;RJ;Rio;0;0;treino
B2200780;encerrado;27/10/2001;29;0;5400;1;1;0,38;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2200786;encerrado;10/10/2001;56;4;23030,1;1,03;1,25;0,32;0;0;1;1;1;1;1;RJ;Rio;0;0;treino
B2200787;encerrado;12/08/2002;24;0;6900,003;1;2;0,37;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2200790;encerrado;09/03/2001;47;0;7650;1;1,25;0,32;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2200791;encerrado;28/09/2001;26;0;10800;1;1;0,43;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2200792;encerrado;01/01/2002;34;1;6300;1,03;1,5;0,69;0;0;0;0;1;1;0;RJ;Rio;0;0;treino
B2200795;encerrado;02/08/2003;30;3;6300;1;2;0,11;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2200800;encerrado;25/10/2001;31;1;4500;1,03;1;0,41;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200802;encerrado;21/08/2003;45;2;4722,3;1;3;0,06;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2200813;encerrado;08/05/2001;28;0;5400;1,03;1;0,74;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200827;encerrado;12/09/2001;31;1;13500;1,03;1;0,51;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200844;encerrado;01/09/2003;30;2;4458,6;1,03;2,25;0,06;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2200846;encerrado;25/02/2003;46;2;4604,4;1,03;2,25;0,05;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2200854;encerrado;25/10/2001;23;0;4050;1,03;1;0,58;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2200864;encerrado;13/06/2002;25;0;10800;1,03;2;0,09;0;0;1;0;0;0;0;RJ;Rio;0;0;treino
B2200869;encerrado;20/06/2002;32;2;4500;1,03;1,5;0,39;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200878;encerrado;13/07/2001;47;3;7499,997;1,03;1;0,48;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2200883;encerrado;11/08/2003;51;0;5287,5;1,03;3;0,15;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200896;exec_garantia;08/03/2002;45;0;5850;1,03;2;0,09;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2200916;encerrado;31/07/2003;40;2;4500;1,03;2;0,34;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200918;exec_garantia;25/07/2002;35;2;7125,003;1,03;2;0,47;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200919;encerrado;31/03/2002;42;1;7010,1;1,03;1;0,35;0;0;1;1;1;0;0;RJ;Rio;0;0;treino
B2200920;encerrado;02/04/2002;22;0;8895,6;1,03;1;0,35;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2200931;encerrado;11/10/2001;27;0;3600;1,03;1;0,68;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2200938;encerrado;02/08/2003;28;1;10800;1,03;2;0,36;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200951;encerrado;25/06/2002;46;3;13500;1,03;1,5;0,46;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200954;exec_garantia;12/08/2001;26;0;10800;1,03;1;0,59;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2200955;encerrado;31/07/2003;39;1;6239,7;1,03;2;0,35;0;0;0;0;0;0;0;RJ;Rio;0;0;treino
B2200967;encerrado;02/07/2002;32;1;4500;1,03;1;0,47;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2200993;encerrado;29/07/2003;22;2;7390,8;1,03;2,5;0,07;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2200996;encerrado;03/06/2002;46;2;6000,003;1,03;1;0,47;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201002;encerrado;26/11/2001;30;2;3690;1;1;0,75;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201005;exec_garantia;03/12/2002;26;2;4123,8;1,03;2,5;0,07;0;0;0;0;0;0;0;RJ;Rio;0;0;treino
B2201007;encerrado;25/10/2001;36;3;18000;1,03;1;0,51;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201012;encerrado;11/03/2001;33;2;28808,1;1,03;1;0,38;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201031;exec_garantia;26/02/2002;58;0;10280,7;1;2;0,16;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201032;encerrado;19/01/2003;25;0;5400;0,03;2;0,49;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201037;exec_garantia;18/11/2001;50;2;22741,2;1;2,5;0,07;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201044;encerrado;03/06/2002;25;0;16490,7;1;1;0,55;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201048;exec_garantia;23/01/2002;34;2;6300;1;2;0,55;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2201056;encerrado;29/01/2003;25;0;2924,1;1;2;0,17;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201060;exec_garantia;07/08/2002;32;1;7560;1;2;0,16;0;0;0;0;0;0;0;RJ;Rio;0;0;treino
B2201063;encerrado;29/01/2003;32;0;6363;1,03;2;0,14;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2201074;encerrado;20/02/2002;42;4;22500;1;1;0,27;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201077;exec_garantia;01/09/2001;36;2;9204,3;0,13;2;0,47;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201078;encerrado;20/02/2002;33;0;9000;1;1;0,35;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201089;encerrado;04/04/2002;26;2;18000;1,03;1;0,61;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201090;encerrado;20/02/2002;38;4;19038,6;0,93;1;0,3;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201091;encerrado;07/10/2003;38;3;4877,1;0,17;2,25;0,06;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201098;encerrado;01/09/2003;43;2;6964,2;1;2,25;0,05;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201149;encerrado;26/03/2004;27;0;9000;0,2;3;0,26;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201157;encerrado;13/03/2003;34;2;3917,7;1;2;0,38;0;1;0;0;1;0;0;RJ;Rio;0;0;treino
B2201159;encerrado;16/03/2002;24;0;7920;0,93;1;0,43;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2201167;encerrado;15/10/2003;38;1;7200;0,17;2,5;0,07;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201175;encerrado;05/12/2002;42;0;15300;0,17;1;0,27;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201181;encerrado;16/04/2003;25;2;4050;0,17;2;0,25;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201193;encerrado;10/02/2002;22;0;4500;0,03;1;0,42;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201194;encerrado;03/04/2002;30;3;21600;0,1;1;0,46;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201209;encerrado;21/04/2003;22;2;4500;0,03;2;0,09;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201213;encerrado;24/05/2002;30;1;13680;1;1;0,11;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201221;encerrado;27/06/2002;31;1;6300;1;1;0,34;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201222;encerrado;18/07/2002;21;0;4500;0,23;1;0,41;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201235;exec_garantia;28/11/2001;28;2;5220;0,1;3;0,59;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201246;exec_garantia;06/12/2002;29;2;12492;0,07;2;0,1;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201257;encerrado;27/07/2002;33;2;4500;1;1,5;0,37;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201260;encerrado;22/07/2001;47;2;17280;1;1;0,22;0;1;0;0;0;1;0;RJ;Rio;0;0;treino
B2201267;encerrado;11/04/2001;46;4;5400;1;1;0,56;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201278;encerrado;29/08/2001;54;2;12240;1;1;0,38;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201285;encerrado;14/11/2002;22;2;4500;1;1,5;0,26;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201307;encerrado;11/06/2002;26;0;6300;1;1,5;0,41;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201308;encerrado;22/06/2002;28;5;15750;1;1;0,25;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201311;exec_garantia;31/01/2002;31;2;18000;1;2,5;0,11;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201312;encerrado;29/05/2002;29;0;13500;1;1;0,47;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201322;encerrado;11/06/2002;39;3;4500;1;1,5;0,35;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201329;encerrado;29/05/2003;34;2;5481;1;2;0,09;0;0;1;1;1;1;0;RJ;Rio;0;0;treino
B2201339;encerrado;01/04/2003;30;3;5445;1;1,5;0,31;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201345;encerrado;13/06/2002;47;1;3780;1;1,5;0,1;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201346;exec_garantia;19/11/2002;19;3;3600;1;2;0,58;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201356;encerrado;07/12/2002;38;4;5400;1;1;0,41;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201357;encerrado;11/06/2002;46;6;4500;1;1,5;0,33;0;1;0;0;0;0;0;RJ;Rio;0;0;treino
B2201361;encerrado;22/06/2002;29;1;2700;1;1;0,34;0;0;0;0;1;1;1;RJ;Rio;0;0;treino
B2201373;encerrado;20/06/2002;30;1;13500;1;1;0,58;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201383;encerrado;22/06/2002;35;2;10665,9;1;1;0,11;0;0;1;0;1;1;0;RJ;Rio;0;0;treino
B2201392;encerrado;23/02/2003;47;2;9000;1;1,5;0,25;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201394;exec_retomada;;40;5;9900;1;1;0,13;0;0;0;0;0;1;0;RJ;Rio;0;0;treino
B2201401;exec_garantia;20/05/2002;30;2;5400;1;2,5;0,11;0;1;0;0;0;1;1;RJ;Rio;0;0;treino
B2201405;exec_garantia;29/06/2002;22;0;8988,3;1;3;0,11;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201408;encerrado;29/12/2002;23;2;2250;1;1,5;0,38;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201410;encerrado;22/06/2002;31;5;4275;1;1;0,31;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201419;encerrado;05/10/2003;35;2;3995,1;1;2;0,36;0;1;0;1;1;1;0;RJ;Rio;0;0;treino
B2201422;encerrado;07/10/2003;24;2;9000;1;2;0,09;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201436;exec_garantia;16/11/2001;40;2;6750;1;3;0,09;0;0;0;0;1;1;0;RJ;Rio;0;0;treino
B2201440;encerrado;22/06/2002;22;2;9000;1;1;0,37;0;0;0;0;1;1;1;RJ;Rio;0;0;treino
B2201446;encerrado;14/03/2002;31;2;4500;1;1;0,46;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201448;encerrado;22/06/2002;56;1;6300;1;1;0,51;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201452;encerrado;30/01/2003;28;2;10800;1;2;0,33;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201457;encerrado;16/03/2002;27;4;10800;1;1;0,46;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201463;encerrado;06/01/2002;34;2;9000;1;1;0,33;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201465;encerrado;30/06/2003;45;2;2700;1;2;0,1;0;0;0;0;1;1;0;RJ;Rio;0;0;treino
B2201472;encerrado;28/06/2003;28;0;18900;1;2;0,09;0;0;1;0;1;1;0;RJ;Rio;0;0;treino
B2201473;encerrado;01/04/2003;46;2;13266;1;2;0,25;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201515;encerrado;14/07/2003;34;2;4500;1;2;0,09;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201519;encerrado;14/08/2002;33;0;4500;1;1;0,57;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201525;ativo;;28;2;10800;1;2;0,13;0;0;0;1;0;1;0;RJ;Rio;0;0;treino
B2201526;exec_garantia;05/02/2002;28;1;5850;1;2;0,15;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201532;encerrado;25/04/2003;55;1;6750;1;2;0,24;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2201545;exec_garantia;18/09/2002;25;1;10800;1;3;0,09;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201561;exec_garantia;06/12/2002;26;1;4950;1;2;0,09;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201567;encerrado;31/07/2003;25;2;6750;1;2;0,23;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2201571;encerrado;27/01/2003;41;0;5400;1;1,5;0,1;0;0;0;1;0;1;0;RJ;Rio;0;0;treino
B2201577;encerrado;15/05/2002;27;2;10800;1;1;0,38;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201579;encerrado;12/08/2002;41;2;4500;1;1;0,31;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201594;encerrado;03/09/2003;28;1;2700;1;1,5;0,56;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201609;encerrado;15/08/2002;48;3;5755,5;1;1;0,59;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201612;encerrado;29/05/2002;21;0;4500;1;1;0,39;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201613;encerrado;13/03/2003;31;2;5400;1;2;0,34;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2201614;encerrado;27/07/2002;23;2;4050;1;1;0,44;0;1;0;0;1;1;1;RJ;Rio;0;0;treino
B2201618;encerrado;20/06/2002;31;2;4500;1;1;0,29;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201625;encerrado;22/06/2002;28;3;18000;1;1;0,38;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2201628;encerrado;06/01/2002;30;2;16200;1;1;0,3;0;0;0;1;0;1;1;RJ;Rio;0;0;treino
B2201636;encerrado;06/08/2002;46;3;11700;1;1;0,47;0;0;0;0;1;1;0;RJ;Rio;0;0;treino
B2201639;encerrado;27/01/2003;32;0;4500;1;1,5;0,17;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201640;encerrado;29/01/2003;32;2;4500;1;1,5;0,17;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201641;encerrado;30/10/2002;52;3;3600;1;1;0,4;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201651;encerrado;14/11/2002;47;2;18000;1;1;0,4;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201659;ativo;;36;1;7200;1;2;0,09;0;0;0;0;0;0;0;RJ;Rio;0;0;treino
B2201661;encerrado;02/06/2003;34;2;9000;1;1,5;0,4;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201671;encerrado;20/06/2002;27;0;15525;1;1;0,38;0;0;1;1;0;0;0;RJ;Rio;0;0;treino
B2201677;encerrado;15/09/2003;21;0;4365;1;2;0,12;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201689;encerrado;30/03/2003;27;1;9153;1;1,5;0,12;0;0;0;0;1;1;0;RJ;Rio;0;0;treino
B2201694;encerrado;24/02/2004;20;0;9000;1;2,5;0,23;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201696;encerrado;12/08/2002;25;3;14850;1;1;0,3;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201699;exec_garantia;24/09/2002;27;0;6750;1;2;0,14;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201701;encerrado;25/06/2002;34;2;9000;1;1;0,53;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201704;encerrado;08/01/2002;29;1;9000;1;1;0,54;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201712;encerrado;27/05/2003;28;2;5400;1;2;0,34;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201715;encerrado;14/08/2002;25;2;13500;1;1;0,31;0;0;0;1;0;1;0;RJ;Rio;0;0;treino
B2201718;encerrado;15/10/2003;27;2;3600;1;2;0,1;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201721;encerrado;19/01/2003;31;3;4500;1;1,5;0,39;0;1;0;1;0;1;0;RJ;Rio;0;0;treino
B2201726;encerrado;12/08/2002;43;3;4500;1;1;0,39;0;1;0;0;0;1;0;RJ;Rio;0;0;treino
B2201727;encerrado;31/07/2002;43;3;4500;1;1;0,54;0;1;0;1;0;0;0;RJ;Rio;0;0;treino
B2201746;encerrado;13/11/2002;32;2;3600;1;1;0,38;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201752;encerrado;29/05/2003;27;2;13500;1;2;0,34;0;0;0;1;1;0;1;RJ;Rio;0;0;treino
B2201754;encerrado;27/05/2003;31;2;9000;1;2;0,34;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201772;encerrado;13/06/2002;55;1;12600;1;1;0,2;0;0;0;0;0;1;0;RJ;Rio;0;0;treino
B2201779;encerrado;13/11/2002;48;0;5850;1;1;0,66;0;1;0;1;0;1;1;RJ;Rio;0;0;treino
B2201792;encerrado;07/10/2003;24;1;7200;1;2;0,33;0;0;0;1;0;0;0;RJ;Rio;0;0;treino
B2201816;encerrado;12/11/2002;22;2;3600;1;1;0,35;0;1;0;1;0;1;1;RJ;Rio;0;0;treino
B2201827;encerrado;15/08/2003;40;2;4500;1;1,5;0,3;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201829;encerrado;19/04/2003;53;2;4500;1;1;0,46;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201837;encerrado;07/10/2003;36;3;11250;0,03;1;0,38;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201838;encerrado;27/05/2003;34;2;11700;0,03;1;0,35;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201852;encerrado;13/08/2003;40;3;11967,3;0,03;1,5;0,19;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201853;encerrado;16/01/2006;34;0;4500;0,7;2;0,23;0;0;0;0;1;0;0;RJ;Rio;0;0;treino
B2201863;encerrado;12/10/2003;28;2;11700;0,03;1,5;0,3;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201871;encerrado;13/01/2004;34;0;8100;0,07;1,5;0,28;1;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201872;encerrado;15/07/2003;44;0;13500;0,07;1;0,31;1;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201873;encerrado;13/09/2003;24;0;7200;0,1;1;0,56;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201874;encerrado;19/02/2004;28;0;9234,9;0,13;1,5;0,19;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201876;encerrado;05/10/2003;27;0;25200;0,17;1;0,46;0;0;0;0;0;0;0;RJ;Rio;0;0;treino
B2201883;encerrado;17/10/2003;47;2;6828,3;0,03;1;0,65;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201887;encerrado;06/11/2003;27;0;4349,997;1;1;0,46;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201898;encerrado;15/11/2003;40;2;22500;0,03;1;0,2;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201899;encerrado;13/11/2003;28;0;13050;0,03;1;0,53;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201902;encerrado;19/12/2003;31;1;17100;0,03;1,5;0,42;0;0;1;1;1;0;0;RJ;Rio;0;0;treino
B2201903;encerrado;13/11/2003;47;2;6300;0,03;1;0,53;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201912;encerrado;19/12/2003;48;2;18000;0,03;1;0,55;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201914;encerrado;17/12/2003;41;1;13500;0,03;1;0,53;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B2201918;encerrado;19/12/2003;35;0;7200;1,03;1;0,53;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201972;encerrado;13/11/2003;32;1;10800;1,03;1;0,53;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201973;encerrado;15/11/2003;32;2;10800;1,03;1;0,53;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2201974;encerrado;23/06/2004;54;0;9450;0,03;1,5;0,39;0;1;0;1;1;0;0;RJ;Rio;0;0;treino
B2201987;encerrado;16/07/2003;54;0;12397,5;0,1;0,58;0,26;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2201992;encerrado;15/10/2003;39;2;9000;0,1;0,83;0,46;0;0;0;1;1;1;0;RJ;Rio;0;0;treino
B2202001;encerrado;24/01/2004;21;0;4026,6;1,03;1;0,46;0;1;0;1;1;1;1;RJ;Rio;0;0;treino
B2202003;encerrado;22/01/2004;27;2;8460;0,03;1;0,53;0;0;0;1;1;1;1;RJ;Rio;0;0;treino
B2202004;encerrado;17/10/2003;29;1;11511;0,33;0,83;0,73;0;0;0;1;1;0;0;RJ;Rio;0;0;treino
B21100002;encerrado;06/04/2000;22;2;10350;1;1,5;0,3;0;0;1;1;1;1;0;RJ;Rio;0;0;treino
C27100773;encerrado;15/11/2002;31;2;4500;1;1;0,44;0;1;0;1;0;0;0;MG;BH;0;0;treino
C27100774;encerrado;13/11/2002;43;3;27000;1;1;0,19;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100777;exec_garantia;10/02/2002;25;0;4500;1;2;0,31;0;1;0;1;0;1;0;MG;BH;0;0;treino
C27100778;encerrado;13/11/2002;36;2;4500;1;1;0,56;0;1;0;1;0;1;0;MG;BH;0;0;treino
C27100789;encerrado;15/11/2002;39;0;4500;1;1;0,41;0;1;0;1;0;1;1;MG;BH;0;0;treino
C27100790;encerrado;31/07/2004;26;5;7200;1;2;0,44;0;1;0;1;0;1;1;MG;BH;0;0;treino
C27100791;encerrado;27/07/2003;37;4;9000;1;1,67;0,15;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100796;encerrado;29/10/2002;37;5;9000;1;1;0,37;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100797;encerrado;15/11/2002;34;2;6957,9;1;1;0,47;0;0;0;0;0;0;0;MG;BH;0;0;treino
C27100803;encerrado;16/04/2003;26;8;5400;1;1,5;0,35;0;1;0;1;1;0;0;MG;BH;0;0;treino
C27100806;encerrado;15/11/2002;23;4;8100;1;1;0,25;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100807;encerrado;13/11/2002;60;5;4500;1;1;0,31;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100808;encerrado;15/11/2002;33;2;7200;1;1;0,47;0;0;0;1;0;1;1;MG;BH;0;0;treino
C27100810;encerrado;13/11/2002;41;0;4950;1;1;0,25;0;0;0;1;0;0;0;MG;BH;0;0;treino
C27100813;encerrado;15/11/2002;25;1;4050;1;1;0,56;0;1;0;1;0;1;0;MG;BH;0;0;treino
C27100818;encerrado;29/10/2002;44;2;5580;1;1;0,44;0;0;0;1;0;0;0;MG;BH;0;0;treino
