status;total;juros;categ;emprego;residencia;renda;idade;cat_emp;cat_juro
0;5000;;A;;PRESTACAO;70000;26;Missing;Missing
0;16000;;A;3;PRESTACAO;104000;33;0-15;Missing
0;5000;11,71;B;4;ALUGADA;35000;24;0-15;11-13.5
0;3150;15,27;C;5;ALUGADA;53000;36;0-15;13.5+
1;12000;14,27;C;2;ALUGADA;28000;23;0-15;13.5+
1;28000;7,9;A;4;PRESTACAO;118000;24;0-15;0-8
0;5000;12,42;B;0;ALUGADA;40000;23;0-15;11-13.5
0;3000;9,91;B;;PRESTACAO;42000;25;Missing;8-11
1;3000;7,9;A;11;PRESTACAO;65000;27;0-15;0-8
0;8400;6,62;A;2;ALUGADA;25000;22;0-15;0-8
0;7000;10,65;B;14;PRESTACAO;36000;30;0-15;8-11
0;2000;9,91;B;1;PRESTACAO;231252;27;0-15;8-11
1;8575;17,58;D;;PRESTACAO;32000;28;Missing;13.5+
0;10000;7,9;A;6;ALUGADA;66000;27;0-15;0-8
0;25000;19,42;E;2;PRESTACAO;92000;29;0-15;13.5+
0;8000;11,71;B;13;ALUGADA;70000;24;0-15;11-13.5
0;25000;11,71;B;8;PRESTACAO;76896;23;0-15;11-13.5
0;2000;;B;24;ALUGADA;24000;24;15-30;Missing
0;16800;14,65;C;2;ALUGADA;60000;22;0-15;13.5+
0;8000;8,9;A;3;PRESTACAO;120000;32;0-15;8-11
1;11000;7,9;A;4;PRESTACAO;80000;26;0-15;0-8
1;5000;16,29;D;6;PRESTACAO;85000;33;0-15;13.5+
0;18000;16,29;D;12;PROPRIA;140000;28;0-15;13.5+
1;10000;12,69;B;6;PROPRIA;36000;30;0-15;11-13.5
0;5000;9,91;B;0;ALUGADA;70000;34;0-15;8-11
0;10000;;D;4;ALUGADA;51360;22;0-15;Missing
0;25000;9,91;B;4;ALUGADA;163000;29;0-15;8-11
0;2400;12,69;B;4;PRESTACAO;59393;24;0-15;11-13.5
1;3000;16,29;D;4;PRESTACAO;65000;25;0-15;13.5+
1;7700;16,77;D;3;ALUGADA;29772,96;23;0-15;13.5+
0;2400;13,49;C;0;PROPRIA;12996;23;0-15;11-13.5
0;5000;10,65;B;1;PROPRIA;44475;24;0-15;8-11
0;14000;17,58;D;11;PRESTACAO;88000;31;0-15;13.5+
0;2400;10,65;B;3;PRESTACAO;36000;30;0-15;8-11
0;1800;12,42;B;7;ALUGADA;117000;27;0-15;11-13.5
1;22200;19,42;E;2;ALUGADA;160000;30;0-15;13.5+
1;13000;7,9;A;10;ALUGADA;28000;25;0-15;0-8
0;8000;;B;5;ALUGADA;48000;23;0-15;Missing
1;3600;12,69;B;12;PRESTACAO;60000;26;0-15;11-13.5
0;9400;9,91;B;2;ALUGADA;45500;26;0-15;8-11
0;9600;14,27;C;6;PRESTACAO;156000;26;0-15;13.5+
0;17000;10,65;B;1;ALUGADA;40000;22;0-15;8-11
0;10800;14,27;C;6;PRESTACAO;110000;42;0-15;13.5+
0;6000;7,9;A;16;ALUGADA;59400;24;15-30;0-8
0;35000;;A;16;PRESTACAO;106000;22;15-30;Missing
0;10000;;B;7;ALUGADA;36000;26;0-15;Missing
0;5000;12,69;B;2;ALUGADA;25000;26;0-15;11-13.5
1;7100;14,65;C;1;ALUGADA;33000;25;0-15;13.5+
0;12000;16,77;D;13;PRESTACAO;93000;25;0-15;13.5+
0;5825;10,65;B;8;ALUGADA;50000;23;0-15;8-11
1;22250;12,69;B;2;ALUGADA;41000;23;0-15;11-13.5
0;6000;12,42;B;4;ALUGADA;30000;22;0-15;11-13.5
1;7650;11,71;B;5;ALUGADA;57000;23;0-15;11-13.5
0;13200;7,9;A;6;PRESTACAO;62500;21;0-15;0-8
0;12000;7,51;A;0;ALUGADA;60000;21;0-15;0-8
0;15000;6,03;A;7;ALUGADA;60000;26;0-15;0-8
0;12800;12,42;B;1;PRESTACAO;99600;25;0-15;11-13.5
0;27575;;B;1;PRESTACAO;54000;27;0-15;Missing
0;7000;12,69;B;8;ALUGADA;49000;31;0-15;11-13.5
0;10000;14,27;C;4;ALUGADA;44160;23;0-15;13.5+
0;14125;7,9;A;5;ALUGADA;32000;23;0-15;0-8
0;12000;6,62;A;0;PRESTACAO;94500;35;0-15;0-8
0;9575;6,62;A;3;ALUGADA;19498;27;0-15;0-8
1;12000;15,96;C;9;PRESTACAO;88000;31;0-15;13.5+
0;10000;12,69;B;4;ALUGADA;45000;25;0-15;11-13.5
0;10000;15,96;C;1;ALUGADA;37500;25;0-15;13.5+
0;24000;9,91;B;4;ALUGADA;120000;22;0-15;8-11
0;14575;10,65;B;7;ALUGADA;35000;26;0-15;8-11
0;9000;;A;0;PRESTACAO;50000;28;0-15;Missing
1;10000;13,49;C;15;ALUGADA;30000;46;0-15;11-13.5
0;7125;17,58;D;7;ALUGADA;25279,67;23;0-15;13.5+
0;13000;13,49;C;6;ALUGADA;65000;24;0-15;11-13.5
1;21600;17,27;D;2;PRESTACAO;58600;27;0-15;13.5+
0;7000;12,42;B;15;ALUGADA;85000;26;0-15;11-13.5
0;7000;8,9;A;5;ALUGADA;45000;26;0-15;8-11
0;3600;17,27;D;7;PRESTACAO;44004;22;0-15;13.5+
0;3500;12,69;B;11;PRESTACAO;84996;36;0-15;11-13.5
0;5000;8,9;A;6;ALUGADA;33000;29;0-15;8-11
0;10000;11,71;B;5;PRESTACAO;60000;23;0-15;11-13.5
0;4500;13,49;C;0;PROPRIA;19200;36;0-15;11-13.5
0;12000;11,71;B;14;ALUGADA;62000;30;0-15;11-13.5
0;10700;12,42;B;4;ALUGADA;68000;26;0-15;11-13.5
0;6000;10,65;B;1;ALUGADA;30000;22;0-15;8-11
0;20000;7,9;A;14;ALUGADA;50000;54;0-15;0-8
0;3600;13,49;C;1;ALUGADA;40000;24;0-15;11-13.5
0;6000;;A;13;ALUGADA;83954;23;0-15;Missing
0;10375;14,27;C;5;ALUGADA;35000;27;0-15;13.5+
0;25000;8,9;A;4;ALUGADA;60000;31;0-15;8-11
0;10000;;D;4;ALUGADA;40000;27;0-15;Missing
0;5600;6,03;A;;PROPRIA;41100;24;Missing;0-8
0;6000;12,42;B;4;ALUGADA;92000;23;0-15;11-13.5
0;8000;7,9;A;2;ALUGADA;75000;23;0-15;0-8
0;10000;11,71;B;4;PRESTACAO;45000;23;0-15;11-13.5
0;11000;7,51;A;8;ALUGADA;48000;25;0-15;0-8
0;5000;9,91;B;6;PRESTACAO;110000;29;0-15;8-11
0;6500;10,65;B;0;ALUGADA;30600;41;0-15;8-11
0;12000;12,69;B;4;ALUGADA;45000;23;0-15;11-13.5
0;21000;;A;24;PRESTACAO;150500;39;15-30;Missing
0;8400;16,77;D;2;ALUGADA;32000;21;0-15;13.5+
0;7000;12,69;B;5;ALUGADA;37500;23;0-15;11-13.5
1;12000;12,42;B;0;ALUGADA;60000;23;0-15;11-13.5
1;7200;11,71;B;2;ALUGADA;33000;29;0-15;11-13.5
0;12000;10,65;B;12;ALUGADA;70000;24;0-15;8-11
0;3050;9,91;B;1;ALUGADA;16800;22;0-15;8-11
0;9000;14,65;C;1;ALUGADA;38000;35;0-15;13.5+
1;10000;;B;5;PROPRIA;35000;21;0-15;Missing
0;10000;9,91;B;0;PRESTACAO;95000;23;0-15;8-11
1;10000;14,27;C;14;PRESTACAO;77400;29;0-15;13.5+
0;8500;16,29;D;0;ALUGADA;61000;29;0-15;13.5+
0;27000;9,91;B;5;PROPRIA;140000;29;0-15;8-11
0;4000;14,27;C;9;ALUGADA;32400;26;0-15;13.5+
0;7300;11,71;B;4;ALUGADA;50000;21;0-15;11-13.5
0;18000;8,9;A;9;PRESTACAO;70000;31;0-15;8-11
0;5000;11,71;B;22;PROPRIA;35000;23;15-30;11-13.5
0;10000;14,27;C;57;PRESTACAO;115000;23;45+;13.5+
0;3000;7,9;A;4;ALUGADA;45000;25;0-15;0-8
0;28000;15,96;C;5;PRESTACAO;235000;27;0-15;13.5+
0;10000;;C;5;ALUGADA;36000;29;0-15;Missing
0;12000;7,9;A;5;ALUGADA;26000;24;0-15;0-8
0;10000;17,27;D;3;ALUGADA;80000;29;0-15;13.5+
0;11000;;A;1;ALUGADA;50000;22;0-15;Missing
0;10000;15,27;C;27;ALUGADA;55000;22;15-30;13.5+
0;5000;6,62;A;5;PRESTACAO;55000;27;0-15;0-8
0;5000;6,03;A;3;ALUGADA;64424;21;0-15;0-8
0;5000;8,9;A;16;ALUGADA;56000;34;15-30;8-11
1;6000;14,27;C;7;ALUGADA;30000;22;0-15;13.5+
0;5000;14,27;C;4;PRESTACAO;111740;29;0-15;13.5+
0;20050;17,58;D;7;ALUGADA;67500;27;0-15;13.5+
1;7000;16,77;D;0;ALUGADA;41000;37;0-15;13.5+
0;25000;10,65;B;33;ALUGADA;120000;24;30-45;8-11
1;3000;12,69;B;10;ALUGADA;30000;23;0-15;11-13.5
0;8400;17,27;D;16;ALUGADA;41500;26;15-30;13.5+
0;5000;9,91;B;12;PRESTACAO;75000;26;0-15;8-11
0;12000;;B;12;ALUGADA;42000;31;0-15;Missing
1;13200;11,71;B;2;PRESTACAO;41600;32;0-15;11-13.5
0;6000;6,03;A;1;ALUGADA;48000;31;0-15;0-8
0;10000;6,62;A;8;PRESTACAO;50000;30;0-15;0-8
0;6500;10,65;B;2;ALUGADA;53000;22;0-15;8-11
0;10000;;A;2;PRESTACAO;65000;29;0-15;Missing
0;12000;9,91;B;2;ALUGADA;85000;27;0-15;8-11
0;10000;14,27;C;21;ALUGADA;55000;27;15-30;13.5+
0;12375;14,27;C;20;ALUGADA;36000;36;15-30;13.5+
0;10000;10,65;B;1;ALUGADA;26000;22;0-15;8-11
0;4400;19,03;E;7;ALUGADA;80000;24;0-15;13.5+
0;25000;13,49;C;4;PRESTACAO;80000;25;0-15;11-13.5
1;14125;12,42;B;;PRESTACAO;45696;22;Missing;11-13.5
1;18000;13,49;C;0;PROPRIA;66000;26;0-15;11-13.5
0;35000;16,77;D;7;PRESTACAO;1e+05;23;0-15;13.5+
0;35000;14,27;C;1;PRESTACAO;123000;37;0-15;13.5+
0;7200;13,49;C;9;PRESTACAO;60000;26;0-15;11-13.5
0;4000;12,69;B;3;ALUGADA;80000;27;0-15;11-13.5
0;7000;7,51;A;29;ALUGADA;31000;25;15-30;0-8
0;15000;13,49;C;4;PRESTACAO;90000;41;0-15;11-13.5
0;7200;7,9;A;5;ALUGADA;34000;22;0-15;0-8
0;13000;17,27;D;25;ALUGADA;36000;24;15-30;13.5+
0;28000;7,9;A;4;ALUGADA;65000;27;0-15;0-8
0;12000;9,91;B;8;ALUGADA;35000;27;0-15;8-11
0;14000;8,9;A;5;ALUGADA;62004;41;0-15;8-11
0;11500;11,71;B;19;ALUGADA;74000;29;15-30;11-13.5
0;10500;14,65;C;1;PRESTACAO;42000;22;0-15;13.5+
0;14400;12,42;B;5;PROPRIA;48000;33;0-15;11-13.5
0;16000;9,91;B;7;ALUGADA;65000;21;0-15;8-11
0;5375;9,91;B;2;ALUGADA;15360;28;0-15;8-11
0;12000;13,49;C;11;PRESTACAO;61000;22;0-15;11-13.5
1;12000;7,51;A;0;ALUGADA;83000;23;0-15;0-8
0;17000;6,03;A;2;PRESTACAO;120000;27;0-15;0-8
1;13000;20,3;E;5;ALUGADA;42000;31;0-15;13.5+
1;7125;7,51;A;0;PRESTACAO;30000;21;0-15;0-8
0;8000;14,65;C;1;ALUGADA;72100;31;0-15;13.5+
0;12500;11,71;B;3;ALUGADA;58000;28;0-15;11-13.5
0;10000;14,27;C;4;ALUGADA;40000;22;0-15;13.5+
0;14000;10,65;B;3;ALUGADA;48880;29;0-15;8-11
0;7500;;A;5;ALUGADA;48000;37;0-15;Missing
0;19200;9,91;B;9;PRESTACAO;40000;28;0-15;8-11
0;9000;11,71;B;7;PRESTACAO;110000;35;0-15;11-13.5
0;20000;8,9;A;3;ALUGADA;65000;29;0-15;8-11
0;9000;13,49;C;7;PRESTACAO;50000;21;0-15;11-13.5
1;9600;7,51;A;10;ALUGADA;55000;25;0-15;0-8
0;1000;13,49;C;8;ALUGADA;35100;24;0-15;11-13.5
1;15000;15,27;C;6;ALUGADA;38000;21;0-15;13.5+
0;12000;;D;6;ALUGADA;38000;21;0-15;Missing
0;14000;8,9;A;7;PRESTACAO;108000;36;0-15;8-11
0;10000;10,65;B;4;ALUGADA;45000;22;0-15;8-11
0;7200;12,69;B;1;ALUGADA;23000;24;0-15;11-13.5
0;11000;9,91;B;4;ALUGADA;32000;23;0-15;8-11
0;9600;8,9;A;3;ALUGADA;55000;22;0-15;8-11
0;10000;16,77;D;4;ALUGADA;35000;28;0-15;13.5+
0;11000;9,91;B;5;PRESTACAO;74000;43;0-15;8-11
0;5000;7,51;A;8;PROPRIA;30000;33;0-15;0-8
1;6000;11,71;B;1;ALUGADA;37000;23;0-15;11-13.5
0;3000;;C;3;ALUGADA;105000;32;0-15;Missing
0;17000;;B;24;PROPRIA;80000;41;15-30;Missing
0;5000;10,65;B;11;PRESTACAO;35000;29;0-15;8-11
0;6400;8,9;A;6;PROPRIA;23000;39;0-15;8-11
0;13000;16,29;D;7;ALUGADA;50000;23;0-15;13.5+
0;10000;16,77;D;1;ALUGADA;38200;25;0-15;13.5+
0;5000;14,27;C;11;ALUGADA;56000;24;0-15;13.5+
0;7200;7,9;A;0;ALUGADA;38000;23;0-15;0-8
0;15000;;A;3;ALUGADA;43000;30;0-15;Missing
0;9600;11,71;B;2;PRESTACAO;105000;25;0-15;11-13.5
0;6000;10,65;B;19;ALUGADA;24000;22;15-30;8-11
0;6000;14,65;C;0;PRESTACAO;57600;30;0-15;13.5+
0;7150;12,69;B;1;ALUGADA;50000;26;0-15;11-13.5
0;32000;6,62;A;2;ALUGADA;120000;25;0-15;0-8
1;8000;15,27;C;2;PROPRIA;108000;22;0-15;13.5+
0;7000;8,9;A;0;ALUGADA;97600;42;0-15;8-11
0;12000;6,62;A;32;PRESTACAO;70800;41;30-45;0-8
0;10400;14,65;C;12;ALUGADA;45000;27;0-15;13.5+
0;12000;12,69;B;2;ALUGADA;60000;23;0-15;11-13.5
0;16000;16,29;D;33;PRESTACAO;74000;27;30-45;13.5+
0;4500;10,65;B;2;ALUGADA;91500;29;0-15;8-11
0;5000;12,42;B;2;ALUGADA;42500;22;0-15;11-13.5
0;3600;16,29;D;6;ALUGADA;45000;28;0-15;13.5+
0;21000;13,49;C;26;PRESTACAO;103000;24;15-30;11-13.5
0;7000;14,27;C;2;ALUGADA;42000;22;0-15;13.5+
0;15000;7,9;A;1;ALUGADA;35000;29;0-15;0-8
0;2250;13,49;C;6;ALUGADA;16000;23;0-15;11-13.5
0;17050;12,42;B;14;PRESTACAO;53000;28;0-15;11-13.5
0;16500;16,77;D;2;ALUGADA;110000;26;0-15;13.5+
0;3250;12,42;B;0;ALUGADA;16000;24;0-15;11-13.5
0;7000;7,9;A;4;PRESTACAO;38400;37;0-15;0-8
0;24000;11,71;B;3;PRESTACAO;80000;23;0-15;11-13.5
0;13200;16,77;D;6;ALUGADA;80952;26;0-15;13.5+
0;22750;8,9;A;6;PROPRIA;65000;42;0-15;8-11
0;12000;8,9;A;17;ALUGADA;70000;25;15-30;8-11
0;30000;;B;7;PRESTACAO;175000;26;0-15;Missing
1;1200;12,69;B;8;ALUGADA;34000;21;0-15;11-13.5
0;4800;8,9;A;0;ALUGADA;35000;26;0-15;8-11
0;7200;8,9;A;12;ALUGADA;35000;25;0-15;8-11
0;15000;;B;2;PROPRIA;35000;28;0-15;Missing
0;10500;15,27;C;10;ALUGADA;60000;28;0-15;13.5+
1;5000;7,9;A;0;PRESTACAO;66000;26;0-15;0-8
0;4000;8,9;A;3;PRESTACAO;62000;23;0-15;8-11
0;27000;11,71;B;8;PRESTACAO;130000;30;0-15;11-13.5
0;15000;;B;7;PRESTACAO;61000;41;0-15;Missing
0;2400;14,27;C;1;PROPRIA;25000;22;0-15;13.5+
0;5900;12,42;B;2;ALUGADA;14400;21;0-15;11-13.5
0;5000;11,71;B;6;ALUGADA;70000;30;0-15;11-13.5
1;13250;17,58;D;7;ALUGADA;35000;31;0-15;13.5+
0;20000;11,71;B;1;PRESTACAO;125000;25;0-15;11-13.5
0;18000;7,9;A;12;PRESTACAO;80000;24;0-15;0-8
0;19200;16,77;D;0;ALUGADA;87500;34;0-15;13.5+
0;7000;11,71;B;12;PRESTACAO;22000;22;0-15;11-13.5
0;10000;;A;7;PRESTACAO;70000;30;0-15;Missing
0;2250;15,27;C;;PRESTACAO;17352;22;Missing;13.5+
0;23000;9,91;B;9;ALUGADA;63208;25;0-15;8-11
0;6750;17,27;D;2;ALUGADA;48000;25;0-15;13.5+
0;10000;10,65;B;6;PRESTACAO;45500;29;0-15;8-11
0;5600;8,9;A;0;ALUGADA;19200;24;0-15;8-11
0;4800;6,03;A;3;PROPRIA;35000;26;0-15;0-8
1;10000;11,71;B;5;ALUGADA;29406;26;0-15;11-13.5
1;2200;9,91;B;8;ALUGADA;26004;23;0-15;8-11
1;24000;12,69;B;1;ALUGADA;120000;24;0-15;11-13.5
0;16000;7,9;A;0;PRESTACAO;110000;27;0-15;0-8
0;10000;9,91;B;15;ALUGADA;34000;21;0-15;8-11
1;10625;14,27;C;16;ALUGADA;26500;30;15-30;13.5+
0;9600;14,65;C;2;ALUGADA;40000;24;0-15;13.5+
1;7200;20,89;F;0;PRESTACAO;88800;23;0-15;13.5+
0;12000;8,9;A;6;ALUGADA;1e+05;58;0-15;8-11
0;5000;12,42;B;3;ALUGADA;45000;22;0-15;11-13.5
0;12000;16,29;D;9;ALUGADA;36000;35;0-15;13.5+
0;18000;17,27;D;22;ALUGADA;80000;43;15-30;13.5+
0;10000;9,91;B;3;ALUGADA;50000;23;0-15;8-11
0;10000;9,91;B;10;ALUGADA;75000;24;0-15;8-11
0;26000;7,51;A;8;PRESTACAO;105000;30;0-15;0-8
0;17475;9,91;B;3;ALUGADA;45408;21;0-15;8-11
0;10000;10,65;B;3;ALUGADA;67500;35;0-15;8-11
0;17250;19,42;E;4;ALUGADA;60000;35;0-15;13.5+
0;10000;6,62;A;2;PRESTACAO;65000;26;0-15;0-8
0;20000;11,71;B;2;PRESTACAO;55000;22;0-15;11-13.5
0;24000;7,9;A;4;ALUGADA;65000;30;0-15;0-8
0;15000;8,9;A;3;PRESTACAO;75000;28;0-15;8-11
1;10625;11,71;B;0;ALUGADA;30000;26;0-15;11-13.5
0;8400;14,65;C;0;ALUGADA;30000;23;0-15;13.5+
0;16000;15,96;C;12;PRESTACAO;60000;35;0-15;13.5+
0;15000;14,27;C;3;PRESTACAO;35000;24;0-15;13.5+
0;13225;12,69;B;5;PRESTACAO;65000;27;0-15;11-13.5
0;11775;13,49;C;1;ALUGADA;44400;22;0-15;11-13.5
0;10075;12,42;B;2;PRESTACAO;46000;24;0-15;11-13.5
0;10000;14,27;C;0;ALUGADA;62000;23;0-15;13.5+
0;14000;12,42;B;4;PRESTACAO;88000;27;0-15;11-13.5
1;13000;9,91;B;10;ALUGADA;50000;33;0-15;8-11
0;15000;11,71;B;6;ALUGADA;75000;24;0-15;11-13.5
0;9350;7,51;A;5;PRESTACAO;1e+05;36;0-15;0-8
0;18225;12,42;B;4;ALUGADA;40000;38;0-15;11-13.5
0;3600;6,62;A;8;PRESTACAO;88824;37;0-15;0-8
0;5000;16,29;D;10;PROPRIA;40000;22;0-15;13.5+
0;6400;;D;16;ALUGADA;50000;32;15-30;Missing
0;35000;8,9;A;3;PRESTACAO;114054;40;0-15;8-11
0;18000;;B;6;PRESTACAO;70000;30;0-15;Missing
0;15625;8,9;A;20;PRESTACAO;45000;45;15-30;8-11
0;24000;13,49;C;24;ALUGADA;77000;54;15-30;11-13.5
1;5000;14,27;C;5;PRESTACAO;61400;21;0-15;13.5+
0;7200;9,91;B;1;ALUGADA;90000;26;0-15;8-11
1;5000;14,27;C;22;ALUGADA;32000;25;15-30;13.5+
0;6600;10,65;B;2;ALUGADA;42000;25;0-15;8-11
0;7000;6,62;A;;PRESTACAO;24000;30;Missing;0-8
0;20000;15,27;C;0;ALUGADA;130000;25;0-15;13.5+
1;8000;12,42;B;4;ALUGADA;35000;24;0-15;11-13.5
0;12000;;B;6;ALUGADA;70000;42;0-15;Missing
0;20000;11,71;B;7;ALUGADA;67000;34;0-15;11-13.5
0;10000;8,9;A;11;ALUGADA;31000;22;0-15;8-11
0;10000;11,71;B;5;PRESTACAO;145000;23;0-15;11-13.5
0;18000;16,29;D;2;ALUGADA;66000;26;0-15;13.5+
0;4000;;B;7;ALUGADA;1e+05;29;0-15;Missing
0;15000;12,42;B;;ALUGADA;60000;37;Missing;11-13.5
0;24000;16,77;D;14;PROPRIA;103000;24;0-15;13.5+
0;5375;10,65;B;5;PRESTACAO;42000;28;0-15;8-11
0;8300;8,9;A;44;ALUGADA;50000;21;30-45;8-11
0;7000;8,9;A;5;PROPRIA;50000;23;0-15;8-11
0;2425;15,27;C;3;PROPRIA;80004;24;0-15;13.5+
0;6950;9,91;B;2;ALUGADA;43000;32;0-15;8-11
0;12375;9,91;B;10;PROPRIA;32000;31;0-15;8-11
0;14000;14,27;C;0;ALUGADA;35000;27;0-15;13.5+
0;5500;14,27;C;5;ALUGADA;24000;24;0-15;13.5+
0;4800;14,65;C;0;ALUGADA;44600;26;0-15;13.5+
0;9000;12,69;B;0;ALUGADA;52000;23;0-15;11-13.5
0;16000;12,69;B;2;PROPRIA;67000;24;0-15;11-13.5
0;5000;;A;2;PRESTACAO;44136;33;0-15;Missing
0;18500;7,9;A;8;PRESTACAO;36000;22;0-15;0-8
1;5350;15,27;C;6;PRESTACAO;52000;36;0-15;13.5+
0;10000;10,65;B;3;ALUGADA;36000;31;0-15;8-11
0;12000;7,51;A;3;ALUGADA;36500;38;0-15;0-8
0;18000;9,91;B;5;PRESTACAO;40000;23;0-15;8-11
0;3000;17,58;D;3;PRESTACAO;56604;30;0-15;13.5+
1;6000;7,9;A;0;ALUGADA;23040;21;0-15;0-8
0;10000;9,91;B;2;ALUGADA;52000;24;0-15;8-11
0;5875;7,9;A;4;PROPRIA;17640;36;0-15;0-8
0;10000;13,49;C;4;ALUGADA;86000;26;0-15;11-13.5
0;28000;11,71;B;5;PRESTACAO;118075;41;0-15;11-13.5
0;11200;;B;5;ALUGADA;48000;31;0-15;Missing
0;10000;14,27;C;3;ALUGADA;65000;30;0-15;13.5+
0;9450;14,27;C;7;ALUGADA;28800;32;0-15;13.5+
0;21650;12,69;B;6;PRESTACAO;62361;26;0-15;11-13.5
0;9000;10,65;B;17;ALUGADA;45000;23;15-30;8-11
0;6000;10,65;B;2;ALUGADA;40000;25;0-15;8-11
0;5600;7,9;A;1;ALUGADA;25000;27;0-15;0-8
0;7000;10,65;B;23;ALUGADA;85000;30;15-30;8-11
0;6000;10,65;B;0;ALUGADA;55000;25;0-15;8-11
0;12000;7,9;A;5;ALUGADA;110000;24;0-15;0-8
0;13650;10,65;B;5;ALUGADA;44000;27;0-15;8-11
0;12000;13,49;C;4;ALUGADA;42000;23;0-15;11-13.5
1;2300;;A;0;PRESTACAO;78000;24;0-15;Missing
0;8875;10,65;B;0;ALUGADA;19240;25;0-15;8-11
0;9000;7,9;A;2;ALUGADA;52800;24;0-15;0-8
0;7600;;A;9;PROPRIA;75000;35;0-15;Missing
0;6000;13,49;C;2;PRESTACAO;60000;29;0-15;11-13.5
0;7200;9,91;B;4;PROPRIA;53000;25;0-15;8-11
0;8000;10,65;B;0;ALUGADA;46330;23;0-15;8-11
0;19000;7,51;A;36;PRESTACAO;95000;23;30-45;0-8
0;14400;;C;13;ALUGADA;58977;23;0-15;Missing
0;8400;12,69;B;1;ALUGADA;75000;24;0-15;11-13.5
0;7500;12,69;B;2;ALUGADA;27000;27;0-15;11-13.5
0;10000;7,51;A;2;PRESTACAO;69077;22;0-15;0-8
0;12000;12,69;B;13;ALUGADA;2e+05;24;0-15;11-13.5
0;5000;12,69;B;1;PRESTACAO;110000;26;0-15;11-13.5
0;21000;16,29;D;2;ALUGADA;63500;33;0-15;13.5+
0;24000;8,9;A;2;PRESTACAO;70000;23;0-15;8-11
0;6000;13,49;C;0;ALUGADA;30000;24;0-15;11-13.5
0;4800;6,03;A;2;ALUGADA;54996;30;0-15;0-8
1;5000;20,89;F;5;ALUGADA;21000;21;0-15;13.5+
0;5850;;C;1;ALUGADA;38000;27;0-15;Missing
0;4750;;A;2;PROPRIA;48000;33;0-15;Missing
0;5275;;A;5;PROPRIA;50000;27;0-15;Missing
0;9175;12,69;B;0;ALUGADA;28500;34;0-15;11-13.5
0;9600;16,77;D;5;ALUGADA;37000;25;0-15;13.5+
0;22500;14,27;C;7;ALUGADA;70000;23;0-15;13.5+
0;12000;6,03;A;;PROPRIA;40000;24;Missing;0-8
0;15000;17,27;D;;PROPRIA;57000;38;Missing;13.5+
0;19400;12,69;B;0;ALUGADA;50000;23;0-15;11-13.5
1;10000;15,27;C;0;ALUGADA;42000;22;0-15;13.5+
0;10000;15,27;C;1;PROPRIA;53000;35;0-15;13.5+
0;4800;10,65;B;6;ALUGADA;22000;31;0-15;8-11
1;18200;11,71;B;14;ALUGADA;42000;22;0-15;11-13.5
0;6400;12,69;B;3;ALUGADA;35000;21;0-15;11-13.5
0;2500;15,27;C;6;ALUGADA;40000;24;0-15;13.5+
0;6300;9,91;B;22;ALUGADA;49000;32;15-30;8-11
0;4400;11,71;B;5;ALUGADA;38000;23;0-15;11-13.5
0;6000;12,69;B;8;PRESTACAO;118000;31;0-15;11-13.5
0;18000;7,9;A;21;PRESTACAO;60000;24;15-30;0-8
0;10000;12,69;B;4;PRESTACAO;44000;22;0-15;11-13.5
0;34000;17,58;D;4;ALUGADA;65000;22;0-15;13.5+
1;11100;;C;6;ALUGADA;45000;27;0-15;Missing
0;5000;11,71;B;0;PROPRIA;20000;23;0-15;11-13.5
0;10625;11,71;B;0;ALUGADA;25000;23;0-15;11-13.5
1;18500;7,51;A;1;ALUGADA;112000;31;0-15;0-8
0;3600;12,42;B;5;PRESTACAO;30000;25;0-15;11-13.5
1;8500;15,96;C;;ALUGADA;27050;28;Missing;13.5+
0;12000;8,9;A;5;PRESTACAO;35000;36;0-15;8-11
0;11700;11,71;B;6;ALUGADA;30000;26;0-15;11-13.5
0;15000;14,27;C;2;ALUGADA;70000;32;0-15;13.5+
0;13000;9,91;B;11;PRESTACAO;105000;24;0-15;8-11
1;9500;12,69;B;5;PRESTACAO;52000;23;0-15;11-13.5
0;20000;13,49;C;6;PRESTACAO;47000;31;0-15;11-13.5
0;6000;8,9;A;5;ALUGADA;24000;26;0-15;8-11
0;13000;;D;6;ALUGADA;67000;38;0-15;Missing
0;14400;;A;4;ALUGADA;50000;24;0-15;Missing
0;5000;7,9;A;5;PRESTACAO;48996;22;0-15;0-8
0;25000;11,71;B;26;ALUGADA;70000;27;15-30;11-13.5
1;5000;7,51;A;;ALUGADA;84855;29;Missing;0-8
0;5200;14,65;C;11;ALUGADA;32160;25;0-15;13.5+
0;6000;13,49;C;8;PRESTACAO;50000;31;0-15;11-13.5
1;4000;18,64;E;11;ALUGADA;47000;28;0-15;13.5+
1;15000;12,69;B;4;ALUGADA;62000;23;0-15;11-13.5
0;8000;11,71;B;2;ALUGADA;115000;25;0-15;11-13.5
1;16500;;D;26;PRESTACAO;64000;23;15-30;Missing
1;4000;15,27;C;;PROPRIA;25000;23;Missing;13.5+
0;12000;9,91;B;29;ALUGADA;40100;23;15-30;8-11
0;10200;6,03;A;50;PRESTACAO;75000;23;45+;0-8
0;12000;11,71;B;6;ALUGADA;95000;23;0-15;11-13.5
1;3000;11,71;B;3;ALUGADA;55000;27;0-15;11-13.5
1;3500;10,65;B;15;PRESTACAO;175000;30;0-15;8-11
0;11000;6,62;A;19;ALUGADA;37000;23;15-30;0-8
