Amount;First-Two
44392,39;44
30,00;30
720,48;72
592584,56;59
4,45;44
5,00;50
9605,44;96
170,25;17
13,31;13
193,43;19
4195,22;41
10,35;10
1209,62;12
1049,07;10
507,13;50
437,34;43
20305,44;20
49,63;49
6183,50;61
313,16;31
40,00;40
2,11;21
507,00;50
49,80;49
6,90;69
99,00;99
6750,00;67
11581,09;11
1464,32;14
2089,83;20
25019,06;25
0,44;44
226,80;22
120,00;12
21,50;21
217,97;21
2274,96;22
19,08;19
193,95;19
2819,00;28
71,87;71
89,19;89
2639275,25;26
591096,00;59
2540,20;25
4241096,00;42
123,33;12
805,04;80
220,03;22
18317,39;18
284,65;28
44,00;44
88102,56;88
35504,30;35
2445,00;24
12390769,00;12
85,94;85
62,74;62
1086,31;10
217,97;21
58,56;58
5,00;50
941,87;94
341,32;34
169,70;16
1325,60;13
338,90;33
36,41;36
5459,04;54
133,82;13
8,46;84
400,23;40
312,21;31
364,16;36
84624,79;84
45,00;45
4735,44;47
16843,94;16
5369,71;53
187,27;18
434,79;43
4125,13;41
93,49;93
234,00;23
119,40;11
6675,39;66
749,00;74
56,67;56
773,00;77
109,40;10
3900,92;39
30,00;30
13949,42;13
155,33;15
1164,50;11
1000,00;10
120,00;12
215,74;21
198,76;19
800,00;80
320,69;32
284,53;28
205,50;20
225,00;22
4,10;41
1217,88;12
15758142,00;15
4307,04;43
22532,00;22
25,00;25
2162,21;21
144,55;14
908,00;90
3981,10;39
8381,66;83
330,00;33
93410,98;93
443,23;44
14942,19;14
142,51;14
2760,44;27
4981,59;49
12616,51;12
10455,00;10
3028,23;30
363,48;36
35,00;35
941,87;94
44,55;44
1583,30;15
322512,03;32
18,00;18
594157,38;59
9975,00;99
103704,22;10
539,21;53
240,00;24
1000,00;10
33307,56;33
14,26;14
726,34;72
9957,11;99
10738,18;10
32,92;32
160,00;16
82965,93;82
319,42;31
2318,64;23
467,64;46
19,49;19
4730,78;47
27,63;27
80,82;80
14901,12;14
25,00;25
27,24;27
60,73;60
510,84;51
16647,84;16
37,67;37
10,85;10
62,00;62
69541,34;69
564,62;56
5,00;50
10,70;10
929,04;92
100,00;10
78,00;78
45041,90;45
311,08;31
12894,48;12
96,15;96
2393,00;23
400,00;40
222,60;22
1183,49;11
184,66;18
421,20;42
103,84;10
223,79;22
51,01;51
408,84;40
316,93;31
1292,23;12
1500,00;15
0,83;83
442,00;44
908,00;90
92,26;92
8930,61;89
64,60;64
10800,00;10
5355,37;53
103,84;10
44157,13;44
101250,00;10
79466,28;79
1215,00;12
3159,00;31
3490,50;34
32803,09;32
1754,23;17
66,86;66
20676,95;20
15802,55;15
2951,92;29
72844,70;72
17,25;17
135000,00;13
3713,78;37
72,32;72
475,04;47
832,39;83
25,96;25
85812,50;85
53,00;53
125,00;12
35103,60;35
600,00;60
17457,40;17
25,83;25
1696,50;16
644,32;64
1024,34;10
72682,35;72
9155,52;91
37,63;37
70,95;70
313,46;31
1934409,13;19
2473,00;24
287442,47;28
681438,69;68
272,35;27
13,00;13
15,57;15
53,58;53
149400,00;14
607,02;60
36,80;36
39,84;39
3159,31;31
24,03;24
90,00;90
1707,62;17
6,45;64
2533,68;25
3634,53;36
577,31;57
2687,52;26
91624,50;91
165,35;16
71298,38;71
5,00;50
316,97;31
2864,06;28
8549,28;85
2452,17;24
978,06;97
1700000,00;17
71,00;71
56,41;56
1480,00;14
34,16;34
184024,80;18
1403,57;14
46731,06;46
25,00;25
75,00;75
4604842,00;46
3,82;38
47700,00;47
5216,80;52
5,00;50
198,00;19
324,00;32
45,00;45
4181,40;41
6956,64;69
36,95;36
541,72;54
45,00;45
253,61;25
5808,51;58
185778,98;18
4640,39;46
850,98;85
33516,00;33
1053,72;10
3416,82;34
20123,00;20
477,27;47
37,10;37
1964,55;19
22,24;22
112,86;11
4,69;46
562,50;56
13717,83;13
2958,48;29
1548,72;15
6,93;69
3438,31;34
35,44;35
1431,00;14
6098,40;60
30,22;30
437,34;43
329150,94;32
1109908,63;11
5497,24;54
8138,00;81
4000,00;40
91,99;91
108,00;10
6338,68;63
16,94;16
511,78;51
23041,38;23
19,44;19
5,00;50
646,19;64
469914,00;46
6,60;66
20,00;20
925,22;92
398,75;39
3091,13;30
7715,99;77
240,00;24
1135,08;11
56,05;56
75,00;75
115,43;11
256240,63;25
1605,00;16
35441,28;35
44,56;44
44762,29;44
45297,90;45
145259,28;14
360,72;36
8,25;82
16228,80;16
2222,63;22
152,59;15
14368,91;14
5,00;50
518,00;51
1624,35;16
873,31;87
1828,80;18
85507,43;85
9414,32;94
51,62;51
394517,53;39
13,29;13
810,00;81
192,46;19
93,93;93
3260,70;32
45,00;45
25138,89;25
6997,95;69
456,35;45
19351,11;19
291,60;29
103,84;10
9,09;90
141,96;14
7807,71;78
298,14;29
298,00;29
50,00;50
1361,18;13
442,30;44
51,28;51
7253,23;72
211655,80;21
5,89;58
806,47;80
519,39;51
79583,99;79
1670,03;16
905,52;90
2647,02;26
129,20;12
1353,13;13
755,27;75
12,00;12
426,06;42
344,01;34
1765,52;17
39,80;39
0,07;70
615,36;61
1259,44;12
387,68;38
180,00;18
5667,84;56
12,00;12
14686,40;14
296,00;29
213,48;21
2420,00;24
580,22;58
158,24;15
689,00;68
268,23;26
1682,64;16
19929,89;19
555,90;55
28330,05;28
3,46;34
3419,03;34
175,50;17
360,00;36
124264,83;12
23680000,00;23
41,41;41
7,60;76
2437,50;24
409,50;40
1615,39;16
75071,80;75
324,10;32
8,80;88
39910,42;39
760,00;76
55560,39;55
27,15;27
1008,00;10
98,35;98
443,58;44
5138,81;51
306,66;30
2431,00;24
2760,43;27
63,18;63
43,28;43
10612,80;10
133989,05;13
156,00;15
545,86;54
276,62;27
429023,53;42
21,94;21
6707,21;67
22,02;22
540,00;54
75,00;75
142,10;14
6525,50;65
2730,00;27
5,38;53
57,30;57
2868,48;28
5224,40;52
96,79;96
1,73;17
15204,85;15
48,03;48
102538,85;10
499,74;49
5,00;50
1724,16;17
93,34;93
8588,48;85
866,52;86
4570,70;45
19268,57;19
87,98;87
6112,08;61
3027,38;30
578,95;57
205,43;20
1231,96;12
878,45;87
1648,92;16
118,20;11
28,70;28
4125,97;41
106,12;10
628,13;62
16328,48;16
64,00;64
9460,62;94
3790,80;37
47,43;47
198,75;19
1910,77;19
7,60;76
1,04;10
625,05;62
23,52;23
125,96;12
452,77;45
16119,00;16
490,20;49
22,00;22
56,58;56
1120,00;11
654,09;65
20,54;20
1968,59;19
1003,30;10
428282,81;42
54,05;54
461,11;46
80,97;80
194039,08;19
1780,04;17
35,00;35
232,56;23
12230,35;12
68,00;68
401,68;40
35966,16;35
15532618,00;15
1547,95;15
1250,00;12
32,40;32
6015,00;60
5739,30;57
3131,42;31
5471906,50;54
36,85;36
40709,00;40
1026,00;10
2171,16;21
52078,20;52
2027,52;20
1943,35;19
67748,30;67
232,74;23
5931,90;59
167,67;16
5,00;50
599539,38;59
2058,74;20
11226,82;11
1244,00;12
38,88;38
3708,00;37
421,00;42
2049,74;20
20279,10;20
5,75;57
785,09;78
406,45;40
424,04;42
535,42;53
200,00;20
400,00;40
7,60;76
69,82;69
113,06;11
2384562,00;23
113,17;11
23561,95;23
160,45;16
1278,04;12
3132,12;31
15618,33;15
56,53;56
4837,85;48
840,00;84
630,00;63
40,00;40
135,00;13
1604,87;16
1235,96;12
40,00;40
718,82;71
432,00;43
45000,00;45
10846511,00;10
4387,68;43
234385,02;23
126,54;12
324,63;32
307,90;30
6295,23;62
13329,14;13
17,09;17
29551,15;29
6249,99;62
454,00;45
42,40;42
1798,31;17
30,90;30
732,98;73
45,00;45
1049499,13;10
56,53;56
145,70;14
30723,12;30
157,50;15
250,90;25
574,98;57
221,00;22
400000,00;40
2770,00;27
30,95;30
12060,00;12
50000,00;50
551,05;55
302611,88;30
1050,00;10
2923,08;29
11860,97;11
548973,25;54
4823,84;48
501,17;50
363,31;36
165905,20;16
212,57;21
664610,81;66
749,14;74
1141,33;11
0,01;10
1456,21;14
75,57;75
9,47;94
92,40;92
1207,39;12
7953,12;79
52387,61;52
210,02;21
13622721,00;13
45,55;45
178,56;17
2,08;20
42,21;42
39645,43;39
135902,13;13
46,00;46
1194,00;11
1231,58;12
57,25;57
11,00;11
432,00;43
34975,20;34
1051564,00;10
346,40;34
172,99;17
112,86;11
961,38;96
417,42;41
4463,70;44
82,41;82
3161,11;31
5537,72;55
123,54;12
2418,07;24
64,80;64
4,77;47
5817,21;58
105,70;10
496,00;49
7,46;74
370,30;37
8549,28;85
35,00;35
3585,23;35
120,00;12
76,31;76
54,00;54
375,94;37
2415,63;24
287,58;28
35,00;35
44852,73;44
11843,02;11
11107,50;11
110000,00;11
2299,07;22
120,00;12
50,63;50
421,34;42
2780,31;27
7000,00;70
88284,38;88
12,31;12
1537,38;15
41,82;41
50,00;50
90,00;90
463,00;46
831,26;83
16683,95;16
1330,04;13
5800,00;58
29864,25;29
19453,00;19
5951,69;59
417,85;41
5,00;50
2402,98;24
288,60;28
1299,26;12
53184,11;53
385,00;38
1797,96;17
7482,87;74
40,00;40
507,96;50
11000,00;11
127789,49;12
6919,92;69
120,00;12
130,38;13
21,20;21
40,00;40
2151,37;21
1821,05;18
293000,00;29
59,98;59
823,68;82
80,00;80
14856,89;14
15493,80;15
136827,23;13
349,98;34
466,63;46
825,00;82
90,95;90
126,90;12
2288,58;22
370,06;37
56,67;56
290,00;29
363,84;36
51215,89;51
62,81;62
25996,36;25
170,00;17
833,20;83
1122,96;11
1105,00;11
3027,60;30
101,50;10
9638,55;96
10,50;10
2100,00;21
4440,60;44
1572112,38;15
88383,66;88
282,00;28
715,07;71
10,10;10
120,00;12
900,93;90
31172,50;31
2130,77;21
310,98;31
17000,37;17
65,18;65
393,08;39
122,12;12
3092,00;30
518,18;51
40803,56;40
179876,45;17
23,54;23
5995,59;59
764948,75;76
352,65;35
31,55;31
56,53;56
865,85;86
2,00;20
332,00;33
544,80;54
186,33;18
12,50;12
4170,68;41
17,11;17
231,77;23
1658,88;16
6326,64;63
511,78;51
79,53;79
870,85;87
1694,60;16
411496,94;41
20,13;20
339,18;33
1122,88;11
703,00;70
22,00;22
339,55;33
27,60;27
7128,85;71
33,00;33
3,78;37
15268,55;15
7354,80;73
1385,13;13
4800,00;48
10,00;10
127555,00;12
7,12;71
92,38;92
266,31;26
6919,92;69
438,95;43
16853,76;16
9123,10;91
1380,41;13
186355,48;18
127,58;12
2865,22;28
1130,10;11
1250,00;12
47,15;47
560,59;56
7269,84;72
1939,00;19
185,00;18
18313,52;18
35,00;35
26343,16;26
20814,05;20
1031,20;10
18223,17;18
2064,00;20
14034,96;14
2,21;22
41326,71;41
59,27;59
5417,34;54
908086,06;90
146,00;14
306,89;30
91,59;91
27416,90;27
6498,18;64
13,87;13
524,88;52
3750,00;37
189,84;18
21833,28;21
2310,00;23
60,55;60
486,69;48
366,91;36
115,40;11
12613,29;12
10794,24;10
10706,53;10
2947,59;29
269832,19;26
1023311,31;10
4241096,00;42
3176,62;31
520,00;52
250805,23;25
5,13;51
400,00;40
99,70;99
65,66;65
1660,00;16
388,80;38
361,23;36
3094,00;30
60,83;60
129,14;12
1178645,38;11
15106,41;15
416,30;41
593947,06;59
101283,78;10
108,90;10
838,00;83
23828,19;23
5395,50;53
0,40;40
1546,46;15
282,65;28
14,99;14
4982,53;49
56,53;56
2253,94;22
70,00;70
703,00;70
2529,10;25
40,63;40
378,86;37
88152,42;88
1024,38;10
3058,09;30
207,00;20
11250,00;11
250,00;25
33,39;33
0,31;31
281821,59;28
26864,49;26
102500,00;10
409,48;40
11870,10;11
12,00;12
235,00;23
5371,38;53
2150,24;21
307678,13;30
65,29;65
160,00;16
40,00;40
539,71;53
140,02;14
10556,40;10
15355,21;15
112,21;11
6675,65;66
40,81;40
17834,50;17
498,00;49
9,00;90
38,00;38
24,27;24
4800,00;48
20648752,00;20
76,07;76
15,50;15
12,00;12
521,80;52
228,02;22
1,70;17
405,00;40
54,82;54
629342,19;62
7116,48;71
60,85;60
339,83;33
62,95;62
2000000,00;20
32,00;32
51,71;51
31,91;31
4953,00;49
192561,03;19
173,43;17
7150,00;71
7215,39;72
2737402,25;27
219120,38;21
5310,86;53
39643,82;39
2888,07;28
299679,13;29
0,54;54
153,21;15
266,00;26
4987,00;49
106,92;10
199,05;19
56018,88;56
731,15;73
11441,06;11
27,62;27
91,60;91
58,50;58
680,35;68
66,90;66
71,42;71
2,79;27
169,59;16
10,45;10
1629,33;16
591,00;59
1142,60;11
180,00;18
2250,00;22
362,50;36
336,78;33
4725,26;47
162,00;16
25231,57;25
6686,40;66
72146,38;72
70,67;70
3234,00;32
274,72;27
1175,04;11
357196,88;35
9099,87;90
39645,43;39
4,27;42
2,45;24
543,92;54
20,00;20
378,36;37
300,00;30
145,24;14
32,00;32
18250,00;18
618,53;61
35,16;35
460,20;46
595,00;59
145,00;14
84729848,00;84
26218,30;26
406,49;40
1737,61;17
728,26;72
278,68;27
10675,24;10
100944,70;10
2069,54;20
726,44;72
140,23;14
9,22;92
1,35;13
245,08;24
6694,15;66
1272,26;12
56,53;56
30,00;30
12,10;12
8383,76;83
81055,43;81
14,00;14
2219,21;22
1346,67;13
2167,92;21
10009,80;10
713,61;71
184148000,00;18
3233,72;32
3681,24;36
430,65;43
12,29;12
1972,44;19
480,40;48
3,80;38
31177,87;31
76,82;76
24867,22;24
47,27;47
978,52;97
2257,00;22
49294,94;49
125,00;12
775,69;77
30862,28;30
16395,84;16
36,00;36
53266,00;53
5,11;51
4000,00;40
376,04;37
101,22;10
5,75;57
1344,95;13
3250,00;32
36,35;36
21,39;21
580,92;58
438,00;43
191,50;19
583,57;58
37520,64;37
136,01;13
8974,55;89
29528,00;29
761,54;76
213,00;21
18284,40;18
186,12;18
41928,12;41
55,59;55
6,03;60
51,75;51
80,00;80
16,16;16
2306,67;23
2842,68;28
5,00;50
66,00;66
144,45;14
751,57;75
589,92;58
1088,22;10
163,02;16
131,66;13
141,85;14
17624,97;17
506,00;50
1800000,00;18
9163,80;91
27,00;27
1144,41;11
2549,49;25
681,00;68
769,34;76
8447,15;84
499,00;49
38,05;38
1656,47;16
0,36;36
8228,16;82
4210,56;42
2312,83;23
9186,38;91
70,00;70
2667,00;26
343,44;34
31,50;31
511,54;51
113311,11;11
9,00;90
663,79;66
2605,00;26
106846,88;10
895321,88;89
47853,42;47
13803,62;13
28,57;28
6943425,00;69
80,00;80
869272,56;86
207,82;20
66,09;66
137,41;13
15,54;15
294706,72;29
1403,51;14
8292,80;82
468,41;46
30,75;30
2123,99;21
824,26;82
0,30;30
130,00;13
224,66;22
1722,02;17
58,00;58
3101,77;31
7881,35;78
754,37;75
1338,74;13
1077,00;10
1656,20;16
22,09;22
911922,00;91
330,61;33
4852,19;48
49602,42;49
3696,07;36
96,47;96
7,86;78
3,37;33
86,00;86
57,62;57
37,00;37
712,00;71
106,63;10
120,00;12
12,22;12
9524,58;95
12,98;12
6,93;69
360,00;36
565,30;56
134,00;13
1073,00;10
103000,00;10
55,90;55
25,43;25
120,00;12
1017,69;10
4600,00;46
350,90;35
289284,34;28
26,96;26
271137,72;27
2548,29;25
847,20;84
45438,12;45
1106,78;11
161990,00;16
240,00;24
328,85;32
1482,00;14
703,10;70
2,89;28
18171,07;18
421,55;42
45,22;45
70024,29;70
23,85;23
74,34;74
280288,69;28
551,17;55
348,02;34
402,00;40
123,86;12
2221,20;22
120,00;12
1805,39;18
132,64;13
35,00;35
1512,72;15
1224,76;12
128865,44;12
50,00;50
301,50;30
98,54;98
34522,05;34
1011,26;10
11458,51;11
5,46;54
5496,30;54
1,93;19
726,75;72
390,00;39
3140,48;31
157,11;15
219,50;21
315,00;31
83440,69;83
15131,35;15
723,46;72
466,85;46
1885,28;18
4977,03;49
387,00;38
6889,78;68
20,00;20
300980,09;30
1365,48;13
442,00;44
2044986,50;20
139105,20;13
648564,38;64
223010,31;22
2037,75;20
18,00;18
23734,80;23
28968,14;28
67,36;67
1290,29;12
6916,67;69
110,02;11
2166,48;21
43,74;43
90,43;90
5,00;50
24600,00;24
3481,74;34
2,67;26
6,35;63
1348,52;13
90,00;90
2,76;27
272,50;27
30825,74;30
1047,12;10
1,76;17
126966,35;12
13,81;13
4,60;46
409,13;40
508,77;50
5861,36;58
82481,17;82
972,00;97
736,59;73
11,94;11
153,23;15
45,00;45
7,88;78
1207,39;12
1223,68;12
28933,20;28
271,97;27
1500,00;15
25,92;25
2067,84;20
154,10;15
13559,84;13
1105,00;11
80,03;80
325,00;32
47,70;47
270,00;27
160,00;16
5539,34;55
300,00;30
2961,53;29
7,00;70
79623,84;79
2517,85;25
2846,12;28
201,75;20
87,69;87
22389,57;22
92481,30;92
1198,40;11
3312,00;33
155,00;15
400,00;40
396,90;39
103,84;10
461408,00;46
4387,95;43
35,00;35
4950,00;49
411,54;41
120,08;12
361,30;36
16450,56;16
140,00;14
34669,08;34
300,00;30
206,61;20
8750,00;87
1102,09;11
29184,33;29
76,74;76
259,08;25
598,40;59
86,71;86
21342,24;21
4,62;46
7830,53;78
63186,34;63
30,00;30
11468,88;11
64,65;64
47,50;47
994,00;99
884,60;88
945,00;94
40,00;40
90646,00;90
18000,00;18
26000,00;26
2093,25;20
67,65;67
614,92;61
2736,00;27
13641,90;13
240,23;24
32,64;32
12433,32;12
1990,00;19
5,00;50
430,56;43
932803,56;93
4400,37;44
5000,00;50
335,83;33
45,37;45
72,72;72
87223,50;87
81569,28;81
5500,00;55
29,00;29
46394,32;46
1015,20;10
44,44;44
2169,36;21
8093,50;80
3942,40;39
15392,99;15
14497131,00;14
100,00;10
85,31;85
32509,93;32
5249,68;52
104,35;10
58,41;58
78938,60;78
50,00;50
691,20;69
3,83;38
265,00;26
1,00;10
167,40;16
1406,28;14
2280,00;22
2886,04;28
11752,54;11
3490,50;34
103204,02;10
3134265,00;31
1315,46;13
2727,00;27
490,00;49
936,88;93
10,57;10
546354,63;54
466,94;46
473,60;47
1210,50;12
48,55;48
15252,48;15
296,76;29
20,00;20
18622,21;18
60,04;60
422610,53;42
40,50;40
32,40;32
6,04;60
231,77;23
13222,75;13
131,14;13
65996,07;65
5,68;56
162,51;16
856,08;85
6063,55;60
1225,11;12
33740,59;33
117,32;11
2542,98;25
140312,00;14
10071,41;10
263,87;26
216,00;21
28,50;28
69409,65;69
4456,80;44
465,70;46
21535,05;21
13021,31;13
450,38;45
240,02;24
194,40;19
233,52;23
51,98;51
939,57;93
2332,80;23
6800,64;68
1191,81;11
750,00;75
351,00;35
796,37;79
2,83;28
1730,88;17
0,28;28
135,00;13
9,62;96
22,75;22
26,80;26
5,00;50
18443,60;18
1647,18;16
30946,88;30
140,00;14
200,00;20
3999,12;39
178,35;17
1848,34;18
95776,71;95
452,24;45
5383,58;53
355,00;35
348,80;34
1500000,00;15
32,23;32
203,02;20
4200,00;42
67,13;67
16056430,00;16
341742,66;34
10565,42;10
187188,98;18
113,06;11
32,55;32
81,90;81
126,72;12
27,50;27
968,54;96
46,78;46
100000,00;10
379,34;37
7101,25;71
810,00;81
228588,56;22
2243,97;22
24014,14;24
249,00;24
524373,06;52
1607,87;16
997,90;99
68656,10;68
552215,63;55
710,00;71
2362,79;23
2,58;25
5,82;58
1358,26;13
130,00;13
5458,67;54
46,50;46
186,72;18
6310,80;63
35563,15;35
19,97;19
7054,21;70
521,92;52
96,30;96
9332,64;93
20000,75;20
3000,00;30
20844,00;20
3114,64;31
708,64;70
21133,33;21
2,96;29
7279,81;72
221,00;22
826,57;82
1019,64;10
832,00;83
41603,30;41
1575,79;15
210,00;21
250,00;25
814,82;81
22040,19;22
17971446,00;17
133,01;13
1409,42;14
45,00;45
250,00;25
55,10;55
54,93;54
25,91;25
230,00;23
136,50;13
70,00;70
15,00;15
14712,25;14
3758,59;37
10399,83;10
21,90;21
2325,58;23
40,00;40
250,00;25
2811,49;28
27155,66;27
240,40;24
150,00;15
2,11;21
6,91;69
10629221,00;10
55880508,00;55
1575,00;15
2000000,00;20
4397,99;43
113246,82;11
2935,80;29
120,00;12
127,67;12
347830,09;34
4305,14;43
19,00;19
6595,25;65
83,61;83
10,43;10
238217,06;23
6712,75;67
5,14;51
222,90;22
525,00;52
3250,00;32
874,80;87
400,10;40
3081,74;30
13,66;13
270,00;27
15,27;15
5346,16;53
528176,75;52
10578,96;10
267404,47;26
48125,00;48
571,28;57
650,47;65
46,84;46
3750,00;37
20,00;20
102,50;10
890,35;89
2829,57;28
21336,00;21
33981,68;33
90,00;90
13153,00;13
198,35;19
395,71;39
9202,97;92
2732,56;27
375,00;37
1875,00;18
1,42;14
8947,90;89
23562,00;23
80,00;80
2678,60;26
24063,12;24
1201,93;12
65,18;65
8,50;85
15254,85;15
2224,13;22
18300,00;18
618,71;61
108,45;10
178,53;17
8,00;80
3651,65;36
12615,44;12
302,16;30
239,20;23
16,66;16
7269,84;72
12,98;12
36392,07;36
636,48;63
856,80;85
2825,24;28
150,00;15
5,00;50
750,96;75
7803,04;78
36,54;36
25000,00;25
14435,54;14
100,00;10
240,13;24
5166,74;51
169,16;16
30864,64;30
17634,49;17
336001,09;33
415,37;41
24717,22;24
7279,81;72
212259,38;21
125,00;12
5592,57;55
692,16;69
5329,22;53
47778,15;47
246,00;24
80,00;80
28,53;28
392659,19;39
49843,62;49
19,18;19
4432,41;44
99,66;99
742,50;74
4593,19;45
285229,22;28
41,38;41
15,30;15
18,37;18
3041,57;30
836562,88;83
38162,12;38
23,87;23
43633,60;43
572,30;57
3,39;33
29,55;29
312256,34;31
23,57;23
17,00;17
12,00;12
822,53;82
18984,96;18
45,00;45
245,11;24
243,15;24
14,69;14
15,00;15
359,89;35
9738,72;97
1510,65;15
16,04;16
150,42;15
188,61;18
144,00;14
1352,11;13
7104,16;71
22710,24;22
1270,74;12
128014,64;12
8102,88;81
363,31;36
1701563,38;17
180,00;18
54616,28;54
76,00;76
12979,67;12
431,18;43
7351,52;73
5,70;57
36,32;36
50,00;50
23,53;23
2129,40;21
778,39;77
94,50;94
2934,50;29
7150,00;71
355,24;35
81,04;81
17,07;17
605718,00;60
14400,00;14
287,84;28
25,00;25
758,35;75
625,29;62
785,78;78
9,79;97
112,26;11
204,00;20
21,64;21
4061085,00;40
348,06;34
3900,01;39
6648,33;66
17024,70;17
89,51;89
29,42;29
6354,72;63
2090,38;20
611,63;61
18,77;18
521,04;52
657,48;65
5409,39;54
935,00;93
681438,69;68
48,71;48
115,52;11
830,16;83
2300,00;23
93,40;93
13243,65;13
41,44;41
11155,56;11
8209,72;82
198,42;19
59894,70;59
3100,00;31
344,00;34
26,32;26
9,99;99
354237,81;35
53908,04;53
15878,59;15
16,21;16
1753,20;17
3800,01;38
