"stmt_frq";"date_acct";"type_disp";"date_loan";"amount";"duration";"payments";"response";"date_birth";"gender";"type_card";"min1";"max1";"mean1";"min2";"max2";"mean2";"min3";"max3";"mean3";"min4";"max4";"mean4";"min5";"max5";"mean5";"min6";"max6";"mean6";"has_card"
"monthly";8586;"OWNER";8905;80340;12;6695;"1";2227;"F";"junior";48502,6;89342,6;71053,52;46734,8;89342,6;71473,62;38213,6;89342,6;66299,92;21980;89342,6;56598,6545454545;21980;89342,6;55962,6029411765;21980;122523,5;62083,7375;"1"
"monthly";8586;"DISPONENT";8905;80340;12;6695;"1";2926;"M";"0.NA";48502,6;89342,6;71053,52;46734,8;89342,6;71473,62;38213,6;89342,6;66299,92;21980;89342,6;56598,6545454545;21980;89342,6;55962,6029411765;21980;122523,5;62083,7375;"0"
"after_tr";8586;"OWNER";8742;93888;36;2608;"1";29512;"F";"0.NA";34716,3;50227,2;45020,66;34578,2;52378,2;46033,5888888889;34578,2;52378,2;45788,1833333333;33576,1;52378,2;43857,0933333333;16297;52378,2;40932,3764705882;600;52378,2;37510,4947368421;"0"
"weekly";8587;"OWNER";9258;36396;12;3033;"1";823;"M";"0.NA";25993;66952;48351,1333333333;25993;66952;42193,6363636364;18262,3;66952;36501,7058823529;18262,3;66952;33840,196;18262,3;119894,3;45066,6459459459;18262,3;119894,3;50179,5217391304;"0"
"weekly";8588;"OWNER";8921;77640;12;6470;"1";35619;"M";"0.NA";30825,8;78561,3;51633,7285714286;30825,8;93440,4;63002,3923076923;30825,8;93440,4;65109,7058823529;30825,8;93440,4;63932,2782608696;23157,9;93440,4;55916,5735294118;23157,9;93440,4;54062,9431818182;"0"
"monthly";8592;"OWNER";8747;259740;60;4329;"1";3361;"M";"0.NA";40673,5;79633,5;61234,7;35539,4;79633,5;55995,5875;35539,4;79633,5;54402,8818181818;25548,3;79633,5;51094,4714285714;25473;79633,5;47973,0375;800;79633,5;45198,1529411765;"0"
"monthly";8601;"OWNER";9205;103680;60;1728;"0";539;"M";"0.NA";26812,6;36427,6;29672,6333333333;16055,3;36427,6;24499,0666666667;5000,3;36427,6;21104,4913043478;5000,3;45666,9;24518,7133333333;5000,3;45666,9;26135,7714285714;5000,3;45666,9;27189,9230769231;"0"
"monthly";8602;"OWNER";8923;87360;24;3640;"1";33793;"M";"classic";28934,4;33034,4;30024,8;28934,4;65067,3;38821,3555555556;28934,4;65067,3;40692,525;28934,4;65067,3;39925,7785714286;28934,4;65067,3;40741,5125;28217,8;69174,6;40927,2157894737;"1"
"monthly";8605;"OWNER";8906;97632;12;8136;"1";36044;"F";"0.NA";30560,1;79376,1;54249,4714285714;30394,6;87018,6;54309,20625;30394,6;87580,6;55673,3625;21477,7;87580,6;51316,7617647059;21477,7;87580,6;50944,5113636364;21477,7;119900,1;51733,9673076923;"0"
"weekly";8607;"OWNER";9119;398640;60;6644;"1";32911;"F";"0.NA";47223,9;107016,9;78880,3285714286;29272,1;107016,9;63298,06;29272,1;107016,9;64982,7727272727;29272,1;107016,9;65500,6230769231;29272,1;107016,9;64822,5870967742;29272,1;107016,9;62542,3111111111;"0"
"monthly";8608;"OWNER";9280;158760;60;2646;"1";2952;"M";"0.NA";13609,3;29882,3;22241,8111111111;8755,4;29882,3;21240,6944444444;8755,4;30764,6;22102,2125;8042,2;30764,6;21398,4441176471;8042,2;30764,6;21705,3195652174;8042,2;34293;22015,9218181818;"0"
"monthly";8609;"OWNER";8840;91200;24;3800;"1";31283;"F";"0.NA";9916,3;34791,9;23944,6428571429;9916,3;37691,9;24793,3214285714;8884,6;60334,9;28178,8863636364;8884,6;76736,9;31263,06;8884,6;76736,9;33186,6785714286;8884,6;76736,9;33989,6838709677;"0"
"monthly";8609;"DISPONENT";8840;91200;24;3800;"1";32236;"M";"0.NA";9916,3;34791,9;23944,6428571429;9916,3;37691,9;24793,3214285714;8884,6;60334,9;28178,8863636364;8884,6;76736,9;31263,06;8884,6;76736,9;33186,6785714286;8884,6;76736,9;33989,6838709677;"0"
"monthly";8613;"OWNER";9163;20832;48;434;"1";28613;"M";"0.NA";8184,6;20018,6;14319,05;8184,6;30394,1;18298,6869565217;8184,6;30394,1;19438,25;8184,6;30394,1;19946,356097561;8184,6;30394,1;19859,156;8184,6;30394,1;19859,9557377049;"0"
"monthly";8613;"OWNER";9063;17508;12;1459;"1";27849;"M";"gold";37027;48747;41282,6428571429;37027;49181,9;41541,4416666667;35724,3;49181,9;40915,9388888889;35724,3;53024,3;42504,664;34949,3;53024,3;41936,79;34809,5;53024,3;41570,5428571429;"1"
"monthly";8616;"OWNER";9148;68112;12;5676;"1";2890;"F";"0.NA";17186,1;55655,5;41062,8866666667;17186,1;82560,5;45622,7625;17186,1;82560,5;46591,3176470588;17186,1;82560,5;45414,6720930233;17186,1;82560,5;44917,9442307692;16817,1;82560,5;43942,8885245902;"0"
"monthly";8617;"OWNER";9138;48624;24;2026;"1";33510;"M";"0.NA";47993,6;134187,4;78123,3333333333;47993,6;134187,4;79236,9;47993,6;134187,4;74135,3615384615;47993,6;134187,4;73412,3058823529;46168,6;134187,4;71817,1170731707;28332,6;134187,4;65597,608;"0"
"monthly";8620;"OWNER";9068;170256;24;7094;"1";34895;"F";"classic";28576,8;52944,8;42002,5666666667;27857;52944,8;40419,3333333333;27857;60867,9;42441,3;27857;60867,9;43715,4083333333;22850,2;60867,9;44245,2709677419;19754,7;60867,9;41581,1675675676;"1"
"monthly";8622;"OWNER";9133;177744;48;3703;"0";802;"M";"classic";2810;14230,7;6005,34;2810;21410;10842,61;2810;47997;22588,6375;2810;47997;22348,34;2810;47997;22733,9347826087;2810;47997;25209,24;"1"
"monthly";8622;"OWNER";9193;168984;24;7041;"0";2268;"M";"0.NA";10061,9;24304,3;12957,0333333333;7438,4;34638,4;15411,18125;7438,4;57871,9;25496,1363636364;7438,4;97986,5;38128,45;7438,4;97986,5;45039,46;7438,4;97986,5;48350,1904761905;"0"
"monthly";8628;"OWNER";9019;209184;48;4358;"1";30484;"M";"0.NA";22169,2;58754,7;33578,4285714286;22169,2;64453,2;40308,1307692308;22169,2;74884,1;44168;22169,2;93694,6;46261,6583333333;22169,2;93694,6;44523,7433333333;22169,2;93694,6;46209,9432432432;"0"
"monthly";8630;"OWNER";8755;86616;12;7218;"1";33508;"M";"0.NA";30376,5;48353,1;36619,2;26323,3;48353,1;33480,9;16535,8;48353,1;29641,5583333333;12706;48353,1;27493,6214285714;800;48353,1;25714,0466666667;800;48353,1;25714,0466666667;"0"
"monthly";8633;"OWNER";9204;331560;60;5526;"1";3979;"M";"junior";38208,1;60392,1;49725,5222222222;34732,7;60392,1;46033,2;30152,5;60392,1;44551,0428571429;21214;60392,1;42287,3275862069;21214;60392,1;40381,1527777778;17397,5;60392,1;38196,3355555556;"1"
"monthly";8633;"DISPONENT";9204;331560;60;5526;"1";4558;"F";"0.NA";38208,1;60392,1;49725,5222222222;34732,7;60392,1;46033,2;30152,5;60392,1;44551,0428571429;21214;60392,1;42287,3275862069;21214;60392,1;40381,1527777778;17397,5;60392,1;38196,3355555556;"0"
"monthly";8636;"OWNER";9193;28248;24;1177;"1";40;"F";"gold";33563,4;58423,4;41469,9;33563,4;63820,9;43205,0142857143;33563,4;69893;46126,23;33563,4;69893;46392,848;33563,4;69893;46925,1806451613;33563,4;69893;46554,9027027027;"1"
"monthly";8640;"OWNER";8954;276660;36;7685;"0";28992;"M";"0.NA";14796,2;23090,8;20153,35;14051,9;24701,4;19977,5133333333;12507,3;25651,9;19988,68;12507,3;25651,9;19257,2846153846;9042,5;25651,9;18818,15625;6855,5;25651,9;18071,5619047619;"0"
"weekly";8641;"OWNER";9081;192552;24;8023;"0";34332;"F";"0.NA";14202,6;22255,5;19994,72;14202,6;30687,6;23963,2;3918,8;30687,6;18125,7333333333;3918,8;30687,6;17078,0315789474;2310,2;30687,6;14906,46;2310,2;47349,1;19062,8612903226;"0"
"monthly";8641;"OWNER";9118;482940;60;8049;"0";2332;"F";"0.NA";2036,4;23092,4;12762,8166666667;2036,4;33282,6;17603,5428571429;2036,4;33966,2;19352,7903225806;2036,4;33966,2;20087,2125;2036,4;33966,2;20813,4346938776;2036,4;38365,8;21918,6396551724;"0"
"after_tr";8646;"OWNER";8813;49320;12;4110;"0";27669;"F";"0.NA";10673,6;34558,2;25390,8;10673,6;79068,2;42050,5888888889;10673,6;79068,2;42468,8206896552;10673,6;84667,1;43709,2324324324;10673,6;126833;46168,2711111111;900;126833;45858,224;"0"
"monthly";8648;"OWNER";9216;31728;24;1322;"1";29319;"M";"0.NA";21197,7;36042,7;28345,1428571429;15380,2;36042,7;25944,2230769231;14413,3;36042,7;25991,1576923077;14413,3;38531;25763,6060606061;14413,3;38825,8;26820,83;14413,3;38825,8;27116,8739130435;"0"
"monthly";8648;"DISPONENT";9216;31728;24;1322;"1";29532;"F";"0.NA";21197,7;36042,7;28345,1428571429;15380,2;36042,7;25944,2230769231;14413,3;36042,7;25991,1576923077;14413,3;38531;25763,6060606061;14413,3;38825,8;26820,83;14413,3;38825,8;27116,8739130435;"0"
"monthly";8649;"OWNER";9287;63360;60;1056;"1";31271;"M";"0.NA";23041,8;37773;28594,1142857143;23041,8;37773;29262,2692307692;23041,8;37944,9;29836,6;23041,8;37944,9;29567,872;18781;37944,9;28241,125;18781;37944,9;28174,3897435897;"0"
"monthly";8649;"DISPONENT";9287;63360;60;1056;"1";33795;"F";"0.NA";23041,8;37773;28594,1142857143;23041,8;37773;29262,2692307692;23041,8;37944,9;29836,6;23041,8;37944,9;29567,872;18781;37944,9;28241,125;18781;37944,9;28174,3897435897;"0"
"monthly";8650;"OWNER";9038;141240;24;5885;"1";33856;"M";"classic";27037,6;62349,6;43213,5833333333;27037,6;75337,5;47370,0217391304;27037,6;85514,6;53832,196875;27037,6;85514,6;55375,9048780488;27037,6;85514,6;55180,7346153846;27037,6;85514,6;54791,4360655738;"1"
"monthly";8651;"OWNER";8911;25944;24;1081;"1";33013;"F";"classic";45205,9;69620,5;64507,42;45205,9;70237,9;63826,22;42000,5;70237,9;62244,3533333333;42000,5;70237,9;61858,2142857143;42000,5;80155,2;63143,75;42000,5;80155,2;63065,4689655172;"1"
"monthly";8651;"OWNER";8786;21072;24;878;"1";34554;"F";"0.NA";26867,3;33467;29544,075;22671,3;33467;27856,6875;15740,5;33467;24937,6083333333;7592;33467;23038,2357142857;1100;33467;21575,6866666667;1100;33467;21575,6866666667;"0"
"monthly";8653;"OWNER";9184;97224;24;4051;"1";29681;"F";"0.NA";16085;30304,6;20944,85;16085;36710;23555,4421052632;16085;38545,4;24754,8592592593;10361,7;38545,4;23287,3147058824;10361,7;38545,4;22046,7609756098;10361,7;38545,4;21238,6212765957;"0"
"monthly";8653;"DISPONENT";9184;97224;24;4051;"1";29251;"M";"0.NA";16085;30304,6;20944,85;16085;36710;23555,4421052632;16085;38545,4;24754,8592592593;10361,7;38545,4;23287,3147058824;10361,7;38545,4;22046,7609756098;10361,7;38545,4;21238,6212765957;"0"
"monthly";8655;"OWNER";9200;76680;24;3195;"1";28861;"M";"0.NA";27191,2;67226,5;49118,9777777778;27191,2;73199,9;49211,5863636364;27191,2;97098,3;56141,3058823529;27191,2;97098,3;56190,2093023256;27191,2;97098,3;56043,4622641509;27191,2;97098,3;57049,7737704918;"0"
"monthly";8655;"DISPONENT";9200;76680;24;3195;"1";30758;"F";"0.NA";27191,2;67226,5;49118,9777777778;27191,2;73199,9;49211,5863636364;27191,2;97098,3;56141,3058823529;27191,2;97098,3;56190,2093023256;27191,2;97098,3;56043,4622641509;27191,2;97098,3;57049,7737704918;"0"
"monthly";8656;"OWNER";8819;197748;36;5493;"1";124;"F";"0.NA";43294,5;73194,5;53633,5;43294,5;73646,4;55218,4571428571;38197,6;74413,6;54845,4;26812,3;74413,6;51098,3769230769;24444;74413,6;47697,7933333333;300;74413,6;44735,43125;"0"
"monthly";8656;"DISPONENT";8819;197748;36;5493;"1";35983;"M";"0.NA";43294,5;73194,5;53633,5;43294,5;73646,4;55218,4571428571;38197,6;74413,6;54845,4;26812,3;74413,6;51098,3769230769;24444;74413,6;47697,7933333333;300;74413,6;44735,43125;"0"
"monthly";8656;"OWNER";8920;52128;24;2172;"1";32704;"F";"classic";19701,8;58859,4;52225,3;17001,8;58859,4;35579,7307692308;2007,4;58859,4;37712,9875;2007,4;58859,4;36886,1515151515;144,2;58859,4;29825,4882352941;144,2;59944,2;32283,6140350877;"1"
"monthly";8656;"OWNER";9314;60000;60;1000;"1";28046;"M";"0.NA";16810,3;32620,3;22814,2;16810,3;32620,3;23253,82;16810,3;32620,3;23706,4217391304;16810,3;32620,3;23938,84;16810,3;32620,3;23429,0972972973;16810,3;32620,3;23032,3431818182;"0"
"weekly";8658;"OWNER";9144;137880;60;2298;"0";34038;"M";"0.NA";17377,8;32266,8;24703,6;15003,7;35687,7;25334,75625;12011,2;35687,7;23036,4045454545;12011,2;37311,2;23025,9466666667;12011,2;37311,2;23087,7027777778;6939,4;37311,2;22228,3487804878;"0"
"monthly";8660;"OWNER";9075;48672;36;1352;"1";28611;"F";"0.NA";23024,6;27822,6;23956,775;23024,6;29683,2;25336,6111111111;23024,6;29683,2;25182,7153846154;23024,6;29683,2;25304,8555555556;21985,9;29683,2;24874,6954545455;18363,9;29683,2;24008,8636363636;"0"
"monthly";8660;"DISPONENT";9075;48672;36;1352;"1";28788;"M";"0.NA";23024,6;27822,6;23956,775;23024,6;29683,2;25336,6111111111;23024,6;29683,2;25182,7153846154;23024,6;29683,2;25304,8555555556;21985,9;29683,2;24874,6954545455;18363,9;29683,2;24008,8636363636;"0"
"monthly";8661;"OWNER";9304;265320;36;7370;"1";28729;"F";"0.NA";21515,8;47924,8;34338,8375;21515,8;47924,8;33895,5;21515,8;47924,8;33367,1652173913;19583,8;47924,8;32214,9387096774;19583,8;47924,8;31239,86;19583,8;56929,5;33825,3596153846;"0"
"monthly";8661;"DISPONENT";9304;265320;36;7370;"1";29557;"M";"0.NA";21515,8;47924,8;34338,8375;21515,8;47924,8;33895,5;21515,8;47924,8;33367,1652173913;19583,8;47924,8;32214,9387096774;19583,8;47924,8;31239,86;19583,8;56929,5;33825,3596153846;"0"
"monthly";8664;"OWNER";9280;87216;48;1817;"1";30755;"F";"0.NA";22015,3;32420,3;27035,375;20348,9;32420,3;26189,3625;20088,9;32420,3;25941,3086956522;20088,9;34723,6;26213,2393939394;20088,9;36943,1;27266,1893617021;20088,9;42746,1;28230,437037037;"0"
"monthly";8665;"OWNER";8939;239460;60;3991;"1";26553;"F";"0.NA";12922,6;48840,6;29104,2625;12922,6;48840,6;29782,52;12922,6;58795,3;34471,5458333333;12922,6;64499,2;38396,5516129032;12922,6;74408,8;40190,4264705882;12922,6;74408,8;41613,5108108108;"0"
"monthly";8668;"OWNER";9050;227880;36;6330;"1";31353;"F";"0.NA";43941,4;93257,8;61190,2125;41499,3;99657,8;59455,3866666667;25605,9;99657,8;56203,0136363636;19205,9;99657,8;50054,1925925926;15520,5;99657,8;44727,0181818182;15520,5;99657,8;42143,4052631579;"0"
"monthly";8668;"DISPONENT";9050;227880;36;6330;"1";30505;"M";"0.NA";43941,4;93257,8;61190,2125;41499,3;99657,8;59455,3866666667;25605,9;99657,8;56203,0136363636;19205,9;99657,8;50054,1925925926;15520,5;99657,8;44727,0181818182;15520,5;99657,8;42143,4052631579;"0"
"monthly";8676;"OWNER";8907;196080;48;4085;"1";32288;"M";"0.NA";30643,4;97457,4;64106,9142857143;22037,1;97457,4;48553,7916666667;22037,1;97457,4;47158,3294117647;22037,1;97457,4;47195,4814814815;17227,4;97457,4;44754,0117647059;17227,4;97457,4;48049,755;"0"
"monthly";8681;"OWNER";9037;230220;36;6395;"0";26610;"F";"0.NA";6325,5;15774,5;10057,0666666667;5976,3;17082,1;9961,65;5952,2;17082,1;10382,6266666667;5952,2;20889,6;10633,6545454545;4136,5;20889,6;11163,7586206897;4136,5;20889,6;10309,0771428571;"0"
"monthly";8683;"OWNER";8825;182628;36;5073;"1";32649;"M";"0.NA";30008,4;45660,9;40238,775;30008,4;52246;41374,8714285714;30008,4;52246;41278,2555555556;15969;52246;35956,5333333333;500;52246;33229,1076923077;500;52246;33229,1076923077;"0"
"monthly";8683;"OWNER";9075;140400;36;3900;"1";26220;"M";"classic";28271,8;37706,4;33188,56;26565,4;71406,4;36487,04;26565,4;71406,4;34808,7714285714;26565,4;71406,4;35041,1833333333;26565,4;115000,2;42199,4083333333;26565,4;115000,2;41579,7;"1"
"monthly";8687;"OWNER";8945;244560;60;4076;"1";35628;"F";"0.NA";21326,1;63139,1;31779,9625;21326,1;63139,1;34661,8066666667;19433,3;63139,1;33060,8739130435;19433,3;72512,5;36052,9344827586;19433,3;72512,5;38240,0606060606;19433,3;72512,5;39619,4833333333;"0"
"monthly";8693;"OWNER";8962;50460;60;841;"1";28413;"F";"gold";33997,1;49420;39227,2833333333;28898,6;51826,1;38139,6714285714;28898,6;51826,1;38797,2380952381;28898,6;51826,1;39502,8037037037;28898,6;51826,1;39749,11875;28898,6;51971,4;39919,08;"1"
"monthly";8698;"OWNER";9110;199680;60;3328;"1";28997;"M";"0.NA";19801,6;50513,6;31540,3714285714;19801,6;50513,6;32466,175;19801,6;50513,6;33047,535;19801,6;50513,6;33607,9111111111;19801,6;50513,6;32768,278125;17666,6;53186,2;32720,2170731707;"0"
"after_tr";8698;"OWNER";8895;193968;36;5388;"1";1067;"M";"0.NA";57502,3;117102,3;84712,2181818182;50745;120567,3;80840,9444444445;39210,7;120567,3;74918,9333333333;39210,7;120567,3;69753,7423076923;19100;120567,3;67877,6777777778;10300;120567,3;65821,3321428571;"0"
"monthly";8707;"OWNER";9225;158976;48;3312;"1";25210;"M";"0.NA";12819,7;18894;17489,8428571429;12819,7;25148,3;18955,58;12819,7;37541,8;21258,0423076923;12819,7;106413,2;36921,730952381;12819,7;106413,2;36641,493877551;12819,7;111209,5;43220,8078125;"0"
"monthly";8709;"OWNER";8951;4980;12;415;"1";30157;"F";"0.NA";19796,3;39442,2;27057,8;19796,3;39442,2;29193,7055555556;19796,3;39442,2;30173,1576923077;19796,3;41106,2;31575,6088235294;19796,3;41106,2;32018,0621621622;19796,3;41106,2;32273,15;"0"
"monthly";8712;"OWNER";9038;71460;12;5955;"1";27608;"M";"0.NA";18825;82549;52314,64;18825;82549;47414,8285714286;18825;82549;45881,68;18825;82549;49704,0222222222;18825;82549;50782,1290322581;18825;82549;51130,3029411765;"0"
"monthly";8712;"DISPONENT";9038;71460;12;5955;"1";26828;"F";"0.NA";18825;82549;52314,64;18825;82549;47414,8285714286;18825;82549;45881,68;18825;82549;49704,0222222222;18825;82549;50782,1290322581;18825;82549;51130,3029411765;"0"
"monthly";8714;"OWNER";9230;47304;24;1971;"1";579;"M";"classic";52561,3;147258,3;98057,1846153846;52561,3;147258,3;90845,485;21438;148093;85916,6303030303;21438;148093;77183,5957446808;21438;148093;76463,912962963;21438;148093;76209,809375;"1"
"monthly";8718;"OWNER";9294;139536;24;5814;"1";26188;"F";"0.NA";36472,9;58799,9;50441,3333333333;36472,9;151546,9;89038,6266666667;36472,9;151546,9;92492,608;36472,9;151546,9;91853,2264705882;35011,3;151546,9;84379,3720930233;18330,3;151546,9;76072,4431034483;"0"
"monthly";8720;"OWNER";9107;51408;24;2142;"1";29059;"M";"classic";26085,7;51051,7;44920,26;19986,6;51051,7;35679,52;19986,6;117342,3;55895,72;19986,6;117342,3;58144,172;19986,6;137087,2;63015,415625;19986,6;137087,2;57917,1875;"1"
"after_tr";8721;"OWNER";9088;164052;36;4557;"0";2080;"F";"0.NA";10011,2;23911,2;19636,2;10011,2;31500,3;25356,85;-566,6;43683,4;21406,0944444444;-1442,3;43683,4;19422,0227272727;-1442,3;43683,4;18321,3730769231;-2564,7;43683,4;18076,5633333333;"0"
"monthly";8724;"OWNER";9282;417060;60;6951;"1";33494;"F";"0.NA";45242,6;127508,6;83325,7;39322,1;127508,6;76134,0545454545;39322,1;127508,6;77032,4909090909;39322,1;127508,6;74216,7272727273;38495,9;127508,6;72238,6897959184;25774,5;127508,6;70419,7098039216;"0"
"monthly";8724;"DISPONENT";9282;417060;60;6951;"1";32455;"M";"0.NA";45242,6;127508,6;83325,7;39322,1;127508,6;76134,0545454545;39322,1;127508,6;77032,4909090909;39322,1;127508,6;74216,7272727273;38495,9;127508,6;72238,6897959184;25774,5;127508,6;70419,7098039216;"0"
"monthly";8725;"OWNER";9072;61056;48;1272;"1";32025;"F";"0.NA";21258,1;37506,1;29361,3857142857;21258,1;44482,9;31620,1;21258,1;48300,7;32975,5173913043;21258,1;48907,2;34264,0966666667;21258,1;53014,5;35621,7594594595;21258,1;53014,5;35540,5162790698;"0"
"monthly";8725;"OWNER";8919;151560;24;6315;"1";30440;"M";"gold";21323,2;66462,4;40866,9555555556;21323,2;97912,7;51163,1266666667;21323,2;97912,7;54678,9888888889;21323,2;97912,7;56739,5380952381;21323,2;97912,7;57198,8041666667;21323,2;97912,7;55964,3037037037;"1"
"weekly";8726;"OWNER";9000;45768;12;3814;"1";2703;"F";"0.NA";41583,4;78327,5;51562,38;30481,3;78327,5;43705;28255,3;78327,5;40484,3545454545;28067,7;78327,5;38958,7153846154;28067,7;78327,5;39685,2294117647;25196,6;78327,5;38212,7421052632;"0"
"monthly";8730;"OWNER";8916;104808;12;8734;"1";25535;"M";"0.NA";28015,4;49323,4;36582,84;28015,4;57865,3;40120,9421052632;28015,4;57865,3;40910,2454545455;28015,4;57865,3;40998,6769230769;28015,4;57865,3;40795,3785714286;24170;57865,3;39261,2935483871;"0"
"monthly";8730;"DISPONENT";8916;104808;12;8734;"1";27572;"F";"0.NA";28015,4;49323,4;36582,84;28015,4;57865,3;40120,9421052632;28015,4;57865,3;40910,2454545455;28015,4;57865,3;40998,6769230769;28015,4;57865,3;40795,3785714286;24170;57865,3;39261,2935483871;"0"
"monthly";8730;"OWNER";8941;91584;24;3816;"1";29904;"F";"0.NA";34296,9;82202,9;53282,3333333333;33575,3;82202,9;49994,7;33392,4;83039,4;51843,0105263158;33392,4;83039,4;53043,9272727273;33392,4;83039,4;53517,432;33392,4;83039,4;53121,9964285714;"0"
"monthly";8730;"OWNER";9173;79920;60;1332;"1";30410;"M";"classic";31271,6;55694,6;43264,8846153846;31271,6;72279,5;48448,8913043478;31271,6;74199,5;48340,5206896552;31271,6;74199,5;47584,8675675676;31271,6;74199,5;46352,3795454545;31271,6;74199,5;45662,4173076923;"1"
"monthly";8730;"OWNER";8922;87216;48;1817;"0";34466;"M";"0.NA";20452,2;38260,2;25607,6625;20452,2;40670,8;29696,5375;20452,2;41410;30873,48;20452,2;41410;31084,625;20452,2;41410;30602,8571428571;16556;41410;29242,31875;"0"
"monthly";8731;"OWNER";9160;95808;12;7984;"1";25817;"M";"0.NA";35385,4;78627,4;58650,4857142857;20545,5;78627,4;50490,6727272727;20545,5;78627,4;48395,0117647059;20545,5;78627,4;48085,6416666667;20545,5;122139,4;55188,09375;20545,5;122139,4;60267,919047619;"0"
"monthly";8731;"OWNER";8887;215388;36;5983;"0";32857;"M";"0.NA";30523,5;30662,8;30593,15;30523,5;38645,6;33394,0833333333;28768,6;38645,6;32258,2125;28768,6;38645,6;32063,89;28768,6;50757;34967,2071428571;1000;50757;32702,7266666667;"0"
"monthly";8733;"OWNER";8965;252060;60;4201;"0";34913;"F";"0.NA";38544,5;96183,5;65952,3727272727;28523,5;96183,5;59215,5590909091;28523,5;96183,5;58548,2709677419;28523,5;106259,6;63286,6533333333;28523,5;106259,6;61413,7607843137;28523,5;106259,6;60568,2607142857;"0"
"monthly";8735;"OWNER";9120;100980;60;1683;"1";34910;"M";"0.NA";32307,8;53376,7;41153,675;32307,8;53376,7;39274,6;30921,8;53376,7;38371,22;30403,6;53376,7;37875,3111111111;23794,6;53376,7;35813,8;21976,8;53376,7;34674,225;"0"
"monthly";8736;"OWNER";9072;123696;48;2577;"1";25806;"M";"0.NA";22488,1;25762,1;24745,46;22488,1;41892,7;30522,7461538462;22488,1;78731,8;38545,635;22488,1;78731,8;39149,6035714286;22488,1;89822,2;44138,4552631579;22488,1;89822,2;46492,7333333333;"0"
"monthly";8742;"OWNER";9431;260028;36;7223;"1";2520;"M";"classic";36993,9;80332,9;57216,4571428571;32611,2;80332,9;55098,5285714286;32611,2;80803,4;56046,9454545455;32611,2;80803,4;57224,52;19576,9;84584,9;55669,0894736842;19576,9;84584,9;52939,8266666667;"1"
